"","subject","item","region","measure","proficiency1","proficiency2","sort","condition","skips","rawdata","nozero","ambiguity","gender","trimmed_nozero"
"11237",14,8,"spillover1","fp",72,"High","spillover1 fp",4,0,232,232,"Unambiguous","Mismatch",232
"12051",15,7,"spillover1","fp",73,"High","spillover1 fp",4,0,320,320,"Unambiguous","Mismatch",320
"12053",15,16,"spillover1","fp",73,"High","spillover1 fp",1,0,238,238,"Ambiguous","Match",238
"12055",15,14,"spillover1","fp",73,"High","spillover1 fp",3,0,370,370,"Unambiguous","Match",370
"12057",15,3,"spillover1","fp",73,"High","spillover1 fp",4,0,272,272,"Unambiguous","Mismatch",272
"12059",15,19,"spillover1","fp",73,"High","spillover1 fp",4,0,252,252,"Unambiguous","Mismatch",252
"12062",15,11,"spillover1","fp",73,"High","spillover1 fp",4,0,348,348,"Unambiguous","Mismatch",348
"12064",15,20,"spillover1","fp",73,"High","spillover1 fp",1,0,258,258,"Ambiguous","Match",258
"12066",15,8,"spillover1","fp",73,"High","spillover1 fp",1,0,514,514,"Ambiguous","Match",514
"12068",15,17,"spillover1","fp",73,"High","spillover1 fp",2,0,350,350,"Ambiguous","Mismatch",350
"12070",15,13,"spillover1","fp",73,"High","spillover1 fp",2,0,472,472,"Ambiguous","Mismatch",472
"12072",15,22,"spillover1","fp",73,"High","spillover1 fp",3,0,272,272,"Unambiguous","Match",272
"12074",15,18,"spillover1","fp",73,"High","spillover1 fp",3,0,250,250,"Unambiguous","Match",250
"12076",15,6,"spillover1","fp",73,"High","spillover1 fp",3,0,588,588,"Unambiguous","Match",588
"12078",15,4,"spillover1","fp",73,"High","spillover1 fp",1,0,612,612,"Ambiguous","Match",612
"12081",15,12,"spillover1","fp",73,"High","spillover1 fp",1,0,482,482,"Ambiguous","Match",482
"12084",15,1,"spillover1","fp",73,"High","spillover1 fp",2,0,300,300,"Ambiguous","Mismatch",300
"12086",15,23,"spillover1","fp",73,"High","spillover1 fp",4,0,550,550,"Unambiguous","Mismatch",550
"12088",15,2,"spillover1","fp",73,"High","spillover1 fp",3,0,242,242,"Unambiguous","Match",242
"12090",15,24,"spillover1","fp",73,"High","spillover1 fp",1,0,324,324,"Ambiguous","Match",324
"12093",15,9,"spillover1","fp",73,"High","spillover1 fp",2,0,280,280,"Ambiguous","Mismatch",280
"12847",16,12,"spillover1","fp",69,"Low","spillover1 fp",2,0,378,378,"Ambiguous","Mismatch",378
"12849",16,11,"spillover1","fp",69,"Low","spillover1 fp",1,0,298,298,"Ambiguous","Match",298
"12851",16,9,"spillover1","fp",69,"Low","spillover1 fp",3,0,256,256,"Unambiguous","Match",256
"12853",16,14,"spillover1","fp",69,"Low","spillover1 fp",4,0,236,236,"Unambiguous","Mismatch",236
"12855",16,20,"spillover1","fp",69,"Low","spillover1 fp",2,0,374,374,"Ambiguous","Mismatch",374
"12857",16,7,"spillover1","fp",69,"Low","spillover1 fp",1,0,276,276,"Ambiguous","Match",276
"12859",16,6,"spillover1","fp",69,"Low","spillover1 fp",4,0,208,208,"Unambiguous","Mismatch",208
"12861",16,18,"spillover1","fp",69,"Low","spillover1 fp",4,0,242,242,"Unambiguous","Mismatch",242
"12863",16,24,"spillover1","fp",69,"Low","spillover1 fp",2,0,152,152,"Ambiguous","Mismatch",152
"12865",16,13,"spillover1","fp",69,"Low","spillover1 fp",3,0,354,354,"Unambiguous","Match",354
"12867",16,3,"spillover1","fp",69,"Low","spillover1 fp",1,0,194,194,"Ambiguous","Match",194
"12869",16,4,"spillover1","fp",69,"Low","spillover1 fp",2,0,226,226,"Ambiguous","Mismatch",226
"12871",16,19,"spillover1","fp",69,"Low","spillover1 fp",1,0,150,150,"Ambiguous","Match",150
"12873",16,21,"spillover1","fp",69,"Low","spillover1 fp",3,0,228,228,"Unambiguous","Match",228
"12875",16,5,"spillover1","fp",69,"Low","spillover1 fp",3,0,184,184,"Unambiguous","Match",184
"12877",16,15,"spillover1","fp",69,"Low","spillover1 fp",1,0,452,452,"Ambiguous","Match",452
"12879",16,22,"spillover1","fp",69,"Low","spillover1 fp",4,0,428,428,"Unambiguous","Mismatch",428
"12881",16,17,"spillover1","fp",69,"Low","spillover1 fp",3,0,220,220,"Unambiguous","Match",220
"12883",16,16,"spillover1","fp",69,"Low","spillover1 fp",2,0,416,416,"Ambiguous","Mismatch",416
"12885",16,8,"spillover1","fp",69,"Low","spillover1 fp",2,0,128,128,"Ambiguous","Mismatch",128
"12887",16,23,"spillover1","fp",69,"Low","spillover1 fp",1,0,244,244,"Ambiguous","Match",244
"12889",16,2,"spillover1","fp",69,"Low","spillover1 fp",4,0,306,306,"Unambiguous","Mismatch",306
"12891",16,1,"spillover1","fp",69,"Low","spillover1 fp",3,0,204,204,"Unambiguous","Match",204
"12893",16,10,"spillover1","fp",69,"Low","spillover1 fp",4,0,204,204,"Unambiguous","Mismatch",204
"13711",17,8,"spillover1","fp",82,"High","spillover1 fp",3,0,388,388,"Unambiguous","Match",388
"13713",17,16,"spillover1","fp",82,"High","spillover1 fp",3,0,384,384,"Unambiguous","Match",384
"13715",17,15,"spillover1","fp",82,"High","spillover1 fp",2,0,634,634,"Ambiguous","Mismatch",634
"13717",17,11,"spillover1","fp",82,"High","spillover1 fp",2,1,0,NA,"Ambiguous","Mismatch",NA
"13719",17,1,"spillover1","fp",82,"High","spillover1 fp",4,0,396,396,"Unambiguous","Mismatch",396
"13721",17,9,"spillover1","fp",82,"High","spillover1 fp",4,0,476,476,"Unambiguous","Mismatch",476
"13723",17,2,"spillover1","fp",82,"High","spillover1 fp",1,0,190,190,"Ambiguous","Match",190
"13725",17,20,"spillover1","fp",82,"High","spillover1 fp",3,0,406,406,"Unambiguous","Match",406
"13727",17,24,"spillover1","fp",82,"High","spillover1 fp",3,0,444,444,"Unambiguous","Match",444
"13729",17,18,"spillover1","fp",82,"High","spillover1 fp",1,0,406,406,"Ambiguous","Match",406
"13731",17,6,"spillover1","fp",82,"High","spillover1 fp",1,0,368,368,"Ambiguous","Match",368
"13733",17,14,"spillover1","fp",82,"High","spillover1 fp",1,0,588,588,"Ambiguous","Match",588
"13735",17,5,"spillover1","fp",82,"High","spillover1 fp",4,0,194,194,"Unambiguous","Mismatch",194
"13737",17,13,"spillover1","fp",82,"High","spillover1 fp",4,0,946,946,"Unambiguous","Mismatch",946
"13739",17,17,"spillover1","fp",82,"High","spillover1 fp",4,0,1246,1246,"Unambiguous","Mismatch",1246
"13741",17,3,"spillover1","fp",82,"High","spillover1 fp",2,0,660,660,"Ambiguous","Mismatch",660
"13743",17,4,"spillover1","fp",82,"High","spillover1 fp",3,0,512,512,"Unambiguous","Match",512
"13745",17,12,"spillover1","fp",82,"High","spillover1 fp",3,0,428,428,"Unambiguous","Match",428
"13747",17,19,"spillover1","fp",82,"High","spillover1 fp",2,0,566,566,"Ambiguous","Mismatch",566
"13749",17,22,"spillover1","fp",82,"High","spillover1 fp",1,0,1146,1146,"Ambiguous","Match",1146
"13751",17,23,"spillover1","fp",82,"High","spillover1 fp",2,0,1084,1084,"Ambiguous","Mismatch",1084
"13753",17,10,"spillover1","fp",82,"High","spillover1 fp",1,0,244,244,"Ambiguous","Match",244
"13755",17,21,"spillover1","fp",82,"High","spillover1 fp",4,0,322,322,"Unambiguous","Mismatch",322
"13757",17,7,"spillover1","fp",82,"High","spillover1 fp",2,0,396,396,"Ambiguous","Mismatch",396
"14575",18,17,"spillover1","fp",89,"High","spillover1 fp",1,1,0,NA,"Ambiguous","Match",NA
"14577",18,5,"spillover1","fp",89,"High","spillover1 fp",1,0,246,246,"Ambiguous","Match",246
"14579",18,12,"spillover1","fp",89,"High","spillover1 fp",4,0,180,180,"Unambiguous","Mismatch",180
"14581",18,24,"spillover1","fp",89,"High","spillover1 fp",4,0,318,318,"Unambiguous","Mismatch",318
"14583",18,23,"spillover1","fp",89,"High","spillover1 fp",3,0,392,392,"Unambiguous","Match",392
"14585",18,16,"spillover1","fp",89,"High","spillover1 fp",4,1,0,NA,"Unambiguous","Mismatch",NA
"14587",18,8,"spillover1","fp",89,"High","spillover1 fp",4,0,394,394,"Unambiguous","Mismatch",394
"14589",18,1,"spillover1","fp",89,"High","spillover1 fp",1,0,434,434,"Ambiguous","Match",434
"14591",18,15,"spillover1","fp",89,"High","spillover1 fp",3,0,196,196,"Unambiguous","Match",196
"14593",18,14,"spillover1","fp",89,"High","spillover1 fp",2,0,232,232,"Ambiguous","Mismatch",232
"14595",18,3,"spillover1","fp",89,"High","spillover1 fp",3,0,270,270,"Unambiguous","Match",270
"14597",18,18,"spillover1","fp",89,"High","spillover1 fp",2,0,252,252,"Ambiguous","Mismatch",252
"14599",18,21,"spillover1","fp",89,"High","spillover1 fp",1,1,0,NA,"Ambiguous","Match",NA
"14601",18,2,"spillover1","fp",89,"High","spillover1 fp",2,1,0,NA,"Ambiguous","Mismatch",NA
"14603",18,13,"spillover1","fp",89,"High","spillover1 fp",1,0,372,372,"Ambiguous","Match",372
"14605",18,20,"spillover1","fp",89,"High","spillover1 fp",4,0,546,546,"Unambiguous","Mismatch",546
"14607",18,4,"spillover1","fp",89,"High","spillover1 fp",4,0,378,378,"Unambiguous","Mismatch",378
"14609",18,7,"spillover1","fp",89,"High","spillover1 fp",3,1,0,NA,"Unambiguous","Match",NA
"14611",18,6,"spillover1","fp",89,"High","spillover1 fp",2,0,292,292,"Ambiguous","Mismatch",292
"14613",18,10,"spillover1","fp",89,"High","spillover1 fp",2,1,0,NA,"Ambiguous","Mismatch",NA
"14615",18,22,"spillover1","fp",89,"High","spillover1 fp",2,1,0,NA,"Ambiguous","Mismatch",NA
"14617",18,9,"spillover1","fp",89,"High","spillover1 fp",1,0,202,202,"Ambiguous","Match",202
"14619",18,19,"spillover1","fp",89,"High","spillover1 fp",3,0,224,224,"Unambiguous","Match",224
"14621",18,11,"spillover1","fp",89,"High","spillover1 fp",3,0,272,272,"Unambiguous","Match",272
"15440",19,8,"spillover1","fp",53,"Low","spillover1 fp",1,0,208,208,"Ambiguous","Match",208
"15442",19,7,"spillover1","fp",53,"Low","spillover1 fp",4,0,338,338,"Unambiguous","Mismatch",338
"15444",19,11,"spillover1","fp",53,"Low","spillover1 fp",4,0,330,330,"Unambiguous","Mismatch",330
"15446",19,20,"spillover1","fp",53,"Low","spillover1 fp",1,0,322,322,"Ambiguous","Match",322
"15448",19,21,"spillover1","fp",53,"Low","spillover1 fp",2,0,352,352,"Ambiguous","Mismatch",352
"15450",19,19,"spillover1","fp",53,"Low","spillover1 fp",4,0,396,396,"Unambiguous","Mismatch",396
"15452",19,5,"spillover1","fp",53,"Low","spillover1 fp",2,0,362,362,"Ambiguous","Mismatch",362
"15454",19,12,"spillover1","fp",53,"Low","spillover1 fp",1,0,82,82,"Ambiguous","Match",82
"15456",19,2,"spillover1","fp",53,"Low","spillover1 fp",3,0,266,266,"Unambiguous","Match",266
"15458",19,13,"spillover1","fp",53,"Low","spillover1 fp",2,0,378,378,"Ambiguous","Mismatch",378
"15460",19,17,"spillover1","fp",53,"Low","spillover1 fp",2,0,564,564,"Ambiguous","Mismatch",564
"15462",19,6,"spillover1","fp",53,"Low","spillover1 fp",3,0,144,144,"Unambiguous","Match",144
"15464",19,18,"spillover1","fp",53,"Low","spillover1 fp",3,0,300,300,"Unambiguous","Match",300
"15466",19,3,"spillover1","fp",53,"Low","spillover1 fp",4,0,662,662,"Unambiguous","Mismatch",662
"15468",19,24,"spillover1","fp",53,"Low","spillover1 fp",1,0,456,456,"Ambiguous","Match",456
"15470",19,1,"spillover1","fp",53,"Low","spillover1 fp",2,0,296,296,"Ambiguous","Mismatch",296
"15472",19,9,"spillover1","fp",53,"Low","spillover1 fp",2,0,398,398,"Ambiguous","Mismatch",398
"15474",19,10,"spillover1","fp",53,"Low","spillover1 fp",3,0,242,242,"Unambiguous","Match",242
"15476",19,23,"spillover1","fp",53,"Low","spillover1 fp",4,0,262,262,"Unambiguous","Mismatch",262
"15478",19,4,"spillover1","fp",53,"Low","spillover1 fp",1,0,420,420,"Ambiguous","Match",420
"15480",19,14,"spillover1","fp",53,"Low","spillover1 fp",3,0,280,280,"Unambiguous","Match",280
"15482",19,22,"spillover1","fp",53,"Low","spillover1 fp",3,0,128,128,"Unambiguous","Match",128
"15484",19,16,"spillover1","fp",53,"Low","spillover1 fp",1,0,342,342,"Ambiguous","Match",342
"15486",19,15,"spillover1","fp",53,"Low","spillover1 fp",4,0,142,142,"Unambiguous","Mismatch",142
"16304",20,6,"spillover1","fp",81,"High","spillover1 fp",4,1,0,NA,"Unambiguous","Mismatch",NA
"16306",20,12,"spillover1","fp",81,"High","spillover1 fp",2,0,758,758,"Ambiguous","Mismatch",758
"16308",20,4,"spillover1","fp",81,"High","spillover1 fp",2,1,0,NA,"Ambiguous","Mismatch",NA
"16310",20,19,"spillover1","fp",81,"High","spillover1 fp",1,0,384,384,"Ambiguous","Match",384
"16312",20,7,"spillover1","fp",81,"High","spillover1 fp",1,0,308,308,"Ambiguous","Match",308
"16314",20,22,"spillover1","fp",81,"High","spillover1 fp",4,0,136,136,"Unambiguous","Mismatch",136
"16316",20,14,"spillover1","fp",81,"High","spillover1 fp",4,0,252,252,"Unambiguous","Mismatch",252
"16318",20,2,"spillover1","fp",81,"High","spillover1 fp",4,0,308,308,"Unambiguous","Mismatch",308
"16320",20,8,"spillover1","fp",81,"High","spillover1 fp",2,0,292,292,"Ambiguous","Mismatch",292
"16322",20,10,"spillover1","fp",81,"High","spillover1 fp",4,1,0,NA,"Unambiguous","Mismatch",NA
"16324",20,23,"spillover1","fp",81,"High","spillover1 fp",1,0,344,344,"Ambiguous","Match",344
"16326",20,13,"spillover1","fp",81,"High","spillover1 fp",3,0,344,344,"Unambiguous","Match",344
"16328",20,3,"spillover1","fp",81,"High","spillover1 fp",1,0,324,324,"Ambiguous","Match",324
"16330",20,5,"spillover1","fp",81,"High","spillover1 fp",3,0,474,474,"Unambiguous","Match",474
"16332",20,21,"spillover1","fp",81,"High","spillover1 fp",3,0,430,430,"Unambiguous","Match",430
"16334",20,18,"spillover1","fp",81,"High","spillover1 fp",4,0,214,214,"Unambiguous","Mismatch",214
"16336",20,9,"spillover1","fp",81,"High","spillover1 fp",3,0,242,242,"Unambiguous","Match",242
"16338",20,17,"spillover1","fp",81,"High","spillover1 fp",3,0,244,244,"Unambiguous","Match",244
"16340",20,11,"spillover1","fp",81,"High","spillover1 fp",1,0,178,178,"Ambiguous","Match",178
"16342",20,1,"spillover1","fp",81,"High","spillover1 fp",3,0,210,210,"Unambiguous","Match",210
"16344",20,24,"spillover1","fp",81,"High","spillover1 fp",2,0,388,388,"Ambiguous","Mismatch",388
"16346",20,16,"spillover1","fp",81,"High","spillover1 fp",2,0,218,218,"Ambiguous","Mismatch",218
"16348",20,15,"spillover1","fp",81,"High","spillover1 fp",1,0,286,286,"Ambiguous","Match",286
"16350",20,20,"spillover1","fp",81,"High","spillover1 fp",2,0,252,252,"Ambiguous","Mismatch",252
"17168",21,4,"spillover1","fp",86,"High","spillover1 fp",3,0,346,346,"Unambiguous","Match",346
"17170",21,23,"spillover1","fp",86,"High","spillover1 fp",2,0,468,468,"Ambiguous","Mismatch",468
"17172",21,22,"spillover1","fp",86,"High","spillover1 fp",1,1,0,NA,"Ambiguous","Match",NA
"17174",21,2,"spillover1","fp",86,"High","spillover1 fp",1,0,420,420,"Ambiguous","Match",420
"17176",21,10,"spillover1","fp",86,"High","spillover1 fp",1,0,248,248,"Ambiguous","Match",248
"17178",21,12,"spillover1","fp",86,"High","spillover1 fp",3,0,264,264,"Unambiguous","Match",264
"17180",21,18,"spillover1","fp",86,"High","spillover1 fp",1,0,270,270,"Ambiguous","Match",270
"17182",21,21,"spillover1","fp",86,"High","spillover1 fp",4,0,334,334,"Unambiguous","Mismatch",334
"17184",21,7,"spillover1","fp",86,"High","spillover1 fp",2,0,108,108,"Ambiguous","Mismatch",108
"17186",21,14,"spillover1","fp",86,"High","spillover1 fp",1,0,314,314,"Ambiguous","Match",314
"17188",21,15,"spillover1","fp",86,"High","spillover1 fp",2,0,432,432,"Ambiguous","Mismatch",432
"17190",21,17,"spillover1","fp",86,"High","spillover1 fp",4,0,310,310,"Unambiguous","Mismatch",310
"17192",21,16,"spillover1","fp",86,"High","spillover1 fp",3,0,448,448,"Unambiguous","Match",448
"17194",21,20,"spillover1","fp",86,"High","spillover1 fp",3,0,494,494,"Unambiguous","Match",494
"17196",21,6,"spillover1","fp",86,"High","spillover1 fp",1,0,404,404,"Ambiguous","Match",404
"17198",21,3,"spillover1","fp",86,"High","spillover1 fp",2,0,254,254,"Ambiguous","Mismatch",254
"17200",21,9,"spillover1","fp",86,"High","spillover1 fp",4,0,404,404,"Unambiguous","Mismatch",404
"17202",21,19,"spillover1","fp",86,"High","spillover1 fp",2,0,118,118,"Ambiguous","Mismatch",118
"17204",21,8,"spillover1","fp",86,"High","spillover1 fp",3,0,514,514,"Unambiguous","Match",514
"17206",21,5,"spillover1","fp",86,"High","spillover1 fp",4,0,360,360,"Unambiguous","Mismatch",360
"17208",21,24,"spillover1","fp",86,"High","spillover1 fp",3,0,174,174,"Unambiguous","Match",174
"17210",21,1,"spillover1","fp",86,"High","spillover1 fp",4,0,150,150,"Unambiguous","Mismatch",150
"17212",21,11,"spillover1","fp",86,"High","spillover1 fp",2,0,324,324,"Ambiguous","Mismatch",324
"17214",21,13,"spillover1","fp",86,"High","spillover1 fp",4,0,248,248,"Unambiguous","Mismatch",248
"18031",22,4,"spillover1","fp",53,"Low","spillover1 fp",4,0,354,354,"Unambiguous","Mismatch",354
"18033",22,2,"spillover1","fp",53,"Low","spillover1 fp",2,0,288,288,"Ambiguous","Mismatch",288
"18035",22,16,"spillover1","fp",53,"Low","spillover1 fp",4,0,416,416,"Unambiguous","Mismatch",416
"18037",22,7,"spillover1","fp",53,"Low","spillover1 fp",3,0,448,448,"Unambiguous","Match",448
"18039",22,12,"spillover1","fp",53,"Low","spillover1 fp",4,0,388,388,"Unambiguous","Mismatch",388
"18041",22,20,"spillover1","fp",53,"Low","spillover1 fp",4,0,330,330,"Unambiguous","Mismatch",330
"18043",22,24,"spillover1","fp",53,"Low","spillover1 fp",4,0,356,356,"Unambiguous","Mismatch",356
"18045",22,15,"spillover1","fp",53,"Low","spillover1 fp",3,0,382,382,"Unambiguous","Match",382
"18047",22,22,"spillover1","fp",53,"Low","spillover1 fp",2,0,228,228,"Ambiguous","Mismatch",228
"18049",22,11,"spillover1","fp",53,"Low","spillover1 fp",3,0,310,310,"Unambiguous","Match",310
"18051",22,19,"spillover1","fp",53,"Low","spillover1 fp",3,0,398,398,"Unambiguous","Match",398
"18053",22,21,"spillover1","fp",53,"Low","spillover1 fp",1,0,322,322,"Ambiguous","Match",322
"18055",22,8,"spillover1","fp",53,"Low","spillover1 fp",4,0,362,362,"Unambiguous","Mismatch",362
"18057",22,23,"spillover1","fp",53,"Low","spillover1 fp",3,0,270,270,"Unambiguous","Match",270
"18059",22,14,"spillover1","fp",53,"Low","spillover1 fp",2,0,416,416,"Ambiguous","Mismatch",416
"18061",22,9,"spillover1","fp",53,"Low","spillover1 fp",1,0,198,198,"Ambiguous","Match",198
"18063",22,1,"spillover1","fp",53,"Low","spillover1 fp",1,0,412,412,"Ambiguous","Match",412
"18065",22,3,"spillover1","fp",53,"Low","spillover1 fp",3,0,374,374,"Unambiguous","Match",374
"18067",22,5,"spillover1","fp",53,"Low","spillover1 fp",1,0,334,334,"Ambiguous","Match",334
"18069",22,13,"spillover1","fp",53,"Low","spillover1 fp",1,0,418,418,"Ambiguous","Match",418
"18071",22,6,"spillover1","fp",53,"Low","spillover1 fp",2,0,642,642,"Ambiguous","Mismatch",642
"18073",22,18,"spillover1","fp",53,"Low","spillover1 fp",2,0,256,256,"Ambiguous","Mismatch",256
"18075",22,10,"spillover1","fp",53,"Low","spillover1 fp",2,0,392,392,"Ambiguous","Mismatch",392
"18077",22,17,"spillover1","fp",53,"Low","spillover1 fp",1,0,276,276,"Ambiguous","Match",276
"18895",23,20,"spillover1","fp",79,"High","spillover1 fp",2,0,293,293,"Ambiguous","Mismatch",293
"18897",23,23,"spillover1","fp",79,"High","spillover1 fp",1,0,167,167,"Ambiguous","Match",167
"18899",23,16,"spillover1","fp",79,"High","spillover1 fp",2,0,450,450,"Ambiguous","Mismatch",450
"18901",23,8,"spillover1","fp",79,"High","spillover1 fp",2,0,151,151,"Ambiguous","Mismatch",151
"18903",23,5,"spillover1","fp",79,"High","spillover1 fp",3,1,0,NA,"Unambiguous","Match",NA
"18905",23,7,"spillover1","fp",79,"High","spillover1 fp",1,1,0,NA,"Ambiguous","Match",NA
"18907",23,2,"spillover1","fp",79,"High","spillover1 fp",4,0,264,264,"Unambiguous","Mismatch",264
"18909",23,21,"spillover1","fp",79,"High","spillover1 fp",3,0,478,478,"Unambiguous","Match",478
"18911",23,6,"spillover1","fp",79,"High","spillover1 fp",4,0,293,293,"Unambiguous","Mismatch",293
"18913",23,17,"spillover1","fp",79,"High","spillover1 fp",3,0,373,373,"Unambiguous","Match",373
"18915",23,12,"spillover1","fp",79,"High","spillover1 fp",2,0,685,685,"Ambiguous","Mismatch",685
"18917",23,13,"spillover1","fp",79,"High","spillover1 fp",3,0,288,288,"Unambiguous","Match",288
"18919",23,24,"spillover1","fp",79,"High","spillover1 fp",2,0,138,138,"Ambiguous","Mismatch",138
"18921",23,11,"spillover1","fp",79,"High","spillover1 fp",1,0,625,625,"Ambiguous","Match",625
"18923",23,4,"spillover1","fp",79,"High","spillover1 fp",2,0,333,333,"Ambiguous","Mismatch",333
"18925",23,22,"spillover1","fp",79,"High","spillover1 fp",4,0,360,360,"Unambiguous","Mismatch",360
"18927",23,14,"spillover1","fp",79,"High","spillover1 fp",4,0,480,480,"Unambiguous","Mismatch",480
"18929",23,3,"spillover1","fp",79,"High","spillover1 fp",1,1,0,NA,"Ambiguous","Match",NA
"18931",23,9,"spillover1","fp",79,"High","spillover1 fp",3,0,188,188,"Unambiguous","Match",188
"18933",23,15,"spillover1","fp",79,"High","spillover1 fp",1,0,248,248,"Ambiguous","Match",248
"18935",23,1,"spillover1","fp",79,"High","spillover1 fp",3,0,295,295,"Unambiguous","Match",295
"18937",23,10,"spillover1","fp",79,"High","spillover1 fp",4,0,290,290,"Unambiguous","Mismatch",290
"18939",23,18,"spillover1","fp",79,"High","spillover1 fp",4,0,267,267,"Unambiguous","Mismatch",267
"18941",23,19,"spillover1","fp",79,"High","spillover1 fp",1,0,233,233,"Ambiguous","Match",233
"19758",24,11,"spillover1","fp",86,"High","spillover1 fp",4,0,428,428,"Unambiguous","Mismatch",428
"19761",24,13,"spillover1","fp",86,"High","spillover1 fp",2,0,410,410,"Ambiguous","Mismatch",410
"19763",24,4,"spillover1","fp",86,"High","spillover1 fp",1,0,294,294,"Ambiguous","Match",294
"19765",24,12,"spillover1","fp",86,"High","spillover1 fp",1,0,502,502,"Ambiguous","Match",502
"19767",24,16,"spillover1","fp",86,"High","spillover1 fp",1,0,536,536,"Ambiguous","Match",536
"19769",24,1,"spillover1","fp",86,"High","spillover1 fp",2,0,608,608,"Ambiguous","Mismatch",608
"19771",24,2,"spillover1","fp",86,"High","spillover1 fp",3,0,684,684,"Unambiguous","Match",684
"19773",24,18,"spillover1","fp",86,"High","spillover1 fp",3,0,512,512,"Unambiguous","Match",512
"19775",24,6,"spillover1","fp",86,"High","spillover1 fp",3,0,304,304,"Unambiguous","Match",304
"19777",24,14,"spillover1","fp",86,"High","spillover1 fp",3,0,524,524,"Unambiguous","Match",524
"19779",24,23,"spillover1","fp",86,"High","spillover1 fp",4,0,434,434,"Unambiguous","Mismatch",434
"19781",24,8,"spillover1","fp",86,"High","spillover1 fp",1,0,540,540,"Ambiguous","Match",540
"19783",24,10,"spillover1","fp",86,"High","spillover1 fp",3,0,212,212,"Unambiguous","Match",212
"19785",24,7,"spillover1","fp",86,"High","spillover1 fp",4,0,448,448,"Unambiguous","Mismatch",448
"19787",24,20,"spillover1","fp",86,"High","spillover1 fp",1,0,658,658,"Ambiguous","Match",658
"19789",24,5,"spillover1","fp",86,"High","spillover1 fp",2,0,748,748,"Ambiguous","Mismatch",748
"19791",24,17,"spillover1","fp",86,"High","spillover1 fp",2,0,566,566,"Ambiguous","Mismatch",566
"19793",24,24,"spillover1","fp",86,"High","spillover1 fp",1,0,562,562,"Ambiguous","Match",562
"19795",24,9,"spillover1","fp",86,"High","spillover1 fp",2,0,494,494,"Ambiguous","Mismatch",494
"19797",24,19,"spillover1","fp",86,"High","spillover1 fp",4,0,496,496,"Unambiguous","Mismatch",496
"19799",24,3,"spillover1","fp",86,"High","spillover1 fp",4,0,288,288,"Unambiguous","Mismatch",288
"19801",24,22,"spillover1","fp",86,"High","spillover1 fp",3,0,222,222,"Unambiguous","Match",222
"19803",24,15,"spillover1","fp",86,"High","spillover1 fp",4,0,378,378,"Unambiguous","Mismatch",378
"20606",25,2,"spillover1","fp",52,"Low","spillover1 fp",4,0,162,162,"Unambiguous","Mismatch",162
"20608",25,5,"spillover1","fp",52,"Low","spillover1 fp",3,0,360,360,"Unambiguous","Match",360
"20610",25,17,"spillover1","fp",52,"Low","spillover1 fp",3,0,164,164,"Unambiguous","Match",164
"20612",25,10,"spillover1","fp",52,"Low","spillover1 fp",4,0,186,186,"Unambiguous","Mismatch",186
"20614",25,23,"spillover1","fp",52,"Low","spillover1 fp",1,0,300,300,"Ambiguous","Match",300
"20616",25,18,"spillover1","fp",52,"Low","spillover1 fp",4,0,318,318,"Unambiguous","Mismatch",318
"20618",25,14,"spillover1","fp",52,"Low","spillover1 fp",4,0,360,360,"Unambiguous","Mismatch",360
"20620",25,6,"spillover1","fp",52,"Low","spillover1 fp",4,0,180,180,"Unambiguous","Mismatch",180
"20622",25,16,"spillover1","fp",52,"Low","spillover1 fp",2,0,322,322,"Ambiguous","Mismatch",322
"20624",25,20,"spillover1","fp",52,"Low","spillover1 fp",2,0,378,378,"Ambiguous","Mismatch",378
"20626",25,24,"spillover1","fp",52,"Low","spillover1 fp",2,0,332,332,"Ambiguous","Mismatch",332
"20628",25,22,"spillover1","fp",52,"Low","spillover1 fp",4,0,186,186,"Unambiguous","Mismatch",186
"20630",25,9,"spillover1","fp",52,"Low","spillover1 fp",3,0,152,152,"Unambiguous","Match",152
"20632",25,7,"spillover1","fp",52,"Low","spillover1 fp",1,0,158,158,"Ambiguous","Match",158
"20634",25,15,"spillover1","fp",52,"Low","spillover1 fp",1,0,132,132,"Ambiguous","Match",132
"20636",25,12,"spillover1","fp",52,"Low","spillover1 fp",2,0,386,386,"Ambiguous","Mismatch",386
"20638",25,3,"spillover1","fp",52,"Low","spillover1 fp",1,0,158,158,"Ambiguous","Match",158
"20640",25,4,"spillover1","fp",52,"Low","spillover1 fp",2,0,230,230,"Ambiguous","Mismatch",230
"20642",25,19,"spillover1","fp",52,"Low","spillover1 fp",1,0,322,322,"Ambiguous","Match",322
"20644",25,21,"spillover1","fp",52,"Low","spillover1 fp",3,0,332,332,"Unambiguous","Match",332
"20646",25,11,"spillover1","fp",52,"Low","spillover1 fp",1,0,310,310,"Ambiguous","Match",310
"20648",25,1,"spillover1","fp",52,"Low","spillover1 fp",3,0,172,172,"Unambiguous","Match",172
"20650",25,13,"spillover1","fp",52,"Low","spillover1 fp",3,0,298,298,"Unambiguous","Match",298
"20652",25,8,"spillover1","fp",52,"Low","spillover1 fp",2,0,180,180,"Ambiguous","Mismatch",180
"21470",26,14,"spillover1","fp",83,"High","spillover1 fp",1,0,422,422,"Ambiguous","Match",422
"21472",26,17,"spillover1","fp",83,"High","spillover1 fp",4,0,546,546,"Unambiguous","Mismatch",546
"21474",26,20,"spillover1","fp",83,"High","spillover1 fp",3,0,488,488,"Unambiguous","Match",488
