"","subject","item","region","measure","sort","condition","skips","rawdata","nozero","proficiency","ambiguity","gender","trimmed_nozero"
"7214",32,17,"spillover2","fp","spillover2 fp",2,0,566,566,70,"Ambiguous","Mismatch",566
"7216",32,8,"spillover2","fp","spillover2 fp",1,0,784,784,70,"Ambiguous","Match",784
"7218",32,9,"spillover2","fp","spillover2 fp",2,0,1264,1264,70,"Ambiguous","Mismatch",1264
"7220",32,12,"spillover2","fp","spillover2 fp",1,0,1678,1678,70,"Ambiguous","Match",1678
"7222",32,24,"spillover2","fp","spillover2 fp",1,0,1092,1092,70,"Ambiguous","Match",1092
"7224",32,7,"spillover2","fp","spillover2 fp",4,0,1066,1066,70,"Unambiguous","Mismatch",1066
"7226",32,16,"spillover2","fp","spillover2 fp",1,0,914,914,70,"Ambiguous","Match",914
"7228",32,23,"spillover2","fp","spillover2 fp",4,0,948,948,70,"Unambiguous","Mismatch",948
"7230",32,21,"spillover2","fp","spillover2 fp",2,0,598,598,70,"Ambiguous","Mismatch",598
"7232",32,15,"spillover2","fp","spillover2 fp",4,0,820,820,70,"Unambiguous","Mismatch",820
"7234",32,22,"spillover2","fp","spillover2 fp",3,0,1010,1010,70,"Unambiguous","Match",1010
"7236",32,4,"spillover2","fp","spillover2 fp",1,0,1024,1024,70,"Ambiguous","Match",1024
"7238",32,11,"spillover2","fp","spillover2 fp",4,0,1030,1030,70,"Unambiguous","Mismatch",1030
"7240",32,1,"spillover2","fp","spillover2 fp",2,0,1420,1420,70,"Ambiguous","Mismatch",1420
"7242",32,18,"spillover2","fp","spillover2 fp",3,0,1044,1044,70,"Unambiguous","Match",1044
"7244",32,20,"spillover2","fp","spillover2 fp",1,0,746,746,70,"Ambiguous","Match",746
"7246",32,10,"spillover2","fp","spillover2 fp",3,0,842,842,70,"Unambiguous","Match",842
"7248",32,2,"spillover2","fp","spillover2 fp",3,0,760,760,70,"Unambiguous","Match",760
"7250",32,14,"spillover2","fp","spillover2 fp",3,0,246,246,70,"Unambiguous","Match",246
"7252",32,5,"spillover2","fp","spillover2 fp",2,0,982,982,70,"Ambiguous","Mismatch",982
"7253",33,5,"spillover2","fp","spillover2 fp",3,0,520,520,70,"Unambiguous","Match",520
"7255",33,24,"spillover2","fp","spillover2 fp",2,0,228,228,70,"Ambiguous","Mismatch",228
"7257",33,1,"spillover2","fp","spillover2 fp",3,0,252,252,70,"Unambiguous","Match",252
"7259",33,2,"spillover2","fp","spillover2 fp",4,0,740,740,70,"Unambiguous","Mismatch",740
"7261",33,12,"spillover2","fp","spillover2 fp",2,0,226,226,70,"Ambiguous","Mismatch",226
"7263",33,15,"spillover2","fp","spillover2 fp",1,0,438,438,70,"Ambiguous","Match",438
"7265",33,8,"spillover2","fp","spillover2 fp",2,0,774,774,70,"Ambiguous","Mismatch",774
"7267",33,22,"spillover2","fp","spillover2 fp",4,0,1026,1026,70,"Unambiguous","Mismatch",1026
"7269",33,6,"spillover2","fp","spillover2 fp",4,0,1150,1150,70,"Unambiguous","Mismatch",1150
"7271",33,23,"spillover2","fp","spillover2 fp",1,0,2048,2048,70,"Ambiguous","Match",2048
"7273",33,9,"spillover2","fp","spillover2 fp",3,0,724,724,70,"Unambiguous","Match",724
"7275",33,21,"spillover2","fp","spillover2 fp",3,0,850,850,70,"Unambiguous","Match",850
"7277",33,4,"spillover2","fp","spillover2 fp",2,0,726,726,70,"Ambiguous","Mismatch",726
"7279",33,16,"spillover2","fp","spillover2 fp",2,0,612,612,70,"Ambiguous","Mismatch",612
"7281",33,18,"spillover2","fp","spillover2 fp",4,0,1482,1482,70,"Unambiguous","Mismatch",1482
"7283",33,19,"spillover2","fp","spillover2 fp",1,0,902,902,70,"Ambiguous","Match",902
"7285",33,17,"spillover2","fp","spillover2 fp",3,0,518,518,70,"Unambiguous","Match",518
"7287",33,14,"spillover2","fp","spillover2 fp",4,0,1478,1478,70,"Unambiguous","Mismatch",1478
"7289",33,10,"spillover2","fp","spillover2 fp",4,0,556,556,70,"Unambiguous","Mismatch",556
"7291",33,11,"spillover2","fp","spillover2 fp",1,0,560,560,70,"Ambiguous","Match",560
"7293",33,13,"spillover2","fp","spillover2 fp",3,0,738,738,70,"Unambiguous","Match",738
"7295",33,20,"spillover2","fp","spillover2 fp",2,0,870,870,70,"Ambiguous","Mismatch",870
"7297",33,7,"spillover2","fp","spillover2 fp",1,0,1302,1302,70,"Ambiguous","Match",1302
"7299",33,3,"spillover2","fp","spillover2 fp",1,0,1030,1030,70,"Ambiguous","Match",1030
"7302",34,11,"spillover2","fp","spillover2 fp",2,0,809,809,70,"Ambiguous","Mismatch",809
"7304",34,8,"spillover2","fp","spillover2 fp",3,0,142,142,70,"Unambiguous","Match",142
"7306",34,15,"spillover2","fp","spillover2 fp",2,0,198,198,70,"Ambiguous","Mismatch",198
"7308",34,20,"spillover2","fp","spillover2 fp",3,0,359,359,70,"Unambiguous","Match",359
"7310",34,12,"spillover2","fp","spillover2 fp",3,0,730,730,70,"Unambiguous","Match",730
"7312",34,24,"spillover2","fp","spillover2 fp",3,0,138,138,70,"Unambiguous","Match",138
"7314",34,2,"spillover2","fp","spillover2 fp",1,0,237,237,70,"Ambiguous","Match",237
"7316",34,10,"spillover2","fp","spillover2 fp",1,0,240,240,70,"Ambiguous","Match",240
"7318",34,4,"spillover2","fp","spillover2 fp",3,0,123,123,70,"Unambiguous","Match",123
"7320",34,6,"spillover2","fp","spillover2 fp",1,0,138,138,70,"Ambiguous","Match",138
"7322",34,22,"spillover2","fp","spillover2 fp",1,0,314,314,70,"Ambiguous","Match",314
"7324",34,17,"spillover2","fp","spillover2 fp",4,0,320,320,70,"Unambiguous","Mismatch",320
"7326",34,16,"spillover2","fp","spillover2 fp",3,0,195,195,70,"Unambiguous","Match",195
"7328",34,14,"spillover2","fp","spillover2 fp",1,0,465,465,70,"Ambiguous","Match",465
"7330",34,1,"spillover2","fp","spillover2 fp",4,0,228,228,70,"Unambiguous","Mismatch",228
"7332",34,21,"spillover2","fp","spillover2 fp",4,0,336,336,70,"Unambiguous","Mismatch",336
"7334",34,19,"spillover2","fp","spillover2 fp",2,0,267,267,70,"Ambiguous","Mismatch",267
"7336",34,23,"spillover2","fp","spillover2 fp",2,0,174,174,70,"Ambiguous","Mismatch",174
"7338",34,3,"spillover2","fp","spillover2 fp",2,0,1067,1067,70,"Ambiguous","Mismatch",1067
"7340",34,18,"spillover2","fp","spillover2 fp",1,0,371,371,70,"Ambiguous","Match",371
"7342",34,9,"spillover2","fp","spillover2 fp",4,0,419,419,70,"Unambiguous","Mismatch",419
"7344",34,13,"spillover2","fp","spillover2 fp",4,0,230,230,70,"Unambiguous","Mismatch",230
"7346",34,7,"spillover2","fp","spillover2 fp",2,0,698,698,70,"Ambiguous","Mismatch",698
"7348",34,5,"spillover2","fp","spillover2 fp",4,0,320,320,70,"Unambiguous","Mismatch",320
"7350",35,16,"spillover2","fp","spillover2 fp",3,0,1682,1682,70,"Unambiguous","Match",1682
"7352",35,9,"spillover2","fp","spillover2 fp",4,0,242,242,70,"Unambiguous","Mismatch",242
"7354",35,11,"spillover2","fp","spillover2 fp",2,0,490,490,70,"Ambiguous","Mismatch",490
"7356",35,17,"spillover2","fp","spillover2 fp",4,0,800,800,70,"Unambiguous","Mismatch",800
"7358",35,3,"spillover2","fp","spillover2 fp",2,0,970,970,70,"Ambiguous","Mismatch",970
"7360",35,13,"spillover2","fp","spillover2 fp",4,0,608,608,70,"Unambiguous","Mismatch",608
"7362",35,10,"spillover2","fp","spillover2 fp",1,0,356,356,70,"Ambiguous","Match",356
"7364",35,4,"spillover2","fp","spillover2 fp",3,0,748,748,70,"Unambiguous","Match",748
"7366",35,20,"spillover2","fp","spillover2 fp",3,0,338,338,70,"Unambiguous","Match",338
"7368",35,18,"spillover2","fp","spillover2 fp",1,0,658,658,70,"Ambiguous","Match",658
"7370",35,2,"spillover2","fp","spillover2 fp",1,0,1252,1252,70,"Ambiguous","Match",1252
"7372",35,24,"spillover2","fp","spillover2 fp",3,0,916,916,70,"Unambiguous","Match",916
"7374",35,21,"spillover2","fp","spillover2 fp",4,0,932,932,70,"Unambiguous","Mismatch",932
"7376",35,1,"spillover2","fp","spillover2 fp",4,0,598,598,70,"Unambiguous","Mismatch",598
"7378",35,7,"spillover2","fp","spillover2 fp",2,0,328,328,70,"Ambiguous","Mismatch",328
"7380",35,5,"spillover2","fp","spillover2 fp",4,0,250,250,70,"Unambiguous","Mismatch",250
"7382",35,19,"spillover2","fp","spillover2 fp",2,0,120,120,70,"Ambiguous","Mismatch",120
"7384",35,15,"spillover2","fp","spillover2 fp",2,0,174,174,70,"Ambiguous","Mismatch",174
"7386",35,22,"spillover2","fp","spillover2 fp",1,0,1866,1866,70,"Ambiguous","Match",1866
"7388",35,14,"spillover2","fp","spillover2 fp",1,0,1256,1256,70,"Ambiguous","Match",1256
"7390",35,23,"spillover2","fp","spillover2 fp",2,0,1248,1248,70,"Ambiguous","Mismatch",1248
"7392",35,12,"spillover2","fp","spillover2 fp",3,0,224,224,70,"Unambiguous","Match",224
"7394",35,6,"spillover2","fp","spillover2 fp",1,0,382,382,70,"Ambiguous","Match",382
"7396",35,8,"spillover2","fp","spillover2 fp",3,0,996,996,70,"Unambiguous","Match",996
"7397",36,6,"spillover2","fp","spillover2 fp",2,0,320,320,70,"Ambiguous","Mismatch",320
"7399",36,18,"spillover2","fp","spillover2 fp",2,1,0,NA,70,"Ambiguous","Mismatch",NA
"7401",36,10,"spillover2","fp","spillover2 fp",2,0,298,298,70,"Ambiguous","Mismatch",298
"7403",36,17,"spillover2","fp","spillover2 fp",1,0,482,482,70,"Ambiguous","Match",482
"7405",36,12,"spillover2","fp","spillover2 fp",4,0,499,499,70,"Unambiguous","Mismatch",499
"7407",36,23,"spillover2","fp","spillover2 fp",3,0,516,516,70,"Unambiguous","Match",516
"7409",36,2,"spillover2","fp","spillover2 fp",2,0,637,637,70,"Ambiguous","Mismatch",637
"7411",36,11,"spillover2","fp","spillover2 fp",3,0,276,276,70,"Unambiguous","Match",276
"7413",36,5,"spillover2","fp","spillover2 fp",1,0,301,301,70,"Ambiguous","Match",301
"7415",36,22,"spillover2","fp","spillover2 fp",2,0,681,681,70,"Ambiguous","Mismatch",681
"7417",36,24,"spillover2","fp","spillover2 fp",4,0,385,385,70,"Unambiguous","Mismatch",385
"7419",36,1,"spillover2","fp","spillover2 fp",1,0,309,309,70,"Ambiguous","Match",309
"7421",36,19,"spillover2","fp","spillover2 fp",3,0,299,299,70,"Unambiguous","Match",299
"7423",36,16,"spillover2","fp","spillover2 fp",4,0,718,718,70,"Unambiguous","Mismatch",718
"7425",36,9,"spillover2","fp","spillover2 fp",1,0,329,329,70,"Ambiguous","Match",329
"7427",36,21,"spillover2","fp","spillover2 fp",1,0,395,395,70,"Ambiguous","Match",395
"7429",36,8,"spillover2","fp","spillover2 fp",4,0,334,334,70,"Unambiguous","Mismatch",334
"7431",36,7,"spillover2","fp","spillover2 fp",3,0,476,476,70,"Unambiguous","Match",476
"7433",36,3,"spillover2","fp","spillover2 fp",3,0,481,481,70,"Unambiguous","Match",481
"7435",36,20,"spillover2","fp","spillover2 fp",4,0,418,418,70,"Unambiguous","Mismatch",418
"7437",36,13,"spillover2","fp","spillover2 fp",1,0,83,83,70,"Ambiguous","Match",83
"7439",36,14,"spillover2","fp","spillover2 fp",2,0,387,387,70,"Ambiguous","Mismatch",387
"7441",36,4,"spillover2","fp","spillover2 fp",4,0,1151,1151,70,"Unambiguous","Mismatch",1151
"7443",36,15,"spillover2","fp","spillover2 fp",3,0,244,244,70,"Unambiguous","Match",244
"7446",37,21,"spillover2","fp","spillover2 fp",2,0,936,936,70,"Ambiguous","Mismatch",936
"7448",37,3,"spillover2","fp","spillover2 fp",4,0,733,733,70,"Unambiguous","Mismatch",733
"7450",37,23,"spillover2","fp","spillover2 fp",4,0,445,445,70,"Unambiguous","Mismatch",445
"7452",37,1,"spillover2","fp","spillover2 fp",2,0,742,742,70,"Ambiguous","Mismatch",742
"7454",37,8,"spillover2","fp","spillover2 fp",1,0,416,416,70,"Ambiguous","Match",416
"7456",37,20,"spillover2","fp","spillover2 fp",1,0,509,509,70,"Ambiguous","Match",509
"7458",37,16,"spillover2","fp","spillover2 fp",1,0,409,409,70,"Ambiguous","Match",409
"7460",37,14,"spillover2","fp","spillover2 fp",3,0,681,681,70,"Unambiguous","Match",681
"7462",37,22,"spillover2","fp","spillover2 fp",3,0,569,569,70,"Unambiguous","Match",569
"7464",37,11,"spillover2","fp","spillover2 fp",4,0,509,509,70,"Unambiguous","Mismatch",509
"7466",37,2,"spillover2","fp","spillover2 fp",3,0,709,709,70,"Unambiguous","Match",709
"7468",37,24,"spillover2","fp","spillover2 fp",1,0,187,187,70,"Ambiguous","Match",187
"7470",37,9,"spillover2","fp","spillover2 fp",2,0,986,986,70,"Ambiguous","Mismatch",986
"7472",37,17,"spillover2","fp","spillover2 fp",2,0,595,595,70,"Ambiguous","Mismatch",595
"7474",37,18,"spillover2","fp","spillover2 fp",3,0,372,372,70,"Unambiguous","Match",372
"7476",37,5,"spillover2","fp","spillover2 fp",2,0,1090,1090,70,"Ambiguous","Mismatch",1090
"7478",37,6,"spillover2","fp","spillover2 fp",3,0,115,115,70,"Unambiguous","Match",115
"7480",37,13,"spillover2","fp","spillover2 fp",2,0,166,166,70,"Ambiguous","Mismatch",166
"7482",37,12,"spillover2","fp","spillover2 fp",1,0,828,828,70,"Ambiguous","Match",828
"7484",37,10,"spillover2","fp","spillover2 fp",3,0,549,549,70,"Unambiguous","Match",549
"7486",37,7,"spillover2","fp","spillover2 fp",4,0,338,338,70,"Unambiguous","Mismatch",338
"7488",37,19,"spillover2","fp","spillover2 fp",4,0,405,405,70,"Unambiguous","Mismatch",405
"7490",37,4,"spillover2","fp","spillover2 fp",1,0,649,649,70,"Ambiguous","Match",649
"7492",37,15,"spillover2","fp","spillover2 fp",4,0,321,321,70,"Unambiguous","Mismatch",321
"7494",38,14,"spillover2","fp","spillover2 fp",4,0,1044,1044,70,"Unambiguous","Mismatch",1044
"7496",38,12,"spillover2","fp","spillover2 fp",2,0,1498,1498,70,"Ambiguous","Mismatch",1498
"7498",38,10,"spillover2","fp","spillover2 fp",4,0,608,608,70,"Unambiguous","Mismatch",608
"7500",38,20,"spillover2","fp","spillover2 fp",2,0,300,300,70,"Ambiguous","Mismatch",300
"7502",38,4,"spillover2","fp","spillover2 fp",2,0,856,856,70,"Ambiguous","Mismatch",856
"7504",38,5,"spillover2","fp","spillover2 fp",3,0,560,560,70,"Unambiguous","Match",560
"7506",38,16,"spillover2","fp","spillover2 fp",2,0,1179,1179,70,"Ambiguous","Mismatch",1179
"7508",38,18,"spillover2","fp","spillover2 fp",4,0,705,705,70,"Unambiguous","Mismatch",705
"7510",38,17,"spillover2","fp","spillover2 fp",3,0,1174,1174,70,"Unambiguous","Match",1174
"7512",38,15,"spillover2","fp","spillover2 fp",1,0,464,464,70,"Ambiguous","Match",464
"7514",38,3,"spillover2","fp","spillover2 fp",1,0,763,763,70,"Ambiguous","Match",763
"7516",38,1,"spillover2","fp","spillover2 fp",3,0,522,522,70,"Unambiguous","Match",522
"7518",38,23,"spillover2","fp","spillover2 fp",1,0,276,276,70,"Ambiguous","Match",276
"7520",38,2,"spillover2","fp","spillover2 fp",4,0,393,393,70,"Unambiguous","Mismatch",393
"7522",38,24,"spillover2","fp","spillover2 fp",2,0,413,413,70,"Ambiguous","Mismatch",413
"7524",38,7,"spillover2","fp","spillover2 fp",1,0,610,610,70,"Ambiguous","Match",610
"7526",38,13,"spillover2","fp","spillover2 fp",3,0,483,483,70,"Unambiguous","Match",483
"7528",38,6,"spillover2","fp","spillover2 fp",4,0,279,279,70,"Unambiguous","Mismatch",279
"7530",38,19,"spillover2","fp","spillover2 fp",1,0,879,879,70,"Ambiguous","Match",879
"7532",38,11,"spillover2","fp","spillover2 fp",1,0,773,773,70,"Ambiguous","Match",773
"7534",38,9,"spillover2","fp","spillover2 fp",3,0,599,599,70,"Unambiguous","Match",599
"7536",38,21,"spillover2","fp","spillover2 fp",3,0,504,504,70,"Unambiguous","Match",504
"7538",38,22,"spillover2","fp","spillover2 fp",4,0,295,295,70,"Unambiguous","Mismatch",295
"7540",38,8,"spillover2","fp","spillover2 fp",2,0,405,405,70,"Ambiguous","Mismatch",405
"7541",39,15,"spillover2","fp","spillover2 fp",2,0,421,421,70,"Ambiguous","Mismatch",421
"7543",39,7,"spillover2","fp","spillover2 fp",2,0,876,876,70,"Ambiguous","Mismatch",876
"7545",39,1,"spillover2","fp","spillover2 fp",4,0,498,498,70,"Unambiguous","Mismatch",498
"7547",39,3,"spillover2","fp","spillover2 fp",2,0,1232,1232,70,"Ambiguous","Mismatch",1232
"7549",39,6,"spillover2","fp","spillover2 fp",1,0,519,519,70,"Ambiguous","Match",519
"7551",39,2,"spillover2","fp","spillover2 fp",1,0,712,712,70,"Ambiguous","Match",712
"7553",39,20,"spillover2","fp","spillover2 fp",3,0,875,875,70,"Unambiguous","Match",875
"7555",39,23,"spillover2","fp","spillover2 fp",2,0,951,951,70,"Ambiguous","Mismatch",951
"7557",39,16,"spillover2","fp","spillover2 fp",3,0,859,859,70,"Unambiguous","Match",859
"7559",39,13,"spillover2","fp","spillover2 fp",4,0,1559,1559,70,"Unambiguous","Mismatch",1559
"7561",39,24,"spillover2","fp","spillover2 fp",3,0,867,867,70,"Unambiguous","Match",867
"7563",39,14,"spillover2","fp","spillover2 fp",1,0,1096,1096,70,"Ambiguous","Match",1096
"7565",39,22,"spillover2","fp","spillover2 fp",1,0,984,984,70,"Ambiguous","Match",984
"7567",39,4,"spillover2","fp","spillover2 fp",3,0,828,828,70,"Unambiguous","Match",828
"7569",39,17,"spillover2","fp","spillover2 fp",4,0,709,709,70,"Unambiguous","Mismatch",709
"7571",39,5,"spillover2","fp","spillover2 fp",4,0,581,581,70,"Unambiguous","Mismatch",581
"7573",39,11,"spillover2","fp","spillover2 fp",2,0,371,371,70,"Ambiguous","Mismatch",371
"7575",39,18,"spillover2","fp","spillover2 fp",1,0,682,682,70,"Ambiguous","Match",682
"7577",39,19,"spillover2","fp","spillover2 fp",2,0,557,557,70,"Ambiguous","Mismatch",557
"7579",39,21,"spillover2","fp","spillover2 fp",4,0,714,714,70,"Unambiguous","Mismatch",714
"7581",39,10,"spillover2","fp","spillover2 fp",1,0,624,624,70,"Ambiguous","Match",624
"7583",39,9,"spillover2","fp","spillover2 fp",4,0,453,453,70,"Unambiguous","Mismatch",453
"7585",39,8,"spillover2","fp","spillover2 fp",3,0,352,352,70,"Unambiguous","Match",352
"7587",39,12,"spillover2","fp","spillover2 fp",3,0,1424,1424,70,"Unambiguous","Match",1424
"7590",40,13,"spillover2","fp","spillover2 fp",1,0,418,418,70,"Ambiguous","Match",418
"7592",40,18,"spillover2","fp","spillover2 fp",2,0,488,488,70,"Ambiguous","Mismatch",488
"7594",40,9,"spillover2","fp","spillover2 fp",1,0,611,611,70,"Ambiguous","Match",611
"7596",40,1,"spillover2","fp","spillover2 fp",1,0,408,408,70,"Ambiguous","Match",408
"7598",40,7,"spillover2","fp","spillover2 fp",3,0,510,510,70,"Unambiguous","Match",510
"7600",40,5,"spillover2","fp","spillover2 fp",1,0,379,379,70,"Ambiguous","Match",379
"7602",40,4,"spillover2","fp","spillover2 fp",4,0,451,451,70,"Unambiguous","Mismatch",451
"7604",40,24,"spillover2","fp","spillover2 fp",4,0,235,235,70,"Unambiguous","Mismatch",235
"7606",40,15,"spillover2","fp","spillover2 fp",3,0,250,250,70,"Unambiguous","Match",250
"7608",40,19,"spillover2","fp","spillover2 fp",3,1,0,NA,70,"Unambiguous","Match",NA
"7610",40,20,"spillover2","fp","spillover2 fp",4,0,171,171,70,"Unambiguous","Mismatch",171
"7612",40,16,"spillover2","fp","spillover2 fp",4,0,381,381,70,"Unambiguous","Mismatch",381
"7614",40,8,"spillover2","fp","spillover2 fp",4,0,375,375,70,"Unambiguous","Mismatch",375
"7616",40,23,"spillover2","fp","spillover2 fp",3,0,685,685,70,"Unambiguous","Match",685
"7618",40,10,"spillover2","fp","spillover2 fp",2,0,474,474,70,"Ambiguous","Mismatch",474
"7620",40,21,"spillover2","fp","spillover2 fp",1,0,621,621,70,"Ambiguous","Match",621
"7622",40,3,"spillover2","fp","spillover2 fp",3,0,622,622,70,"Unambiguous","Match",622
"7624",40,17,"spillover2","fp","spillover2 fp",1,0,601,601,70,"Ambiguous","Match",601
"7626",40,2,"spillover2","fp","spillover2 fp",2,0,650,650,70,"Ambiguous","Mismatch",650
"7628",40,22,"spillover2","fp","spillover2 fp",2,0,566,566,70,"Ambiguous","Mismatch",566
"7630",40,12,"spillover2","fp","spillover2 fp",4,0,953,953,70,"Unambiguous","Mismatch",953
"7632",40,6,"spillover2","fp","spillover2 fp",2,0,471,471,70,"Ambiguous","Mismatch",471
"7634",40,11,"spillover2","fp","spillover2 fp",3,0,202,202,70,"Unambiguous","Match",202
"7636",40,14,"spillover2","fp","spillover2 fp",2,0,469,469,70,"Ambiguous","Mismatch",469
