"","subject","item","region","measure","sort","condition","skips","rawdata","nozero","proficiency","ambiguity","gender","trimmed_nozero"
"12047",13,15,"disamb","rp","disamb rp",2,0,760,760,73,"Ambiguous","Mismatch",760
"12049",13,4,"disamb","rp","disamb rp",3,0,312,312,73,"Unambiguous","Match",312
"12051",13,1,"disamb","rp","disamb rp",4,0,408,408,73,"Unambiguous","Mismatch",408
"12053",13,12,"disamb","rp","disamb rp",3,0,346,346,73,"Unambiguous","Match",346
"12055",13,10,"disamb","rp","disamb rp",1,0,310,310,73,"Ambiguous","Match",310
"12057",13,9,"disamb","rp","disamb rp",4,0,496,496,73,"Unambiguous","Mismatch",496
"12059",13,17,"disamb","rp","disamb rp",4,0,306,306,73,"Unambiguous","Mismatch",306
"12061",13,22,"disamb","rp","disamb rp",1,0,396,396,73,"Ambiguous","Match",396
"12063",13,21,"disamb","rp","disamb rp",4,0,534,534,73,"Unambiguous","Mismatch",534
"12065",13,6,"disamb","rp","disamb rp",1,0,3098,3098,73,"Ambiguous","Match",3098
"12067",13,5,"disamb","rp","disamb rp",4,0,294,294,73,"Unambiguous","Mismatch",294
"12069",13,19,"disamb","rp","disamb rp",2,0,338,338,73,"Ambiguous","Mismatch",338
"12071",13,16,"disamb","rp","disamb rp",3,0,440,440,73,"Unambiguous","Match",440
"12073",13,18,"disamb","rp","disamb rp",1,0,372,372,73,"Ambiguous","Match",372
"12074",14,12,"disamb","rp","disamb rp",4,0,1272,1272,73,"Unambiguous","Mismatch",1272
"12076",14,23,"disamb","rp","disamb rp",3,0,760,760,73,"Unambiguous","Match",760
"12078",14,22,"disamb","rp","disamb rp",2,0,4120,4120,73,"Ambiguous","Mismatch",4120
"12080",14,20,"disamb","rp","disamb rp",4,0,4532,4532,73,"Unambiguous","Mismatch",4532
"12082",14,10,"disamb","rp","disamb rp",2,0,824,824,73,"Ambiguous","Mismatch",824
"12084",14,15,"disamb","rp","disamb rp",3,0,434,434,73,"Unambiguous","Match",434
"12086",14,6,"disamb","rp","disamb rp",2,0,1524,1524,73,"Ambiguous","Mismatch",1524
"12088",14,4,"disamb","rp","disamb rp",4,0,392,392,73,"Unambiguous","Mismatch",392
"12090",14,18,"disamb","rp","disamb rp",2,0,1294,1294,73,"Ambiguous","Mismatch",1294
"12092",14,7,"disamb","rp","disamb rp",3,0,1180,1180,73,"Unambiguous","Match",1180
"12094",14,24,"disamb","rp","disamb rp",4,0,216,216,73,"Unambiguous","Mismatch",216
"12096",14,16,"disamb","rp","disamb rp",4,0,246,246,73,"Unambiguous","Mismatch",246
"12098",14,3,"disamb","rp","disamb rp",3,0,244,244,73,"Unambiguous","Match",244
"12100",14,2,"disamb","rp","disamb rp",2,0,1426,1426,73,"Ambiguous","Mismatch",1426
"12102",14,21,"disamb","rp","disamb rp",1,0,220,220,73,"Ambiguous","Match",220
"12104",14,13,"disamb","rp","disamb rp",1,0,1064,1064,73,"Ambiguous","Match",1064
"12106",14,9,"disamb","rp","disamb rp",1,0,252,252,73,"Ambiguous","Match",252
"12108",14,17,"disamb","rp","disamb rp",1,1,0,NA,73,"Ambiguous","Match",NA
"12110",14,19,"disamb","rp","disamb rp",3,0,298,298,73,"Unambiguous","Match",298
"12112",14,11,"disamb","rp","disamb rp",3,0,254,254,73,"Unambiguous","Match",254
"12114",14,1,"disamb","rp","disamb rp",1,0,252,252,73,"Ambiguous","Match",252
"12116",14,5,"disamb","rp","disamb rp",1,0,194,194,73,"Ambiguous","Match",194
"12118",14,14,"disamb","rp","disamb rp",2,0,238,238,73,"Ambiguous","Mismatch",238
"12120",14,8,"disamb","rp","disamb rp",4,0,240,240,73,"Unambiguous","Mismatch",240
"12122",15,7,"disamb","rp","disamb rp",4,0,234,234,73,"Unambiguous","Mismatch",234
"12124",15,16,"disamb","rp","disamb rp",1,0,268,268,73,"Ambiguous","Match",268
"12126",15,14,"disamb","rp","disamb rp",3,0,892,892,73,"Unambiguous","Match",892
"12128",15,3,"disamb","rp","disamb rp",4,0,312,312,73,"Unambiguous","Mismatch",312
"12130",15,19,"disamb","rp","disamb rp",4,0,1226,1226,73,"Unambiguous","Mismatch",1226
"12133",15,11,"disamb","rp","disamb rp",4,0,296,296,73,"Unambiguous","Mismatch",296
"12135",15,20,"disamb","rp","disamb rp",1,0,282,282,73,"Ambiguous","Match",282
"12137",15,8,"disamb","rp","disamb rp",1,0,348,348,73,"Ambiguous","Match",348
"12139",15,17,"disamb","rp","disamb rp",2,0,1270,1270,73,"Ambiguous","Mismatch",1270
"12141",15,13,"disamb","rp","disamb rp",2,0,294,294,73,"Ambiguous","Mismatch",294
"12143",15,22,"disamb","rp","disamb rp",3,0,376,376,73,"Unambiguous","Match",376
"12145",15,18,"disamb","rp","disamb rp",3,0,328,328,73,"Unambiguous","Match",328
"12147",15,6,"disamb","rp","disamb rp",3,0,328,328,73,"Unambiguous","Match",328
"12149",15,4,"disamb","rp","disamb rp",1,0,676,676,73,"Ambiguous","Match",676
"12152",15,12,"disamb","rp","disamb rp",1,0,232,232,73,"Ambiguous","Match",232
"12155",15,1,"disamb","rp","disamb rp",2,0,254,254,73,"Ambiguous","Mismatch",254
"12157",15,23,"disamb","rp","disamb rp",4,0,288,288,73,"Unambiguous","Mismatch",288
"12159",15,2,"disamb","rp","disamb rp",3,0,292,292,73,"Unambiguous","Match",292
"12161",15,24,"disamb","rp","disamb rp",1,0,788,788,73,"Ambiguous","Match",788
"12164",15,9,"disamb","rp","disamb rp",2,0,382,382,73,"Ambiguous","Mismatch",382
"12166",16,12,"disamb","rp","disamb rp",2,0,212,212,73,"Ambiguous","Mismatch",212
"12168",16,11,"disamb","rp","disamb rp",1,0,100,100,73,"Ambiguous","Match",100
"12170",16,9,"disamb","rp","disamb rp",3,0,198,198,73,"Unambiguous","Match",198
"12172",16,14,"disamb","rp","disamb rp",4,0,192,192,73,"Unambiguous","Mismatch",192
"12174",16,20,"disamb","rp","disamb rp",2,0,218,218,73,"Ambiguous","Mismatch",218
"12176",16,7,"disamb","rp","disamb rp",1,0,180,180,73,"Ambiguous","Match",180
"12178",16,6,"disamb","rp","disamb rp",4,0,194,194,73,"Unambiguous","Mismatch",194
"12180",16,18,"disamb","rp","disamb rp",4,0,160,160,73,"Unambiguous","Mismatch",160
"12182",16,24,"disamb","rp","disamb rp",2,0,262,262,73,"Ambiguous","Mismatch",262
"12184",16,13,"disamb","rp","disamb rp",3,0,240,240,73,"Unambiguous","Match",240
"12186",16,3,"disamb","rp","disamb rp",1,0,200,200,73,"Ambiguous","Match",200
"12188",16,4,"disamb","rp","disamb rp",2,0,216,216,73,"Ambiguous","Mismatch",216
"12190",16,19,"disamb","rp","disamb rp",1,0,220,220,73,"Ambiguous","Match",220
"12192",16,21,"disamb","rp","disamb rp",3,0,712,712,73,"Unambiguous","Match",NA
"12194",16,5,"disamb","rp","disamb rp",3,0,186,186,73,"Unambiguous","Match",186
"12196",16,15,"disamb","rp","disamb rp",1,0,200,200,73,"Ambiguous","Match",200
"12198",16,22,"disamb","rp","disamb rp",4,0,256,256,73,"Unambiguous","Mismatch",256
"12200",16,17,"disamb","rp","disamb rp",3,0,118,118,73,"Unambiguous","Match",118
"12202",16,16,"disamb","rp","disamb rp",2,0,294,294,73,"Ambiguous","Mismatch",294
"12204",16,8,"disamb","rp","disamb rp",2,0,238,238,73,"Ambiguous","Mismatch",238
"12206",16,23,"disamb","rp","disamb rp",1,0,212,212,73,"Ambiguous","Match",212
"12208",16,2,"disamb","rp","disamb rp",4,0,216,216,73,"Unambiguous","Mismatch",216
"12210",16,1,"disamb","rp","disamb rp",3,0,260,260,73,"Unambiguous","Match",260
"12212",16,10,"disamb","rp","disamb rp",4,0,554,554,73,"Unambiguous","Mismatch",554
"12214",17,8,"disamb","rp","disamb rp",3,0,202,202,73,"Unambiguous","Match",202
"12216",17,16,"disamb","rp","disamb rp",3,0,456,456,73,"Unambiguous","Match",456
"12218",17,15,"disamb","rp","disamb rp",2,0,602,602,73,"Ambiguous","Mismatch",602
"12220",17,11,"disamb","rp","disamb rp",2,0,576,576,73,"Ambiguous","Mismatch",576
"12222",17,1,"disamb","rp","disamb rp",4,0,436,436,73,"Unambiguous","Mismatch",436
"12224",17,9,"disamb","rp","disamb rp",4,0,736,736,73,"Unambiguous","Mismatch",736
"12226",17,2,"disamb","rp","disamb rp",1,0,386,386,73,"Ambiguous","Match",386
"12228",17,20,"disamb","rp","disamb rp",3,0,332,332,73,"Unambiguous","Match",332
"12230",17,24,"disamb","rp","disamb rp",3,0,282,282,73,"Unambiguous","Match",282
"12232",17,18,"disamb","rp","disamb rp",1,0,2106,2106,73,"Ambiguous","Match",2106
"12234",17,6,"disamb","rp","disamb rp",1,0,1048,1048,73,"Ambiguous","Match",1048
"12236",17,14,"disamb","rp","disamb rp",1,0,3854,3854,73,"Ambiguous","Match",NA
"12238",17,5,"disamb","rp","disamb rp",4,0,652,652,73,"Unambiguous","Mismatch",652
"12240",17,13,"disamb","rp","disamb rp",4,0,514,514,73,"Unambiguous","Mismatch",514
"12242",17,17,"disamb","rp","disamb rp",4,0,350,350,73,"Unambiguous","Mismatch",350
"12244",17,3,"disamb","rp","disamb rp",2,1,0,NA,73,"Ambiguous","Mismatch",NA
"12246",17,4,"disamb","rp","disamb rp",3,0,566,566,73,"Unambiguous","Match",566
"12248",17,12,"disamb","rp","disamb rp",3,0,292,292,73,"Unambiguous","Match",292
"12250",17,19,"disamb","rp","disamb rp",2,0,244,244,73,"Ambiguous","Mismatch",244
"12252",17,22,"disamb","rp","disamb rp",1,0,772,772,73,"Ambiguous","Match",772
"12254",17,23,"disamb","rp","disamb rp",2,0,414,414,73,"Ambiguous","Mismatch",414
"12256",17,10,"disamb","rp","disamb rp",1,0,894,894,73,"Ambiguous","Match",894
"12258",17,21,"disamb","rp","disamb rp",4,0,246,246,73,"Unambiguous","Mismatch",246
"12260",17,7,"disamb","rp","disamb rp",2,0,314,314,73,"Ambiguous","Mismatch",314
"12262",18,17,"disamb","rp","disamb rp",1,0,206,206,73,"Ambiguous","Match",206
"12264",18,5,"disamb","rp","disamb rp",1,1,0,NA,73,"Ambiguous","Match",NA
"12266",18,12,"disamb","rp","disamb rp",4,1,0,NA,73,"Unambiguous","Mismatch",NA
"12268",18,24,"disamb","rp","disamb rp",4,1,0,NA,73,"Unambiguous","Mismatch",NA
"12270",18,23,"disamb","rp","disamb rp",3,0,562,562,73,"Unambiguous","Match",562
"12272",18,16,"disamb","rp","disamb rp",4,0,270,270,73,"Unambiguous","Mismatch",270
"12274",18,8,"disamb","rp","disamb rp",4,0,242,242,73,"Unambiguous","Mismatch",242
"12276",18,1,"disamb","rp","disamb rp",1,0,422,422,73,"Ambiguous","Match",422
"12278",18,15,"disamb","rp","disamb rp",3,1,0,NA,73,"Unambiguous","Match",NA
"12280",18,14,"disamb","rp","disamb rp",2,1,0,NA,73,"Ambiguous","Mismatch",NA
"12282",18,3,"disamb","rp","disamb rp",3,0,714,714,73,"Unambiguous","Match",714
"12284",18,18,"disamb","rp","disamb rp",2,0,244,244,73,"Ambiguous","Mismatch",244
"12286",18,21,"disamb","rp","disamb rp",1,0,592,592,73,"Ambiguous","Match",592
"12288",18,2,"disamb","rp","disamb rp",2,0,246,246,73,"Ambiguous","Mismatch",246
"12290",18,13,"disamb","rp","disamb rp",1,0,854,854,73,"Ambiguous","Match",854
"12292",18,20,"disamb","rp","disamb rp",4,0,430,430,73,"Unambiguous","Mismatch",430
"12294",18,4,"disamb","rp","disamb rp",4,1,0,NA,73,"Unambiguous","Mismatch",NA
"12296",18,7,"disamb","rp","disamb rp",3,0,498,498,73,"Unambiguous","Match",498
"12298",18,6,"disamb","rp","disamb rp",2,0,270,270,73,"Ambiguous","Mismatch",270
"12300",18,10,"disamb","rp","disamb rp",2,0,264,264,73,"Ambiguous","Mismatch",264
"12302",18,22,"disamb","rp","disamb rp",2,0,256,256,73,"Ambiguous","Mismatch",256
"12304",18,9,"disamb","rp","disamb rp",1,0,208,208,73,"Ambiguous","Match",208
"12306",18,19,"disamb","rp","disamb rp",3,0,238,238,73,"Unambiguous","Match",238
"12308",18,11,"disamb","rp","disamb rp",3,0,570,570,73,"Unambiguous","Match",570
"12311",19,8,"disamb","rp","disamb rp",1,0,638,638,73,"Ambiguous","Match",638
"12313",19,7,"disamb","rp","disamb rp",4,0,208,208,73,"Unambiguous","Mismatch",208
"12315",19,11,"disamb","rp","disamb rp",4,0,168,168,73,"Unambiguous","Mismatch",168
"12317",19,20,"disamb","rp","disamb rp",1,0,516,516,73,"Ambiguous","Match",516
"12319",19,21,"disamb","rp","disamb rp",2,0,686,686,73,"Ambiguous","Mismatch",686
"12321",19,19,"disamb","rp","disamb rp",4,0,180,180,73,"Unambiguous","Mismatch",180
"12323",19,5,"disamb","rp","disamb rp",2,0,1050,1050,73,"Ambiguous","Mismatch",1050
"12325",19,12,"disamb","rp","disamb rp",1,1,0,NA,73,"Ambiguous","Match",NA
"12327",19,2,"disamb","rp","disamb rp",3,0,164,164,73,"Unambiguous","Match",164
"12329",19,13,"disamb","rp","disamb rp",2,0,302,302,73,"Ambiguous","Mismatch",302
"12331",19,17,"disamb","rp","disamb rp",2,0,322,322,73,"Ambiguous","Mismatch",322
"12333",19,6,"disamb","rp","disamb rp",3,0,326,326,73,"Unambiguous","Match",326
"12335",19,18,"disamb","rp","disamb rp",3,0,308,308,73,"Unambiguous","Match",308
"12337",19,3,"disamb","rp","disamb rp",4,1,0,NA,73,"Unambiguous","Mismatch",NA
"12339",19,24,"disamb","rp","disamb rp",1,1,0,NA,73,"Ambiguous","Match",NA
"12341",19,1,"disamb","rp","disamb rp",2,0,274,274,73,"Ambiguous","Mismatch",274
"12343",19,9,"disamb","rp","disamb rp",2,0,522,522,73,"Ambiguous","Mismatch",522
"12345",19,10,"disamb","rp","disamb rp",3,0,212,212,73,"Unambiguous","Match",212
"12347",19,23,"disamb","rp","disamb rp",4,0,266,266,73,"Unambiguous","Mismatch",266
"12349",19,4,"disamb","rp","disamb rp",1,0,124,124,73,"Ambiguous","Match",124
"12351",19,14,"disamb","rp","disamb rp",3,0,276,276,73,"Unambiguous","Match",276
"12353",19,22,"disamb","rp","disamb rp",3,0,234,234,73,"Unambiguous","Match",234
"12355",19,16,"disamb","rp","disamb rp",1,0,194,194,73,"Ambiguous","Match",194
"12357",19,15,"disamb","rp","disamb rp",4,0,184,184,73,"Unambiguous","Mismatch",184
"12359",20,6,"disamb","rp","disamb rp",4,0,268,268,73,"Unambiguous","Mismatch",268
"12361",20,12,"disamb","rp","disamb rp",2,1,0,NA,73,"Ambiguous","Mismatch",NA
"12363",20,4,"disamb","rp","disamb rp",2,0,378,378,73,"Ambiguous","Mismatch",378
"12365",20,19,"disamb","rp","disamb rp",1,0,932,932,73,"Ambiguous","Match",932
"12367",20,7,"disamb","rp","disamb rp",1,0,590,590,73,"Ambiguous","Match",590
"12369",20,22,"disamb","rp","disamb rp",4,1,0,NA,73,"Unambiguous","Mismatch",NA
"12371",20,14,"disamb","rp","disamb rp",4,0,188,188,73,"Unambiguous","Mismatch",188
"12373",20,2,"disamb","rp","disamb rp",4,0,194,194,73,"Unambiguous","Mismatch",194
"12375",20,8,"disamb","rp","disamb rp",2,0,206,206,73,"Ambiguous","Mismatch",206
"12377",20,10,"disamb","rp","disamb rp",4,0,180,180,73,"Unambiguous","Mismatch",180
"12379",20,23,"disamb","rp","disamb rp",1,0,232,232,73,"Ambiguous","Match",232
"12381",20,13,"disamb","rp","disamb rp",3,0,204,204,73,"Unambiguous","Match",204
"12383",20,3,"disamb","rp","disamb rp",1,0,718,718,73,"Ambiguous","Match",718
"12385",20,5,"disamb","rp","disamb rp",3,1,0,NA,73,"Unambiguous","Match",NA
"12387",20,21,"disamb","rp","disamb rp",3,0,378,378,73,"Unambiguous","Match",378
"12389",20,18,"disamb","rp","disamb rp",4,0,182,182,73,"Unambiguous","Mismatch",182
"12391",20,9,"disamb","rp","disamb rp",3,0,208,208,73,"Unambiguous","Match",208
"12393",20,17,"disamb","rp","disamb rp",3,0,346,346,73,"Unambiguous","Match",346
"12395",20,11,"disamb","rp","disamb rp",1,0,334,334,73,"Ambiguous","Match",334
"12397",20,1,"disamb","rp","disamb rp",3,0,528,528,73,"Unambiguous","Match",528
"12399",20,24,"disamb","rp","disamb rp",2,0,212,212,73,"Ambiguous","Mismatch",212
"12401",20,16,"disamb","rp","disamb rp",2,0,1588,1588,73,"Ambiguous","Mismatch",NA
"12403",20,15,"disamb","rp","disamb rp",1,0,444,444,73,"Ambiguous","Match",444
"12405",20,20,"disamb","rp","disamb rp",2,0,216,216,73,"Ambiguous","Mismatch",216
"12407",21,4,"disamb","rp","disamb rp",3,0,1866,1866,73,"Unambiguous","Match",1866
"12409",21,23,"disamb","rp","disamb rp",2,0,596,596,73,"Ambiguous","Mismatch",596
"12411",21,22,"disamb","rp","disamb rp",1,0,196,196,73,"Ambiguous","Match",196
"12413",21,2,"disamb","rp","disamb rp",1,0,1620,1620,73,"Ambiguous","Match",1620
"12415",21,10,"disamb","rp","disamb rp",1,0,292,292,73,"Ambiguous","Match",292
"12417",21,12,"disamb","rp","disamb rp",3,0,272,272,73,"Unambiguous","Match",272
"12419",21,18,"disamb","rp","disamb rp",1,0,486,486,73,"Ambiguous","Match",486
"12421",21,21,"disamb","rp","disamb rp",4,0,566,566,73,"Unambiguous","Mismatch",566
"12423",21,7,"disamb","rp","disamb rp",2,0,286,286,73,"Ambiguous","Mismatch",286
"12425",21,14,"disamb","rp","disamb rp",1,0,618,618,73,"Ambiguous","Match",618
"12427",21,15,"disamb","rp","disamb rp",2,0,330,330,73,"Ambiguous","Mismatch",330
"12429",21,17,"disamb","rp","disamb rp",4,0,362,362,73,"Unambiguous","Mismatch",362
"12431",21,16,"disamb","rp","disamb rp",3,0,288,288,73,"Unambiguous","Match",288
"12433",21,20,"disamb","rp","disamb rp",3,0,538,538,73,"Unambiguous","Match",538
"12435",21,6,"disamb","rp","disamb rp",1,0,926,926,73,"Ambiguous","Match",926
"12437",21,3,"disamb","rp","disamb rp",2,0,332,332,73,"Ambiguous","Mismatch",332
"12439",21,9,"disamb","rp","disamb rp",4,0,314,314,73,"Unambiguous","Mismatch",314
"12441",21,19,"disamb","rp","disamb rp",2,0,1734,1734,73,"Ambiguous","Mismatch",1734
"12443",21,8,"disamb","rp","disamb rp",3,0,836,836,73,"Unambiguous","Match",836
"12445",21,5,"disamb","rp","disamb rp",4,0,522,522,73,"Unambiguous","Mismatch",522
"12447",21,24,"disamb","rp","disamb rp",3,1,0,NA,73,"Unambiguous","Match",NA
"12449",21,1,"disamb","rp","disamb rp",4,0,290,290,73,"Unambiguous","Mismatch",290
"12451",21,11,"disamb","rp","disamb rp",2,0,3130,3130,73,"Ambiguous","Mismatch",3130
"12453",21,13,"disamb","rp","disamb rp",4,0,874,874,73,"Unambiguous","Mismatch",874
"12454",22,4,"disamb","rp","disamb rp",4,0,458,458,73,"Unambiguous","Mismatch",458
"12456",22,2,"disamb","rp","disamb rp",2,0,480,480,73,"Ambiguous","Mismatch",480
"12458",22,16,"disamb","rp","disamb rp",4,0,324,324,73,"Unambiguous","Mismatch",324
"12460",22,7,"disamb","rp","disamb rp",3,0,290,290,73,"Unambiguous","Match",290
"12462",22,12,"disamb","rp","disamb rp",4,0,294,294,73,"Unambiguous","Mismatch",294
"12464",22,20,"disamb","rp","disamb rp",4,0,330,330,73,"Unambiguous","Mismatch",330
"12466",22,24,"disamb","rp","disamb rp",4,0,372,372,73,"Unambiguous","Mismatch",372
"12468",22,15,"disamb","rp","disamb rp",3,0,294,294,73,"Unambiguous","Match",294
"12470",22,22,"disamb","rp","disamb rp",2,0,292,292,73,"Ambiguous","Mismatch",292
"12472",22,11,"disamb","rp","disamb rp",3,0,320,320,73,"Unambiguous","Match",320
"12474",22,19,"disamb","rp","disamb rp",3,0,646,646,73,"Unambiguous","Match",646
"12476",22,21,"disamb","rp","disamb rp",1,0,312,312,73,"Ambiguous","Match",312
"12478",22,8,"disamb","rp","disamb rp",4,0,466,466,73,"Unambiguous","Mismatch",466
"12480",22,23,"disamb","rp","disamb rp",3,0,602,602,73,"Unambiguous","Match",602
"12482",22,14,"disamb","rp","disamb rp",2,0,342,342,73,"Ambiguous","Mismatch",342
"12484",22,9,"disamb","rp","disamb rp",1,0,302,302,73,"Ambiguous","Match",302
"12486",22,1,"disamb","rp","disamb rp",1,0,776,776,73,"Ambiguous","Match",776
"12488",22,3,"disamb","rp","disamb rp",3,0,638,638,73,"Unambiguous","Match",638
"12490",22,5,"disamb","rp","disamb rp",1,0,242,242,73,"Ambiguous","Match",242
"12492",22,13,"disamb","rp","disamb rp",1,0,530,530,73,"Ambiguous","Match",530
"12494",22,6,"disamb","rp","disamb rp",2,0,428,428,73,"Ambiguous","Mismatch",428
"12496",22,18,"disamb","rp","disamb rp",2,0,256,256,73,"Ambiguous","Mismatch",256
"12498",22,10,"disamb","rp","disamb rp",2,0,268,268,73,"Ambiguous","Mismatch",268
"12500",22,17,"disamb","rp","disamb rp",1,0,294,294,73,"Ambiguous","Match",294
"12502",23,20,"disamb","rp","disamb rp",2,0,902,902,73,"Ambiguous","Mismatch",902
"12504",23,23,"disamb","rp","disamb rp",1,0,762,762,73,"Ambiguous","Match",762
"12506",23,16,"disamb","rp","disamb rp",2,0,3153,3153,73,"Ambiguous","Mismatch",3153
"12508",23,8,"disamb","rp","disamb rp",2,0,4424,4424,73,"Ambiguous","Mismatch",NA
"12510",23,5,"disamb","rp","disamb rp",3,0,509,509,73,"Unambiguous","Match",509
"12512",23,7,"disamb","rp","disamb rp",1,0,223,223,73,"Ambiguous","Match",223
"12514",23,2,"disamb","rp","disamb rp",4,0,151,151,73,"Unambiguous","Mismatch",151
"12516",23,21,"disamb","rp","disamb rp",3,0,209,209,73,"Unambiguous","Match",209
"12518",23,6,"disamb","rp","disamb rp",4,0,273,273,73,"Unambiguous","Mismatch",273
"12520",23,17,"disamb","rp","disamb rp",3,0,381,381,73,"Unambiguous","Match",381
"12522",23,12,"disamb","rp","disamb rp",2,0,158,158,73,"Ambiguous","Mismatch",158
"12524",23,13,"disamb","rp","disamb rp",3,0,252,252,73,"Unambiguous","Match",252
"12526",23,24,"disamb","rp","disamb rp",2,1,0,NA,73,"Ambiguous","Mismatch",NA
"12528",23,11,"disamb","rp","disamb rp",1,0,292,292,73,"Ambiguous","Match",292
"12530",23,4,"disamb","rp","disamb rp",2,0,495,495,73,"Ambiguous","Mismatch",495
"12532",23,22,"disamb","rp","disamb rp",4,0,263,263,73,"Unambiguous","Mismatch",263
"12534",23,14,"disamb","rp","disamb rp",4,0,303,303,73,"Unambiguous","Mismatch",303
"12536",23,3,"disamb","rp","disamb rp",1,1,0,NA,73,"Ambiguous","Match",NA
"12538",23,9,"disamb","rp","disamb rp",3,0,224,224,73,"Unambiguous","Match",224
"12540",23,15,"disamb","rp","disamb rp",1,0,1092,1092,73,"Ambiguous","Match",1092
"12542",23,1,"disamb","rp","disamb rp",3,0,881,881,73,"Unambiguous","Match",881
"12544",23,10,"disamb","rp","disamb rp",4,0,226,226,73,"Unambiguous","Mismatch",226
"12546",23,18,"disamb","rp","disamb rp",4,0,184,184,73,"Unambiguous","Mismatch",184
"12548",23,19,"disamb","rp","disamb rp",1,0,315,315,73,"Ambiguous","Match",315
"12550",24,11,"disamb","rp","disamb rp",4,0,420,420,73,"Unambiguous","Mismatch",420
"12553",24,13,"disamb","rp","disamb rp",2,0,280,280,73,"Ambiguous","Mismatch",280
"12555",24,4,"disamb","rp","disamb rp",1,0,712,712,73,"Ambiguous","Match",712
"12557",24,12,"disamb","rp","disamb rp",1,0,352,352,73,"Ambiguous","Match",352
"12559",24,16,"disamb","rp","disamb rp",1,0,574,574,73,"Ambiguous","Match",574
"12561",24,1,"disamb","rp","disamb rp",2,0,288,288,73,"Ambiguous","Mismatch",288
"12563",24,2,"disamb","rp","disamb rp",3,0,338,338,73,"Unambiguous","Match",338
"12565",24,18,"disamb","rp","disamb rp",3,0,310,310,73,"Unambiguous","Match",310
"12567",24,6,"disamb","rp","disamb rp",3,0,648,648,73,"Unambiguous","Match",648
"12569",24,14,"disamb","rp","disamb rp",3,0,334,334,73,"Unambiguous","Match",334
"12571",24,23,"disamb","rp","disamb rp",4,0,420,420,73,"Unambiguous","Mismatch",420
"12573",24,8,"disamb","rp","disamb rp",1,0,1658,1658,73,"Ambiguous","Match",NA
"12575",24,10,"disamb","rp","disamb rp",3,0,268,268,73,"Unambiguous","Match",268
"12577",24,7,"disamb","rp","disamb rp",4,0,304,304,73,"Unambiguous","Mismatch",304
"12579",24,20,"disamb","rp","disamb rp",1,0,624,624,73,"Ambiguous","Match",624
"12581",24,5,"disamb","rp","disamb rp",2,0,528,528,73,"Ambiguous","Mismatch",528
"12583",24,17,"disamb","rp","disamb rp",2,0,348,348,73,"Ambiguous","Mismatch",348
"12585",24,24,"disamb","rp","disamb rp",1,0,288,288,73,"Ambiguous","Match",288
"12587",24,9,"disamb","rp","disamb rp",2,0,352,352,73,"Ambiguous","Mismatch",352
"12589",24,19,"disamb","rp","disamb rp",4,0,296,296,73,"Unambiguous","Mismatch",296
"12591",24,3,"disamb","rp","disamb rp",4,0,350,350,73,"Unambiguous","Mismatch",350
"12593",24,22,"disamb","rp","disamb rp",3,0,798,798,73,"Unambiguous","Match",798
"12595",24,15,"disamb","rp","disamb rp",4,0,742,742,73,"Unambiguous","Mismatch",742
"12598",25,2,"disamb","rp","disamb rp",4,0,132,132,73,"Unambiguous","Mismatch",132
"12600",25,5,"disamb","rp","disamb rp",3,0,162,162,73,"Unambiguous","Match",162
"12602",25,17,"disamb","rp","disamb rp",3,0,214,214,73,"Unambiguous","Match",214
"12604",25,10,"disamb","rp","disamb rp",4,0,186,186,73,"Unambiguous","Mismatch",186
"12606",25,23,"disamb","rp","disamb rp",1,0,278,278,73,"Ambiguous","Match",278
"12608",25,18,"disamb","rp","disamb rp",4,0,172,172,73,"Unambiguous","Mismatch",172
"12610",25,14,"disamb","rp","disamb rp",4,0,186,186,73,"Unambiguous","Mismatch",186
"12612",25,6,"disamb","rp","disamb rp",4,0,162,162,73,"Unambiguous","Mismatch",162
"12614",25,16,"disamb","rp","disamb rp",2,0,184,184,73,"Ambiguous","Mismatch",184
"12616",25,20,"disamb","rp","disamb rp",2,0,214,214,73,"Ambiguous","Mismatch",214
"12618",25,24,"disamb","rp","disamb rp",2,0,188,188,73,"Ambiguous","Mismatch",188
"12620",25,22,"disamb","rp","disamb rp",4,0,144,144,73,"Unambiguous","Mismatch",144
"12622",25,9,"disamb","rp","disamb rp",3,0,412,412,73,"Unambiguous","Match",412
"12624",25,7,"disamb","rp","disamb rp",1,0,148,148,73,"Ambiguous","Match",148
"12626",25,15,"disamb","rp","disamb rp",1,0,188,188,73,"Ambiguous","Match",188
"12628",25,12,"disamb","rp","disamb rp",2,0,222,222,73,"Ambiguous","Mismatch",222
"12630",25,3,"disamb","rp","disamb rp",1,0,156,156,73,"Ambiguous","Match",156
"12632",25,4,"disamb","rp","disamb rp",2,0,454,454,73,"Ambiguous","Mismatch",454
"12634",25,19,"disamb","rp","disamb rp",1,0,184,184,73,"Ambiguous","Match",184
"12636",25,21,"disamb","rp","disamb rp",3,0,422,422,73,"Unambiguous","Match",422
"12638",25,11,"disamb","rp","disamb rp",1,0,190,190,73,"Ambiguous","Match",190
"12640",25,1,"disamb","rp","disamb rp",3,0,330,330,73,"Unambiguous","Match",330
"12642",25,13,"disamb","rp","disamb rp",3,0,388,388,73,"Unambiguous","Match",388
"12644",25,8,"disamb","rp","disamb rp",2,0,198,198,73,"Ambiguous","Mismatch",198
