"","subject","item","region","measure","proficiency1","proficiency2","sort","condition","skips","rawdata","nozero","ambiguity","gender","trimmed_nozero"
"1596",2,12,"spillover2","tt",71,"High","spillover2 tt",1,0,1307,1307,"Ambiguous","Match",1307
"1598",2,10,"spillover2","tt",71,"High","spillover2 tt",3,0,293,293,"Unambiguous","Match",293
"1600",2,3,"spillover2","tt",71,"High","spillover2 tt",4,0,925,925,"Unambiguous","Mismatch",925
"1602",2,9,"spillover2","tt",71,"High","spillover2 tt",2,0,334,334,"Ambiguous","Mismatch",334
"1604",2,21,"spillover2","tt",71,"High","spillover2 tt",2,0,545,545,"Ambiguous","Mismatch",545
"1606",2,15,"spillover2","tt",71,"High","spillover2 tt",4,0,476,476,"Unambiguous","Mismatch",476
"1608",2,18,"spillover2","tt",71,"High","spillover2 tt",3,0,951,951,"Unambiguous","Match",951
"1610",2,6,"spillover2","tt",71,"High","spillover2 tt",3,0,459,459,"Unambiguous","Match",459
"1612",2,5,"spillover2","tt",71,"High","spillover2 tt",2,0,352,352,"Ambiguous","Mismatch",352
"1614",2,14,"spillover2","tt",71,"High","spillover2 tt",3,0,386,386,"Unambiguous","Match",386
"1616",2,1,"spillover2","tt",71,"High","spillover2 tt",2,0,348,348,"Ambiguous","Mismatch",348
"1618",2,20,"spillover2","tt",71,"High","spillover2 tt",1,0,369,369,"Ambiguous","Match",369
"1620",2,11,"spillover2","tt",71,"High","spillover2 tt",4,0,433,433,"Unambiguous","Mismatch",433
"1622",2,7,"spillover2","tt",71,"High","spillover2 tt",4,0,666,666,"Unambiguous","Mismatch",666
"1624",2,23,"spillover2","tt",71,"High","spillover2 tt",4,0,662,662,"Unambiguous","Mismatch",662
"1626",2,8,"spillover2","tt",71,"High","spillover2 tt",1,0,350,350,"Ambiguous","Match",350
"1628",2,17,"spillover2","tt",71,"High","spillover2 tt",2,0,451,451,"Ambiguous","Mismatch",451
"1630",2,24,"spillover2","tt",71,"High","spillover2 tt",1,0,262,262,"Ambiguous","Match",262
"1632",2,22,"spillover2","tt",71,"High","spillover2 tt",3,0,304,304,"Unambiguous","Match",304
"2450",3,18,"spillover2","tt",74,"High","spillover2 tt",4,0,1881,1881,"Unambiguous","Mismatch",1881
"2452",3,7,"spillover2","tt",74,"High","spillover2 tt",1,0,1525,1525,"Ambiguous","Match",1525
"2454",3,16,"spillover2","tt",74,"High","spillover2 tt",2,0,1482,1482,"Ambiguous","Mismatch",1482
"2456",3,5,"spillover2","tt",74,"High","spillover2 tt",3,0,1160,1160,"Unambiguous","Match",1160
"2458",3,24,"spillover2","tt",74,"High","spillover2 tt",2,0,958,958,"Ambiguous","Mismatch",958
"2460",3,4,"spillover2","tt",74,"High","spillover2 tt",2,0,2863,2863,"Ambiguous","Mismatch",2863
"2462",3,14,"spillover2","tt",74,"High","spillover2 tt",4,0,2848,2848,"Unambiguous","Mismatch",2848
"2464",3,1,"spillover2","tt",74,"High","spillover2 tt",3,0,999,999,"Unambiguous","Match",999
"2466",3,9,"spillover2","tt",74,"High","spillover2 tt",3,0,1242,1242,"Unambiguous","Match",1242
"2468",3,22,"spillover2","tt",74,"High","spillover2 tt",4,0,2794,2794,"Unambiguous","Mismatch",2794
"2470",3,10,"spillover2","tt",74,"High","spillover2 tt",4,0,799,799,"Unambiguous","Mismatch",799
"2472",3,6,"spillover2","tt",74,"High","spillover2 tt",4,0,701,701,"Unambiguous","Mismatch",701
"2474",3,23,"spillover2","tt",74,"High","spillover2 tt",1,0,1192,1192,"Ambiguous","Match",1192
"2476",3,17,"spillover2","tt",74,"High","spillover2 tt",3,0,678,678,"Unambiguous","Match",678
"2478",3,19,"spillover2","tt",74,"High","spillover2 tt",1,0,459,459,"Ambiguous","Match",459
"2480",3,13,"spillover2","tt",74,"High","spillover2 tt",3,0,403,403,"Unambiguous","Match",403
"2482",3,20,"spillover2","tt",74,"High","spillover2 tt",2,0,859,859,"Ambiguous","Mismatch",859
"2484",3,11,"spillover2","tt",74,"High","spillover2 tt",1,0,588,588,"Ambiguous","Match",588
"2486",3,2,"spillover2","tt",74,"High","spillover2 tt",4,0,1542,1542,"Unambiguous","Mismatch",1542
"2488",3,12,"spillover2","tt",74,"High","spillover2 tt",2,0,910,910,"Ambiguous","Mismatch",910
"2490",3,21,"spillover2","tt",74,"High","spillover2 tt",3,0,508,508,"Unambiguous","Match",508
"2492",3,15,"spillover2","tt",74,"High","spillover2 tt",1,0,188,188,"Ambiguous","Match",188
"2494",3,8,"spillover2","tt",74,"High","spillover2 tt",2,0,379,379,"Ambiguous","Mismatch",379
"2496",3,3,"spillover2","tt",74,"High","spillover2 tt",1,0,1159,1159,"Ambiguous","Match",1159
"3254",4,7,"spillover2","tt",72,"High","spillover2 tt",2,0,4145,4145,"Ambiguous","Mismatch",4145
"3256",4,8,"spillover2","tt",72,"High","spillover2 tt",3,0,582,582,"Unambiguous","Match",582
"3258",4,11,"spillover2","tt",72,"High","spillover2 tt",2,0,2290,2290,"Ambiguous","Mismatch",2290
"3260",4,22,"spillover2","tt",72,"High","spillover2 tt",1,0,1065,1065,"Ambiguous","Match",1065
"3262",4,1,"spillover2","tt",72,"High","spillover2 tt",4,0,1067,1067,"Unambiguous","Mismatch",1067
"3264",4,20,"spillover2","tt",72,"High","spillover2 tt",3,0,1678,1678,"Unambiguous","Match",1678
"3266",4,23,"spillover2","tt",72,"High","spillover2 tt",2,0,1302,1302,"Ambiguous","Mismatch",1302
"3268",4,3,"spillover2","tt",72,"High","spillover2 tt",2,0,1337,1337,"Ambiguous","Mismatch",1337
"3271",4,19,"spillover2","tt",72,"High","spillover2 tt",2,0,319,319,"Ambiguous","Mismatch",319
"3273",4,13,"spillover2","tt",72,"High","spillover2 tt",4,0,1783,1783,"Unambiguous","Mismatch",1783
"3275",4,9,"spillover2","tt",72,"High","spillover2 tt",4,0,2525,2525,"Unambiguous","Mismatch",2525
"3277",4,2,"spillover2","tt",72,"High","spillover2 tt",1,0,2147,2147,"Ambiguous","Match",2147
"3280",4,4,"spillover2","tt",72,"High","spillover2 tt",3,0,1529,1529,"Unambiguous","Match",1529
"3282",4,12,"spillover2","tt",72,"High","spillover2 tt",3,0,1068,1068,"Unambiguous","Match",1068
"3284",4,16,"spillover2","tt",72,"High","spillover2 tt",3,0,586,586,"Unambiguous","Match",586
"3287",4,18,"spillover2","tt",72,"High","spillover2 tt",1,0,442,442,"Ambiguous","Match",442
"3289",4,24,"spillover2","tt",72,"High","spillover2 tt",3,0,602,602,"Unambiguous","Match",602
"3291",4,6,"spillover2","tt",72,"High","spillover2 tt",1,0,354,354,"Ambiguous","Match",354
"3293",4,17,"spillover2","tt",72,"High","spillover2 tt",4,0,2755,2755,"Unambiguous","Mismatch",2755
"3296",4,14,"spillover2","tt",72,"High","spillover2 tt",1,0,1390,1390,"Ambiguous","Match",1390
"4105",5,13,"spillover2","tt",66,"High","spillover2 tt",1,0,436,436,"Ambiguous","Match",436
"4107",5,4,"spillover2","tt",66,"High","spillover2 tt",4,0,1364,1364,"Unambiguous","Mismatch",1364
"4109",5,9,"spillover2","tt",66,"High","spillover2 tt",1,0,963,963,"Ambiguous","Match",963
"4111",5,8,"spillover2","tt",66,"High","spillover2 tt",4,0,1825,1825,"Unambiguous","Mismatch",1825
"4113",5,7,"spillover2","tt",66,"High","spillover2 tt",3,0,1667,1667,"Unambiguous","Match",1667
"4115",5,16,"spillover2","tt",66,"High","spillover2 tt",4,0,876,876,"Unambiguous","Mismatch",876
"4117",5,19,"spillover2","tt",66,"High","spillover2 tt",3,0,750,750,"Unambiguous","Match",750
"4119",5,17,"spillover2","tt",66,"High","spillover2 tt",1,0,1070,1070,"Ambiguous","Match",1070
"4121",5,3,"spillover2","tt",66,"High","spillover2 tt",3,0,1195,1195,"Unambiguous","Match",1195
"4123",5,14,"spillover2","tt",66,"High","spillover2 tt",2,0,802,802,"Ambiguous","Mismatch",802
"4125",5,1,"spillover2","tt",66,"High","spillover2 tt",1,0,664,664,"Ambiguous","Match",664
"4127",5,15,"spillover2","tt",66,"High","spillover2 tt",3,0,728,728,"Unambiguous","Match",728
"4129",5,22,"spillover2","tt",66,"High","spillover2 tt",2,0,858,858,"Ambiguous","Mismatch",858
"4131",5,18,"spillover2","tt",66,"High","spillover2 tt",2,0,583,583,"Ambiguous","Mismatch",583
"4133",5,5,"spillover2","tt",66,"High","spillover2 tt",1,0,715,715,"Ambiguous","Match",715
"4135",5,2,"spillover2","tt",66,"High","spillover2 tt",2,0,1240,1240,"Ambiguous","Mismatch",1240
"4137",5,23,"spillover2","tt",66,"High","spillover2 tt",3,0,823,823,"Unambiguous","Match",823
"4139",5,21,"spillover2","tt",66,"High","spillover2 tt",1,0,539,539,"Ambiguous","Match",539
"4141",5,20,"spillover2","tt",66,"High","spillover2 tt",4,0,827,827,"Unambiguous","Mismatch",827
"4143",5,10,"spillover2","tt",66,"High","spillover2 tt",2,0,999,999,"Ambiguous","Mismatch",999
"4145",5,12,"spillover2","tt",66,"High","spillover2 tt",4,0,1283,1283,"Unambiguous","Mismatch",1283
"4147",5,11,"spillover2","tt",66,"High","spillover2 tt",3,0,778,778,"Unambiguous","Match",778
"4149",5,24,"spillover2","tt",66,"High","spillover2 tt",4,0,565,565,"Unambiguous","Mismatch",565
"4151",5,6,"spillover2","tt",66,"High","spillover2 tt",2,0,558,558,"Ambiguous","Mismatch",558
"4954",6,12,"spillover2","tt",89,"High","spillover2 tt",1,0,1038,1038,"Ambiguous","Match",1038
"4956",6,16,"spillover2","tt",89,"High","spillover2 tt",1,0,462,462,"Ambiguous","Match",462
"4958",6,13,"spillover2","tt",89,"High","spillover2 tt",2,0,1266,1266,"Ambiguous","Mismatch",1266
"4960",6,7,"spillover2","tt",89,"High","spillover2 tt",4,0,1212,1212,"Unambiguous","Mismatch",1212
"4962",6,18,"spillover2","tt",89,"High","spillover2 tt",3,0,420,420,"Unambiguous","Match",420
"4964",6,21,"spillover2","tt",89,"High","spillover2 tt",2,0,1028,1028,"Ambiguous","Mismatch",1028
"4966",6,14,"spillover2","tt",89,"High","spillover2 tt",3,0,1020,1020,"Unambiguous","Match",1020
"4968",6,4,"spillover2","tt",89,"High","spillover2 tt",1,0,858,858,"Ambiguous","Match",858
"4970",6,5,"spillover2","tt",89,"High","spillover2 tt",2,0,566,566,"Ambiguous","Mismatch",566
"4972",6,10,"spillover2","tt",89,"High","spillover2 tt",3,0,528,528,"Unambiguous","Match",528
"4974",6,3,"spillover2","tt",89,"High","spillover2 tt",4,0,410,410,"Unambiguous","Mismatch",410
"4976",6,11,"spillover2","tt",89,"High","spillover2 tt",4,0,228,228,"Unambiguous","Mismatch",228
"4978",6,24,"spillover2","tt",89,"High","spillover2 tt",1,0,386,386,"Ambiguous","Match",386
"4980",6,17,"spillover2","tt",89,"High","spillover2 tt",2,0,1078,1078,"Ambiguous","Mismatch",1078
"4982",6,2,"spillover2","tt",89,"High","spillover2 tt",3,0,484,484,"Unambiguous","Match",484
"4984",6,9,"spillover2","tt",89,"High","spillover2 tt",2,0,218,218,"Ambiguous","Mismatch",218
"4986",6,15,"spillover2","tt",89,"High","spillover2 tt",4,0,716,716,"Unambiguous","Mismatch",716
"4988",6,19,"spillover2","tt",89,"High","spillover2 tt",4,0,496,496,"Unambiguous","Mismatch",496
"4991",6,1,"spillover2","tt",89,"High","spillover2 tt",2,0,674,674,"Ambiguous","Mismatch",674
"4993",6,8,"spillover2","tt",89,"High","spillover2 tt",1,0,312,312,"Ambiguous","Match",312
"4995",6,20,"spillover2","tt",89,"High","spillover2 tt",1,0,266,266,"Ambiguous","Match",266
"4997",6,23,"spillover2","tt",89,"High","spillover2 tt",4,0,242,242,"Unambiguous","Mismatch",242
"4999",6,6,"spillover2","tt",89,"High","spillover2 tt",3,0,730,730,"Unambiguous","Match",730
"5816",7,20,"spillover2","tt",77,"High","spillover2 tt",2,0,865,865,"Ambiguous","Mismatch",865
"5818",7,4,"spillover2","tt",77,"High","spillover2 tt",2,0,1188,1188,"Ambiguous","Mismatch",1188
"5820",7,14,"spillover2","tt",77,"High","spillover2 tt",4,0,1300,1300,"Unambiguous","Mismatch",1300
"5822",7,24,"spillover2","tt",77,"High","spillover2 tt",2,0,563,563,"Ambiguous","Mismatch",563
"5824",7,8,"spillover2","tt",77,"High","spillover2 tt",2,0,194,194,"Ambiguous","Mismatch",194
"5826",7,21,"spillover2","tt",77,"High","spillover2 tt",3,0,415,415,"Unambiguous","Match",415
"5828",7,18,"spillover2","tt",77,"High","spillover2 tt",4,0,274,274,"Unambiguous","Mismatch",274
"5830",7,5,"spillover2","tt",77,"High","spillover2 tt",3,0,242,242,"Unambiguous","Match",242
"5832",7,1,"spillover2","tt",77,"High","spillover2 tt",3,0,192,192,"Unambiguous","Match",192
"5834",7,19,"spillover2","tt",77,"High","spillover2 tt",1,0,173,173,"Ambiguous","Match",173
"5836",7,16,"spillover2","tt",77,"High","spillover2 tt",2,0,569,569,"Ambiguous","Mismatch",569
"5838",7,15,"spillover2","tt",77,"High","spillover2 tt",1,0,216,216,"Ambiguous","Match",216
"5840",7,23,"spillover2","tt",77,"High","spillover2 tt",1,0,432,432,"Ambiguous","Match",432
"5842",7,10,"spillover2","tt",77,"High","spillover2 tt",4,0,740,740,"Unambiguous","Mismatch",740
"5844",7,9,"spillover2","tt",77,"High","spillover2 tt",3,0,285,285,"Unambiguous","Match",285
"5846",7,6,"spillover2","tt",77,"High","spillover2 tt",4,0,202,202,"Unambiguous","Mismatch",202
"5848",7,2,"spillover2","tt",77,"High","spillover2 tt",4,0,1005,1005,"Unambiguous","Mismatch",1005
"5850",7,7,"spillover2","tt",77,"High","spillover2 tt",1,0,254,254,"Ambiguous","Match",254
"5852",7,13,"spillover2","tt",77,"High","spillover2 tt",3,0,127,127,"Unambiguous","Match",127
"5854",7,12,"spillover2","tt",77,"High","spillover2 tt",2,0,783,783,"Ambiguous","Mismatch",783
"5856",7,11,"spillover2","tt",77,"High","spillover2 tt",1,0,155,155,"Ambiguous","Match",155
"5858",7,3,"spillover2","tt",77,"High","spillover2 tt",1,0,471,471,"Ambiguous","Match",471
"5860",7,17,"spillover2","tt",77,"High","spillover2 tt",3,0,238,238,"Unambiguous","Match",238
"5862",7,22,"spillover2","tt",77,"High","spillover2 tt",4,0,523,523,"Unambiguous","Mismatch",523
"6680",8,1,"spillover2","tt",70,"High","spillover2 tt",4,0,534,534,"Unambiguous","Mismatch",534
"6682",8,10,"spillover2","tt",70,"High","spillover2 tt",1,0,784,784,"Ambiguous","Match",784
"6684",8,21,"spillover2","tt",70,"High","spillover2 tt",4,0,422,422,"Unambiguous","Mismatch",422
"6686",8,16,"spillover2","tt",70,"High","spillover2 tt",3,0,466,466,"Unambiguous","Match",466
"6688",8,9,"spillover2","tt",70,"High","spillover2 tt",4,0,1634,1634,"Unambiguous","Mismatch",1634
"6690",8,13,"spillover2","tt",70,"High","spillover2 tt",4,0,1346,1346,"Unambiguous","Mismatch",1346
"6692",8,4,"spillover2","tt",70,"High","spillover2 tt",3,0,720,720,"Unambiguous","Match",720
"6694",8,17,"spillover2","tt",70,"High","spillover2 tt",4,0,532,532,"Unambiguous","Mismatch",532
"6696",8,14,"spillover2","tt",70,"High","spillover2 tt",1,0,888,888,"Ambiguous","Match",888
"6698",8,12,"spillover2","tt",70,"High","spillover2 tt",3,0,1434,1434,"Unambiguous","Match",1434
"6700",8,15,"spillover2","tt",70,"High","spillover2 tt",2,0,256,256,"Ambiguous","Mismatch",256
"6702",8,8,"spillover2","tt",70,"High","spillover2 tt",3,0,554,554,"Unambiguous","Match",554
"6704",8,6,"spillover2","tt",70,"High","spillover2 tt",1,0,636,636,"Ambiguous","Match",636
"6706",8,20,"spillover2","tt",70,"High","spillover2 tt",3,0,370,370,"Unambiguous","Match",370
"6708",8,2,"spillover2","tt",70,"High","spillover2 tt",1,0,768,768,"Ambiguous","Match",768
"6710",8,11,"spillover2","tt",70,"High","spillover2 tt",2,0,1102,1102,"Ambiguous","Mismatch",1102
"6712",8,7,"spillover2","tt",70,"High","spillover2 tt",2,0,1098,1098,"Ambiguous","Mismatch",1098
"6714",8,24,"spillover2","tt",70,"High","spillover2 tt",3,0,492,492,"Unambiguous","Match",492
"6716",8,5,"spillover2","tt",70,"High","spillover2 tt",4,0,1120,1120,"Unambiguous","Mismatch",1120
"6718",8,18,"spillover2","tt",70,"High","spillover2 tt",1,0,1010,1010,"Ambiguous","Match",1010
"6720",8,23,"spillover2","tt",70,"High","spillover2 tt",2,0,778,778,"Ambiguous","Mismatch",778
"6722",8,19,"spillover2","tt",70,"High","spillover2 tt",2,0,392,392,"Ambiguous","Mismatch",392
"6724",8,22,"spillover2","tt",70,"High","spillover2 tt",1,0,1292,1292,"Ambiguous","Match",1292
"6726",8,3,"spillover2","tt",70,"High","spillover2 tt",2,0,736,736,"Ambiguous","Mismatch",736
"7544",9,16,"spillover2","tt",70,"High","spillover2 tt",4,0,946,946,"Unambiguous","Mismatch",946
"7546",9,21,"spillover2","tt",70,"High","spillover2 tt",1,0,1680,1680,"Ambiguous","Match",1680
"7548",9,5,"spillover2","tt",70,"High","spillover2 tt",1,0,3142,3142,"Ambiguous","Match",3142
"7550",9,11,"spillover2","tt",70,"High","spillover2 tt",3,0,432,432,"Unambiguous","Match",432
"7552",9,14,"spillover2","tt",70,"High","spillover2 tt",2,0,1494,1494,"Ambiguous","Mismatch",1494
"7554",9,3,"spillover2","tt",70,"High","spillover2 tt",3,0,1810,1810,"Unambiguous","Match",1810
"7556",9,2,"spillover2","tt",70,"High","spillover2 tt",2,0,1162,1162,"Ambiguous","Mismatch",1162
"7558",9,10,"spillover2","tt",70,"High","spillover2 tt",2,0,1986,1986,"Ambiguous","Mismatch",1986
"7560",9,24,"spillover2","tt",70,"High","spillover2 tt",4,0,1836,1836,"Unambiguous","Mismatch",1836
"7562",9,7,"spillover2","tt",70,"High","spillover2 tt",3,0,2516,2516,"Unambiguous","Match",2516
"7564",9,20,"spillover2","tt",70,"High","spillover2 tt",4,0,1052,1052,"Unambiguous","Mismatch",1052
"7566",9,19,"spillover2","tt",70,"High","spillover2 tt",3,0,2200,2200,"Unambiguous","Match",2200
"7568",9,15,"spillover2","tt",70,"High","spillover2 tt",3,0,1622,1622,"Unambiguous","Match",1622
"7570",9,1,"spillover2","tt",70,"High","spillover2 tt",1,0,382,382,"Ambiguous","Match",382
"7572",9,18,"spillover2","tt",70,"High","spillover2 tt",2,0,996,996,"Ambiguous","Mismatch",996
"7574",9,17,"spillover2","tt",70,"High","spillover2 tt",1,0,1558,1558,"Ambiguous","Match",1558
"7576",9,23,"spillover2","tt",70,"High","spillover2 tt",3,0,984,984,"Unambiguous","Match",984
"7578",9,9,"spillover2","tt",70,"High","spillover2 tt",1,0,1070,1070,"Ambiguous","Match",1070
"7580",9,13,"spillover2","tt",70,"High","spillover2 tt",1,0,1302,1302,"Ambiguous","Match",1302
"7582",9,4,"spillover2","tt",70,"High","spillover2 tt",4,0,1076,1076,"Unambiguous","Mismatch",1076
"7584",9,22,"spillover2","tt",70,"High","spillover2 tt",2,0,708,708,"Ambiguous","Mismatch",708
"7586",9,8,"spillover2","tt",70,"High","spillover2 tt",4,0,562,562,"Unambiguous","Mismatch",562
"7588",9,12,"spillover2","tt",70,"High","spillover2 tt",4,0,1468,1468,"Unambiguous","Mismatch",1468
"7590",9,6,"spillover2","tt",70,"High","spillover2 tt",2,0,752,752,"Ambiguous","Mismatch",752
"8407",10,23,"spillover2","tt",63,"High","spillover2 tt",4,0,876,876,"Unambiguous","Mismatch",876
"8409",10,18,"spillover2","tt",63,"High","spillover2 tt",3,0,1096,1096,"Unambiguous","Match",1096
"8411",10,19,"spillover2","tt",63,"High","spillover2 tt",4,0,770,770,"Unambiguous","Mismatch",770
"8413",10,16,"spillover2","tt",63,"High","spillover2 tt",1,0,1088,1088,"Ambiguous","Match",1088
"8415",10,17,"spillover2","tt",63,"High","spillover2 tt",2,0,1210,1210,"Ambiguous","Mismatch",1210
"8417",10,1,"spillover2","tt",63,"High","spillover2 tt",2,0,2028,2028,"Ambiguous","Mismatch",2028
"8419",10,22,"spillover2","tt",63,"High","spillover2 tt",3,0,1132,1132,"Unambiguous","Match",1132
"8421",10,20,"spillover2","tt",63,"High","spillover2 tt",1,0,932,932,"Ambiguous","Match",932
"8423",10,14,"spillover2","tt",63,"High","spillover2 tt",3,0,780,780,"Unambiguous","Match",780
"8425",10,11,"spillover2","tt",63,"High","spillover2 tt",4,0,1050,1050,"Unambiguous","Mismatch",1050
"8427",10,15,"spillover2","tt",63,"High","spillover2 tt",4,0,2340,2340,"Unambiguous","Mismatch",2340
"8429",10,7,"spillover2","tt",63,"High","spillover2 tt",4,0,1226,1226,"Unambiguous","Mismatch",1226
"8431",10,13,"spillover2","tt",63,"High","spillover2 tt",2,0,366,366,"Ambiguous","Mismatch",366
"8433",10,24,"spillover2","tt",63,"High","spillover2 tt",1,0,342,342,"Ambiguous","Match",342
"8435",10,8,"spillover2","tt",63,"High","spillover2 tt",1,0,748,748,"Ambiguous","Match",748
"8437",10,3,"spillover2","tt",63,"High","spillover2 tt",4,0,890,890,"Unambiguous","Mismatch",890
"8439",10,6,"spillover2","tt",63,"High","spillover2 tt",3,0,562,562,"Unambiguous","Match",562
"8441",10,4,"spillover2","tt",63,"High","spillover2 tt",1,0,792,792,"Ambiguous","Match",792
"8443",10,5,"spillover2","tt",63,"High","spillover2 tt",2,0,1460,1460,"Ambiguous","Mismatch",1460
"8445",10,21,"spillover2","tt",63,"High","spillover2 tt",2,0,450,450,"Ambiguous","Mismatch",450
"8447",10,9,"spillover2","tt",63,"High","spillover2 tt",2,0,624,624,"Ambiguous","Mismatch",624
"8449",10,2,"spillover2","tt",63,"High","spillover2 tt",3,0,1480,1480,"Unambiguous","Match",1480
"8451",10,12,"spillover2","tt",63,"High","spillover2 tt",1,0,666,666,"Ambiguous","Match",666
"8453",10,10,"spillover2","tt",63,"High","spillover2 tt",3,0,392,392,"Unambiguous","Match",392
"9271",11,3,"spillover2","tt",75,"High","spillover2 tt",1,0,3196,3196,"Ambiguous","Match",3196
"9273",11,18,"spillover2","tt",75,"High","spillover2 tt",4,0,986,986,"Unambiguous","Mismatch",986
"9275",11,24,"spillover2","tt",75,"High","spillover2 tt",2,0,2502,2502,"Ambiguous","Mismatch",2502
"9277",11,15,"spillover2","tt",75,"High","spillover2 tt",1,0,1378,1378,"Ambiguous","Match",1378
"9279",11,9,"spillover2","tt",75,"High","spillover2 tt",3,0,1374,1374,"Unambiguous","Match",1374
"9281",11,10,"spillover2","tt",75,"High","spillover2 tt",4,0,1356,1356,"Unambiguous","Mismatch",1356
"9283",11,2,"spillover2","tt",75,"High","spillover2 tt",4,0,2488,2488,"Unambiguous","Mismatch",2488
"9285",11,19,"spillover2","tt",75,"High","spillover2 tt",1,0,1644,1644,"Ambiguous","Match",1644
"9287",11,12,"spillover2","tt",75,"High","spillover2 tt",2,0,2788,2788,"Ambiguous","Mismatch",2788
"9289",11,16,"spillover2","tt",75,"High","spillover2 tt",2,0,2802,2802,"Ambiguous","Mismatch",2802
"9291",11,22,"spillover2","tt",75,"High","spillover2 tt",4,0,1940,1940,"Unambiguous","Mismatch",1940
"9293",11,21,"spillover2","tt",75,"High","spillover2 tt",3,0,1680,1680,"Unambiguous","Match",1680
"9295",11,1,"spillover2","tt",75,"High","spillover2 tt",3,0,1434,1434,"Unambiguous","Match",1434
"9297",11,20,"spillover2","tt",75,"High","spillover2 tt",2,0,1286,1286,"Ambiguous","Mismatch",1286
"9299",11,14,"spillover2","tt",75,"High","spillover2 tt",4,0,2524,2524,"Unambiguous","Mismatch",2524
"9301",11,17,"spillover2","tt",75,"High","spillover2 tt",3,0,1016,1016,"Unambiguous","Match",1016
"9303",11,4,"spillover2","tt",75,"High","spillover2 tt",2,0,1772,1772,"Ambiguous","Mismatch",1772
"9305",11,11,"spillover2","tt",75,"High","spillover2 tt",1,0,480,480,"Ambiguous","Match",480
"9307",11,6,"spillover2","tt",75,"High","spillover2 tt",4,0,482,482,"Unambiguous","Mismatch",482
"9309",11,8,"spillover2","tt",75,"High","spillover2 tt",2,0,684,684,"Ambiguous","Mismatch",684
"9311",11,23,"spillover2","tt",75,"High","spillover2 tt",1,0,830,830,"Ambiguous","Match",830
"9313",11,5,"spillover2","tt",75,"High","spillover2 tt",3,0,1604,1604,"Unambiguous","Match",1604
"9315",11,7,"spillover2","tt",75,"High","spillover2 tt",1,0,3484,3484,"Ambiguous","Match",3484
