"","subject","item","region","measure","proficiency","sort","condition","skips","rawdata","nozero","ambiguity","gender"
"1492",2,4,"spillover1","tt",71,"spillover1 tt",1,0,996,996,"Ambiguous","Match"
"1494",2,2,"spillover1","tt",71,"spillover1 tt",3,0,1100,1100,"Unambiguous","Match"
"1496",2,13,"spillover1","tt",71,"spillover1 tt",2,0,347,347,"Ambiguous","Mismatch"
"1498",2,19,"spillover1","tt",71,"spillover1 tt",4,0,369,369,"Unambiguous","Mismatch"
"1500",2,12,"spillover1","tt",71,"spillover1 tt",1,0,2490,2490,"Ambiguous","Match"
"1502",2,10,"spillover1","tt",71,"spillover1 tt",3,0,268,268,"Unambiguous","Match"
"1504",2,3,"spillover1","tt",71,"spillover1 tt",4,0,552,552,"Unambiguous","Mismatch"
"1506",2,9,"spillover1","tt",71,"spillover1 tt",2,0,229,229,"Ambiguous","Mismatch"
"1508",2,21,"spillover1","tt",71,"spillover1 tt",2,0,178,178,"Ambiguous","Mismatch"
"1510",2,15,"spillover1","tt",71,"spillover1 tt",4,0,313,313,"Unambiguous","Mismatch"
"1512",2,18,"spillover1","tt",71,"spillover1 tt",3,0,701,701,"Unambiguous","Match"
"1514",2,6,"spillover1","tt",71,"spillover1 tt",3,0,596,596,"Unambiguous","Match"
"1516",2,5,"spillover1","tt",71,"spillover1 tt",2,0,197,197,"Ambiguous","Mismatch"
"1518",2,14,"spillover1","tt",71,"spillover1 tt",3,0,510,510,"Unambiguous","Match"
"1520",2,1,"spillover1","tt",71,"spillover1 tt",2,0,539,539,"Ambiguous","Mismatch"
"1522",2,20,"spillover1","tt",71,"spillover1 tt",1,0,654,654,"Ambiguous","Match"
"1524",2,11,"spillover1","tt",71,"spillover1 tt",4,0,467,467,"Unambiguous","Mismatch"
"1526",2,7,"spillover1","tt",71,"spillover1 tt",4,0,494,494,"Unambiguous","Mismatch"
"1528",2,23,"spillover1","tt",71,"spillover1 tt",4,0,537,537,"Unambiguous","Mismatch"
"1530",2,8,"spillover1","tt",71,"spillover1 tt",1,0,159,159,"Ambiguous","Match"
"1532",2,17,"spillover1","tt",71,"spillover1 tt",2,0,528,528,"Ambiguous","Mismatch"
"1534",2,24,"spillover1","tt",71,"spillover1 tt",1,0,404,404,"Ambiguous","Match"
"1536",2,22,"spillover1","tt",71,"spillover1 tt",3,0,334,334,"Unambiguous","Match"
"2354",3,18,"spillover1","tt",74,"spillover1 tt",4,0,1550,1550,"Unambiguous","Mismatch"
"2356",3,7,"spillover1","tt",74,"spillover1 tt",1,0,1321,1321,"Ambiguous","Match"
"2358",3,16,"spillover1","tt",74,"spillover1 tt",2,0,1727,1727,"Ambiguous","Mismatch"
"2360",3,5,"spillover1","tt",74,"spillover1 tt",3,0,654,654,"Unambiguous","Match"
"2362",3,24,"spillover1","tt",74,"spillover1 tt",2,0,1720,1720,"Ambiguous","Mismatch"
"2364",3,4,"spillover1","tt",74,"spillover1 tt",2,0,1523,1523,"Ambiguous","Mismatch"
"2366",3,14,"spillover1","tt",74,"spillover1 tt",4,0,1681,1681,"Unambiguous","Mismatch"
"2368",3,1,"spillover1","tt",74,"spillover1 tt",3,0,684,684,"Unambiguous","Match"
"2370",3,9,"spillover1","tt",74,"spillover1 tt",3,0,299,299,"Unambiguous","Match"
"2372",3,22,"spillover1","tt",74,"spillover1 tt",4,0,507,507,"Unambiguous","Mismatch"
"2374",3,10,"spillover1","tt",74,"spillover1 tt",4,0,382,382,"Unambiguous","Mismatch"
"2376",3,6,"spillover1","tt",74,"spillover1 tt",4,0,889,889,"Unambiguous","Mismatch"
"2378",3,23,"spillover1","tt",74,"spillover1 tt",1,0,1056,1056,"Ambiguous","Match"
"2380",3,17,"spillover1","tt",74,"spillover1 tt",3,0,511,511,"Unambiguous","Match"
"2382",3,19,"spillover1","tt",74,"spillover1 tt",1,0,1205,1205,"Ambiguous","Match"
"2384",3,13,"spillover1","tt",74,"spillover1 tt",3,0,314,314,"Unambiguous","Match"
"2386",3,20,"spillover1","tt",74,"spillover1 tt",2,0,563,563,"Ambiguous","Mismatch"
"2388",3,11,"spillover1","tt",74,"spillover1 tt",1,0,451,451,"Ambiguous","Match"
"2390",3,2,"spillover1","tt",74,"spillover1 tt",4,0,767,767,"Unambiguous","Mismatch"
"2392",3,12,"spillover1","tt",74,"spillover1 tt",2,0,1199,1199,"Ambiguous","Mismatch"
"2394",3,21,"spillover1","tt",74,"spillover1 tt",3,0,208,208,"Unambiguous","Match"
"2396",3,15,"spillover1","tt",74,"spillover1 tt",1,0,254,254,"Ambiguous","Match"
"2398",3,8,"spillover1","tt",74,"spillover1 tt",2,0,269,269,"Ambiguous","Mismatch"
"2400",3,3,"spillover1","tt",74,"spillover1 tt",1,0,746,746,"Ambiguous","Match"
"3166",4,7,"spillover1","tt",72,"spillover1 tt",2,0,1628,1628,"Ambiguous","Mismatch"
"3168",4,8,"spillover1","tt",72,"spillover1 tt",3,0,444,444,"Unambiguous","Match"
"3170",4,11,"spillover1","tt",72,"spillover1 tt",2,0,695,695,"Ambiguous","Mismatch"
"3172",4,22,"spillover1","tt",72,"spillover1 tt",1,0,1294,1294,"Ambiguous","Match"
"3174",4,1,"spillover1","tt",72,"spillover1 tt",4,0,483,483,"Unambiguous","Mismatch"
"3176",4,20,"spillover1","tt",72,"spillover1 tt",3,0,1051,1051,"Unambiguous","Match"
"3178",4,23,"spillover1","tt",72,"spillover1 tt",2,0,500,500,"Ambiguous","Mismatch"
"3180",4,3,"spillover1","tt",72,"spillover1 tt",2,0,737,737,"Ambiguous","Mismatch"
"3183",4,19,"spillover1","tt",72,"spillover1 tt",2,0,474,474,"Ambiguous","Mismatch"
"3185",4,13,"spillover1","tt",72,"spillover1 tt",4,0,506,506,"Unambiguous","Mismatch"
"3187",4,9,"spillover1","tt",72,"spillover1 tt",4,0,1587,1587,"Unambiguous","Mismatch"
"3189",4,2,"spillover1","tt",72,"spillover1 tt",1,0,1295,1295,"Ambiguous","Match"
"3192",4,4,"spillover1","tt",72,"spillover1 tt",3,0,389,389,"Unambiguous","Match"
"3194",4,12,"spillover1","tt",72,"spillover1 tt",3,0,2145,2145,"Unambiguous","Match"
"3196",4,16,"spillover1","tt",72,"spillover1 tt",3,0,478,478,"Unambiguous","Match"
"3199",4,18,"spillover1","tt",72,"spillover1 tt",1,0,501,501,"Ambiguous","Match"
"3201",4,24,"spillover1","tt",72,"spillover1 tt",3,0,489,489,"Unambiguous","Match"
"3203",4,6,"spillover1","tt",72,"spillover1 tt",1,0,501,501,"Ambiguous","Match"
"3205",4,17,"spillover1","tt",72,"spillover1 tt",4,0,1143,1143,"Unambiguous","Mismatch"
"3208",4,14,"spillover1","tt",72,"spillover1 tt",1,0,433,433,"Ambiguous","Match"
"4009",5,13,"spillover1","tt",66,"spillover1 tt",1,0,334,334,"Ambiguous","Match"
"4011",5,4,"spillover1","tt",66,"spillover1 tt",4,0,348,348,"Unambiguous","Mismatch"
"4013",5,9,"spillover1","tt",66,"spillover1 tt",1,0,412,412,"Ambiguous","Match"
"4015",5,8,"spillover1","tt",66,"spillover1 tt",4,0,1176,1176,"Unambiguous","Mismatch"
"4017",5,7,"spillover1","tt",66,"spillover1 tt",3,0,487,487,"Unambiguous","Match"
"4019",5,16,"spillover1","tt",66,"spillover1 tt",4,0,937,937,"Unambiguous","Mismatch"
"4021",5,19,"spillover1","tt",66,"spillover1 tt",3,0,702,702,"Unambiguous","Match"
"4023",5,17,"spillover1","tt",66,"spillover1 tt",1,0,1726,1726,"Ambiguous","Match"
"4025",5,3,"spillover1","tt",66,"spillover1 tt",3,0,742,742,"Unambiguous","Match"
"4027",5,14,"spillover1","tt",66,"spillover1 tt",2,0,790,790,"Ambiguous","Mismatch"
"4029",5,1,"spillover1","tt",66,"spillover1 tt",1,0,806,806,"Ambiguous","Match"
"4031",5,15,"spillover1","tt",66,"spillover1 tt",3,0,386,386,"Unambiguous","Match"
"4033",5,22,"spillover1","tt",66,"spillover1 tt",2,0,196,196,"Ambiguous","Mismatch"
"4035",5,18,"spillover1","tt",66,"spillover1 tt",2,0,408,408,"Ambiguous","Mismatch"
"4037",5,5,"spillover1","tt",66,"spillover1 tt",1,0,925,925,"Ambiguous","Match"
"4039",5,2,"spillover1","tt",66,"spillover1 tt",2,0,494,494,"Ambiguous","Mismatch"
"4041",5,23,"spillover1","tt",66,"spillover1 tt",3,0,556,556,"Unambiguous","Match"
"4043",5,21,"spillover1","tt",66,"spillover1 tt",1,0,274,274,"Ambiguous","Match"
"4045",5,20,"spillover1","tt",66,"spillover1 tt",4,0,1438,1438,"Unambiguous","Mismatch"
"4047",5,10,"spillover1","tt",66,"spillover1 tt",2,0,1672,1672,"Ambiguous","Mismatch"
"4049",5,12,"spillover1","tt",66,"spillover1 tt",4,0,2141,2141,"Unambiguous","Mismatch"
"4051",5,11,"spillover1","tt",66,"spillover1 tt",3,0,730,730,"Unambiguous","Match"
"4053",5,24,"spillover1","tt",66,"spillover1 tt",4,0,923,923,"Unambiguous","Mismatch"
"4055",5,6,"spillover1","tt",66,"spillover1 tt",2,0,303,303,"Ambiguous","Mismatch"
"4860",6,12,"spillover1","tt",89,"spillover1 tt",1,0,1310,1310,"Ambiguous","Match"
"4862",6,16,"spillover1","tt",89,"spillover1 tt",1,0,288,288,"Ambiguous","Match"
"4864",6,13,"spillover1","tt",89,"spillover1 tt",2,0,2474,2474,"Ambiguous","Mismatch"
"4866",6,7,"spillover1","tt",89,"spillover1 tt",4,0,452,452,"Unambiguous","Mismatch"
"4868",6,18,"spillover1","tt",89,"spillover1 tt",3,0,328,328,"Unambiguous","Match"
"4870",6,21,"spillover1","tt",89,"spillover1 tt",2,0,236,236,"Ambiguous","Mismatch"
"4872",6,14,"spillover1","tt",89,"spillover1 tt",3,0,770,770,"Unambiguous","Match"
"4874",6,4,"spillover1","tt",89,"spillover1 tt",1,0,842,842,"Ambiguous","Match"
"4876",6,5,"spillover1","tt",89,"spillover1 tt",2,0,336,336,"Ambiguous","Mismatch"
"4878",6,10,"spillover1","tt",89,"spillover1 tt",3,0,190,190,"Unambiguous","Match"
"4880",6,3,"spillover1","tt",89,"spillover1 tt",4,0,382,382,"Unambiguous","Mismatch"
"4882",6,11,"spillover1","tt",89,"spillover1 tt",4,0,142,142,"Unambiguous","Mismatch"
"4884",6,24,"spillover1","tt",89,"spillover1 tt",1,0,1224,1224,"Ambiguous","Match"
"4886",6,17,"spillover1","tt",89,"spillover1 tt",2,0,1270,1270,"Ambiguous","Mismatch"
"4888",6,2,"spillover1","tt",89,"spillover1 tt",3,0,460,460,"Unambiguous","Match"
"4890",6,9,"spillover1","tt",89,"spillover1 tt",2,0,1498,1498,"Ambiguous","Mismatch"
"4892",6,15,"spillover1","tt",89,"spillover1 tt",4,0,272,272,"Unambiguous","Mismatch"
"4894",6,19,"spillover1","tt",89,"spillover1 tt",4,0,264,264,"Unambiguous","Mismatch"
"4897",6,1,"spillover1","tt",89,"spillover1 tt",2,0,710,710,"Ambiguous","Mismatch"
"4899",6,8,"spillover1","tt",89,"spillover1 tt",1,0,440,440,"Ambiguous","Match"
"4901",6,20,"spillover1","tt",89,"spillover1 tt",1,0,1116,1116,"Ambiguous","Match"
"4903",6,23,"spillover1","tt",89,"spillover1 tt",4,0,278,278,"Unambiguous","Mismatch"
"4905",6,6,"spillover1","tt",89,"spillover1 tt",3,0,776,776,"Unambiguous","Match"
"5720",7,20,"spillover1","tt",77,"spillover1 tt",2,0,1607,1607,"Ambiguous","Mismatch"
"5722",7,4,"spillover1","tt",77,"spillover1 tt",2,0,669,669,"Ambiguous","Mismatch"
"5724",7,14,"spillover1","tt",77,"spillover1 tt",4,0,227,227,"Unambiguous","Mismatch"
"5726",7,24,"spillover1","tt",77,"spillover1 tt",2,0,463,463,"Ambiguous","Mismatch"
"5728",7,8,"spillover1","tt",77,"spillover1 tt",2,0,414,414,"Ambiguous","Mismatch"
"5730",7,21,"spillover1","tt",77,"spillover1 tt",3,0,249,249,"Unambiguous","Match"
"5732",7,18,"spillover1","tt",77,"spillover1 tt",4,0,209,209,"Unambiguous","Mismatch"
"5734",7,5,"spillover1","tt",77,"spillover1 tt",3,0,175,175,"Unambiguous","Match"
"5736",7,1,"spillover1","tt",77,"spillover1 tt",3,0,211,211,"Unambiguous","Match"
"5738",7,19,"spillover1","tt",77,"spillover1 tt",1,0,361,361,"Ambiguous","Match"
"5740",7,16,"spillover1","tt",77,"spillover1 tt",2,0,638,638,"Ambiguous","Mismatch"
"5742",7,15,"spillover1","tt",77,"spillover1 tt",1,0,165,165,"Ambiguous","Match"
"5744",7,23,"spillover1","tt",77,"spillover1 tt",1,0,399,399,"Ambiguous","Match"
"5746",7,10,"spillover1","tt",77,"spillover1 tt",4,0,532,532,"Unambiguous","Mismatch"
"5748",7,9,"spillover1","tt",77,"spillover1 tt",3,0,289,289,"Unambiguous","Match"
"5750",7,6,"spillover1","tt",77,"spillover1 tt",4,0,224,224,"Unambiguous","Mismatch"
"5752",7,2,"spillover1","tt",77,"spillover1 tt",4,0,214,214,"Unambiguous","Mismatch"
"5754",7,7,"spillover1","tt",77,"spillover1 tt",1,0,332,332,"Ambiguous","Match"
"5756",7,13,"spillover1","tt",77,"spillover1 tt",3,0,196,196,"Unambiguous","Match"
"5758",7,12,"spillover1","tt",77,"spillover1 tt",2,0,349,349,"Ambiguous","Mismatch"
"5760",7,11,"spillover1","tt",77,"spillover1 tt",1,0,232,232,"Ambiguous","Match"
"5762",7,3,"spillover1","tt",77,"spillover1 tt",1,0,281,281,"Ambiguous","Match"
"5764",7,17,"spillover1","tt",77,"spillover1 tt",3,0,419,419,"Unambiguous","Match"
"5766",7,22,"spillover1","tt",77,"spillover1 tt",4,0,293,293,"Unambiguous","Mismatch"
"6584",8,1,"spillover1","tt",70,"spillover1 tt",4,0,394,394,"Unambiguous","Mismatch"
"6586",8,10,"spillover1","tt",70,"spillover1 tt",1,0,920,920,"Ambiguous","Match"
"6588",8,21,"spillover1","tt",70,"spillover1 tt",4,0,334,334,"Unambiguous","Mismatch"
"6590",8,16,"spillover1","tt",70,"spillover1 tt",3,0,380,380,"Unambiguous","Match"
"6592",8,9,"spillover1","tt",70,"spillover1 tt",4,0,1064,1064,"Unambiguous","Mismatch"
"6594",8,13,"spillover1","tt",70,"spillover1 tt",4,0,582,582,"Unambiguous","Mismatch"
"6596",8,4,"spillover1","tt",70,"spillover1 tt",3,0,332,332,"Unambiguous","Match"
"6598",8,17,"spillover1","tt",70,"spillover1 tt",4,0,664,664,"Unambiguous","Mismatch"
"6600",8,14,"spillover1","tt",70,"spillover1 tt",1,0,1520,1520,"Ambiguous","Match"
"6602",8,12,"spillover1","tt",70,"spillover1 tt",3,0,900,900,"Unambiguous","Match"
"6604",8,15,"spillover1","tt",70,"spillover1 tt",2,0,682,682,"Ambiguous","Mismatch"
"6606",8,8,"spillover1","tt",70,"spillover1 tt",3,0,284,284,"Unambiguous","Match"
"6608",8,6,"spillover1","tt",70,"spillover1 tt",1,0,692,692,"Ambiguous","Match"
"6610",8,20,"spillover1","tt",70,"spillover1 tt",3,0,310,310,"Unambiguous","Match"
"6612",8,2,"spillover1","tt",70,"spillover1 tt",1,0,502,502,"Ambiguous","Match"
"6614",8,11,"spillover1","tt",70,"spillover1 tt",2,0,998,998,"Ambiguous","Mismatch"
"6616",8,7,"spillover1","tt",70,"spillover1 tt",2,0,898,898,"Ambiguous","Mismatch"
"6618",8,24,"spillover1","tt",70,"spillover1 tt",3,0,294,294,"Unambiguous","Match"
"6620",8,5,"spillover1","tt",70,"spillover1 tt",4,0,1178,1178,"Unambiguous","Mismatch"
"6622",8,18,"spillover1","tt",70,"spillover1 tt",1,0,678,678,"Ambiguous","Match"
"6624",8,23,"spillover1","tt",70,"spillover1 tt",2,0,948,948,"Ambiguous","Mismatch"
"6626",8,19,"spillover1","tt",70,"spillover1 tt",2,0,836,836,"Ambiguous","Mismatch"
"6628",8,22,"spillover1","tt",70,"spillover1 tt",1,0,990,990,"Ambiguous","Match"
"6630",8,3,"spillover1","tt",70,"spillover1 tt",2,0,684,684,"Ambiguous","Mismatch"
"7448",9,16,"spillover1","tt",70,"spillover1 tt",4,0,442,442,"Unambiguous","Mismatch"
"7450",9,21,"spillover1","tt",70,"spillover1 tt",1,0,1072,1072,"Ambiguous","Match"
"7452",9,5,"spillover1","tt",70,"spillover1 tt",1,0,1466,1466,"Ambiguous","Match"
"7454",9,11,"spillover1","tt",70,"spillover1 tt",3,0,332,332,"Unambiguous","Match"
"7456",9,14,"spillover1","tt",70,"spillover1 tt",2,0,776,776,"Ambiguous","Mismatch"
"7458",9,3,"spillover1","tt",70,"spillover1 tt",3,0,1680,1680,"Unambiguous","Match"
"7460",9,2,"spillover1","tt",70,"spillover1 tt",2,0,660,660,"Ambiguous","Mismatch"
"7462",9,10,"spillover1","tt",70,"spillover1 tt",2,0,1770,1770,"Ambiguous","Mismatch"
"7464",9,24,"spillover1","tt",70,"spillover1 tt",4,0,1346,1346,"Unambiguous","Mismatch"
"7466",9,7,"spillover1","tt",70,"spillover1 tt",3,0,1608,1608,"Unambiguous","Match"
"7468",9,20,"spillover1","tt",70,"spillover1 tt",4,0,1302,1302,"Unambiguous","Mismatch"
"7470",9,19,"spillover1","tt",70,"spillover1 tt",3,0,680,680,"Unambiguous","Match"
"7472",9,15,"spillover1","tt",70,"spillover1 tt",3,0,1020,1020,"Unambiguous","Match"
"7474",9,1,"spillover1","tt",70,"spillover1 tt",1,0,382,382,"Ambiguous","Match"
"7476",9,18,"spillover1","tt",70,"spillover1 tt",2,0,506,506,"Ambiguous","Mismatch"
"7478",9,17,"spillover1","tt",70,"spillover1 tt",1,0,1058,1058,"Ambiguous","Match"
"7480",9,23,"spillover1","tt",70,"spillover1 tt",3,0,466,466,"Unambiguous","Match"
"7482",9,9,"spillover1","tt",70,"spillover1 tt",1,0,846,846,"Ambiguous","Match"
"7484",9,13,"spillover1","tt",70,"spillover1 tt",1,0,518,518,"Ambiguous","Match"
"7486",9,4,"spillover1","tt",70,"spillover1 tt",4,0,1164,1164,"Unambiguous","Mismatch"
"7488",9,22,"spillover1","tt",70,"spillover1 tt",2,0,848,848,"Ambiguous","Mismatch"
"7490",9,8,"spillover1","tt",70,"spillover1 tt",4,0,412,412,"Unambiguous","Mismatch"
"7492",9,12,"spillover1","tt",70,"spillover1 tt",4,0,808,808,"Unambiguous","Mismatch"
"7494",9,6,"spillover1","tt",70,"spillover1 tt",2,0,504,504,"Ambiguous","Mismatch"
"8311",10,23,"spillover1","tt",63,"spillover1 tt",4,0,498,498,"Unambiguous","Mismatch"
"8313",10,18,"spillover1","tt",63,"spillover1 tt",3,0,328,328,"Unambiguous","Match"
"8315",10,19,"spillover1","tt",63,"spillover1 tt",4,0,254,254,"Unambiguous","Mismatch"
"8317",10,16,"spillover1","tt",63,"spillover1 tt",1,0,1854,1854,"Ambiguous","Match"
"8319",10,17,"spillover1","tt",63,"spillover1 tt",2,0,730,730,"Ambiguous","Mismatch"
"8321",10,1,"spillover1","tt",63,"spillover1 tt",2,0,458,458,"Ambiguous","Mismatch"
"8323",10,22,"spillover1","tt",63,"spillover1 tt",3,0,788,788,"Unambiguous","Match"
"8325",10,20,"spillover1","tt",63,"spillover1 tt",1,0,374,374,"Ambiguous","Match"
"8327",10,14,"spillover1","tt",63,"spillover1 tt",3,0,370,370,"Unambiguous","Match"
"8329",10,11,"spillover1","tt",63,"spillover1 tt",4,0,460,460,"Unambiguous","Mismatch"
"8331",10,15,"spillover1","tt",63,"spillover1 tt",4,0,346,346,"Unambiguous","Mismatch"
"8333",10,7,"spillover1","tt",63,"spillover1 tt",4,0,724,724,"Unambiguous","Mismatch"
"8335",10,13,"spillover1","tt",63,"spillover1 tt",2,0,472,472,"Ambiguous","Mismatch"
"8337",10,24,"spillover1","tt",63,"spillover1 tt",1,0,266,266,"Ambiguous","Match"
"8339",10,8,"spillover1","tt",63,"spillover1 tt",1,0,312,312,"Ambiguous","Match"
"8341",10,3,"spillover1","tt",63,"spillover1 tt",4,0,632,632,"Unambiguous","Mismatch"
"8343",10,6,"spillover1","tt",63,"spillover1 tt",3,0,400,400,"Unambiguous","Match"
"8345",10,4,"spillover1","tt",63,"spillover1 tt",1,0,322,322,"Ambiguous","Match"
"8347",10,5,"spillover1","tt",63,"spillover1 tt",2,0,242,242,"Ambiguous","Mismatch"
"8349",10,21,"spillover1","tt",63,"spillover1 tt",2,0,220,220,"Ambiguous","Mismatch"
"8351",10,9,"spillover1","tt",63,"spillover1 tt",2,0,276,276,"Ambiguous","Mismatch"
"8353",10,2,"spillover1","tt",63,"spillover1 tt",3,0,258,258,"Unambiguous","Match"
"8355",10,12,"spillover1","tt",63,"spillover1 tt",1,0,254,254,"Ambiguous","Match"
"8357",10,10,"spillover1","tt",63,"spillover1 tt",3,0,232,232,"Unambiguous","Match"
"9175",11,3,"spillover1","tt",75,"spillover1 tt",1,0,1732,1732,"Ambiguous","Match"
"9177",11,18,"spillover1","tt",75,"spillover1 tt",4,0,712,712,"Unambiguous","Mismatch"
"9179",11,24,"spillover1","tt",75,"spillover1 tt",2,0,2126,2126,"Ambiguous","Mismatch"
"9181",11,15,"spillover1","tt",75,"spillover1 tt",1,0,738,738,"Ambiguous","Match"
"9183",11,9,"spillover1","tt",75,"spillover1 tt",3,0,340,340,"Unambiguous","Match"
"9185",11,10,"spillover1","tt",75,"spillover1 tt",4,0,1238,1238,"Unambiguous","Mismatch"
"9187",11,2,"spillover1","tt",75,"spillover1 tt",4,0,1446,1446,"Unambiguous","Mismatch"
"9189",11,19,"spillover1","tt",75,"spillover1 tt",1,0,2892,2892,"Ambiguous","Match"
"9191",11,12,"spillover1","tt",75,"spillover1 tt",2,0,2952,2952,"Ambiguous","Mismatch"
"9193",11,16,"spillover1","tt",75,"spillover1 tt",2,0,772,772,"Ambiguous","Mismatch"
"9195",11,22,"spillover1","tt",75,"spillover1 tt",4,0,1952,1952,"Unambiguous","Mismatch"
"9197",11,21,"spillover1","tt",75,"spillover1 tt",3,0,450,450,"Unambiguous","Match"
"9199",11,1,"spillover1","tt",75,"spillover1 tt",3,0,442,442,"Unambiguous","Match"
"9201",11,20,"spillover1","tt",75,"spillover1 tt",2,0,318,318,"Ambiguous","Mismatch"
"9203",11,14,"spillover1","tt",75,"spillover1 tt",4,0,738,738,"Unambiguous","Mismatch"
"9205",11,17,"spillover1","tt",75,"spillover1 tt",3,0,268,268,"Unambiguous","Match"
"9207",11,4,"spillover1","tt",75,"spillover1 tt",2,0,2102,2102,"Ambiguous","Mismatch"
"9209",11,11,"spillover1","tt",75,"spillover1 tt",1,0,570,570,"Ambiguous","Match"
"9211",11,6,"spillover1","tt",75,"spillover1 tt",4,0,140,140,"Unambiguous","Mismatch"
"9213",11,8,"spillover1","tt",75,"spillover1 tt",2,0,2584,2584,"Ambiguous","Mismatch"
"9215",11,23,"spillover1","tt",75,"spillover1 tt",1,0,380,380,"Ambiguous","Match"
"9217",11,5,"spillover1","tt",75,"spillover1 tt",3,0,306,306,"Unambiguous","Match"
"9219",11,7,"spillover1","tt",75,"spillover1 tt",1,0,1918,1918,"Ambiguous","Match"
"9221",11,13,"spillover1","tt",75,"spillover1 tt",3,0,420,420,"Unambiguous","Match"
"10039",12,14,"spillover1","tt",63,"spillover1 tt",3,0,273,273,"Unambiguous","Match"
"10041",12,7,"spillover1","tt",63,"spillover1 tt",4,0,677,677,"Unambiguous","Mismatch"
"10043",12,11,"spillover1","tt",63,"spillover1 tt",4,0,828,828,"Unambiguous","Mismatch"
"10045",12,19,"spillover1","tt",63,"spillover1 tt",4,0,524,524,"Unambiguous","Mismatch"
"10047",12,24,"spillover1","tt",63,"spillover1 tt",1,0,695,695,"Ambiguous","Match"
"10049",12,18,"spillover1","tt",63,"spillover1 tt",3,0,236,236,"Unambiguous","Match"
"10051",12,15,"spillover1","tt",63,"spillover1 tt",4,0,892,892,"Unambiguous","Mismatch"
"10053",12,20,"spillover1","tt",63,"spillover1 tt",1,0,2272,2272,"Ambiguous","Match"
"10055",12,22,"spillover1","tt",63,"spillover1 tt",3,0,201,201,"Unambiguous","Match"
"10057",12,23,"spillover1","tt",63,"spillover1 tt",4,0,670,670,"Unambiguous","Mismatch"
"10059",12,2,"spillover1","tt",63,"spillover1 tt",3,0,679,679,"Unambiguous","Match"
"10061",12,6,"spillover1","tt",63,"spillover1 tt",3,0,262,262,"Unambiguous","Match"
"10063",12,3,"spillover1","tt",63,"spillover1 tt",4,0,699,699,"Unambiguous","Mismatch"
"10065",12,4,"spillover1","tt",63,"spillover1 tt",1,0,867,867,"Ambiguous","Match"
"10067",12,9,"spillover1","tt",63,"spillover1 tt",2,0,915,915,"Ambiguous","Mismatch"
"10069",12,1,"spillover1","tt",63,"spillover1 tt",2,0,1183,1183,"Ambiguous","Mismatch"
"10071",12,13,"spillover1","tt",63,"spillover1 tt",2,0,2994,2994,"Ambiguous","Mismatch"
"10073",12,16,"spillover1","tt",63,"spillover1 tt",1,0,600,600,"Ambiguous","Match"
"10075",12,8,"spillover1","tt",63,"spillover1 tt",1,0,237,237,"Ambiguous","Match"
"10077",12,5,"spillover1","tt",63,"spillover1 tt",2,0,447,447,"Ambiguous","Mismatch"
