"","subject","item","region","measure","proficiency","sort","condition","skips","rawdata","nozero","ambiguity","gender"
"3855",5,10,"spillover2","rp",66,"spillover2 rp",2,0,999,999,"Ambiguous","Mismatch"
"3857",5,12,"spillover2","rp",66,"spillover2 rp",4,0,2987,2987,"Unambiguous","Mismatch"
"3859",5,11,"spillover2","rp",66,"spillover2 rp",3,0,778,778,"Unambiguous","Match"
"3861",5,24,"spillover2","rp",66,"spillover2 rp",4,0,565,565,"Unambiguous","Mismatch"
"3863",5,6,"spillover2","rp",66,"spillover2 rp",2,0,558,558,"Ambiguous","Mismatch"
"4672",6,12,"spillover2","rp",89,"spillover2 rp",1,0,3522,3522,"Ambiguous","Match"
"4674",6,16,"spillover2","rp",89,"spillover2 rp",1,0,1550,1550,"Ambiguous","Match"
"4676",6,13,"spillover2","rp",89,"spillover2 rp",2,0,364,364,"Ambiguous","Mismatch"
"4678",6,7,"spillover2","rp",89,"spillover2 rp",4,0,574,574,"Unambiguous","Mismatch"
"4680",6,18,"spillover2","rp",89,"spillover2 rp",3,0,1858,1858,"Unambiguous","Match"
"4682",6,21,"spillover2","rp",89,"spillover2 rp",2,0,9346,9346,"Ambiguous","Mismatch"
"4684",6,14,"spillover2","rp",89,"spillover2 rp",3,0,3816,3816,"Unambiguous","Match"
"4686",6,4,"spillover2","rp",89,"spillover2 rp",1,0,566,566,"Ambiguous","Match"
"4688",6,5,"spillover2","rp",89,"spillover2 rp",2,0,1138,1138,"Ambiguous","Mismatch"
"4690",6,10,"spillover2","rp",89,"spillover2 rp",3,0,528,528,"Unambiguous","Match"
"4692",6,3,"spillover2","rp",89,"spillover2 rp",4,0,410,410,"Unambiguous","Mismatch"
"4694",6,11,"spillover2","rp",89,"spillover2 rp",4,0,612,612,"Unambiguous","Mismatch"
"4696",6,24,"spillover2","rp",89,"spillover2 rp",1,0,386,386,"Ambiguous","Match"
"4698",6,17,"spillover2","rp",89,"spillover2 rp",2,0,826,826,"Ambiguous","Mismatch"
"4700",6,2,"spillover2","rp",89,"spillover2 rp",3,0,638,638,"Unambiguous","Match"
"4702",6,9,"spillover2","rp",89,"spillover2 rp",2,0,4128,4128,"Ambiguous","Mismatch"
"4704",6,15,"spillover2","rp",89,"spillover2 rp",4,0,4340,4340,"Unambiguous","Mismatch"
"4706",6,19,"spillover2","rp",89,"spillover2 rp",4,0,154,154,"Unambiguous","Mismatch"
"4709",6,1,"spillover2","rp",89,"spillover2 rp",2,0,1204,1204,"Ambiguous","Mismatch"
"4711",6,8,"spillover2","rp",89,"spillover2 rp",1,0,454,454,"Ambiguous","Match"
"4713",6,20,"spillover2","rp",89,"spillover2 rp",1,0,954,954,"Ambiguous","Match"
"4715",6,23,"spillover2","rp",89,"spillover2 rp",4,0,2326,2326,"Unambiguous","Mismatch"
"4717",6,6,"spillover2","rp",89,"spillover2 rp",3,0,478,478,"Unambiguous","Match"
"5528",7,20,"spillover2","rp",77,"spillover2 rp",2,0,334,334,"Ambiguous","Mismatch"
"5530",7,4,"spillover2","rp",77,"spillover2 rp",2,0,695,695,"Ambiguous","Mismatch"
"5532",7,14,"spillover2","rp",77,"spillover2 rp",4,0,1542,1542,"Unambiguous","Mismatch"
"5534",7,24,"spillover2","rp",77,"spillover2 rp",2,0,563,563,"Ambiguous","Mismatch"
"5536",7,8,"spillover2","rp",77,"spillover2 rp",2,0,194,194,"Ambiguous","Mismatch"
"5538",7,21,"spillover2","rp",77,"spillover2 rp",3,0,415,415,"Unambiguous","Match"
"5540",7,18,"spillover2","rp",77,"spillover2 rp",4,0,274,274,"Unambiguous","Mismatch"
"5542",7,5,"spillover2","rp",77,"spillover2 rp",3,0,242,242,"Unambiguous","Match"
"5544",7,1,"spillover2","rp",77,"spillover2 rp",3,0,192,192,"Unambiguous","Match"
"5546",7,19,"spillover2","rp",77,"spillover2 rp",1,0,173,173,"Ambiguous","Match"
"5548",7,16,"spillover2","rp",77,"spillover2 rp",2,0,355,355,"Ambiguous","Mismatch"
"5550",7,15,"spillover2","rp",77,"spillover2 rp",1,0,216,216,"Ambiguous","Match"
"5552",7,23,"spillover2","rp",77,"spillover2 rp",1,0,189,189,"Ambiguous","Match"
"5554",7,10,"spillover2","rp",77,"spillover2 rp",4,0,557,557,"Unambiguous","Mismatch"
"5556",7,9,"spillover2","rp",77,"spillover2 rp",3,0,285,285,"Unambiguous","Match"
"5558",7,6,"spillover2","rp",77,"spillover2 rp",4,0,202,202,"Unambiguous","Mismatch"
"5560",7,2,"spillover2","rp",77,"spillover2 rp",4,0,1840,1840,"Unambiguous","Mismatch"
"5562",7,7,"spillover2","rp",77,"spillover2 rp",1,0,254,254,"Ambiguous","Match"
"5564",7,13,"spillover2","rp",77,"spillover2 rp",3,0,127,127,"Unambiguous","Match"
"5566",7,12,"spillover2","rp",77,"spillover2 rp",2,0,783,783,"Ambiguous","Mismatch"
"5568",7,11,"spillover2","rp",77,"spillover2 rp",1,0,155,155,"Ambiguous","Match"
"5570",7,3,"spillover2","rp",77,"spillover2 rp",1,0,471,471,"Ambiguous","Match"
"5572",7,17,"spillover2","rp",77,"spillover2 rp",3,0,238,238,"Unambiguous","Match"
"5574",7,22,"spillover2","rp",77,"spillover2 rp",4,0,523,523,"Unambiguous","Mismatch"
"6392",8,1,"spillover2","rp",70,"spillover2 rp",4,0,534,534,"Unambiguous","Mismatch"
"6394",8,10,"spillover2","rp",70,"spillover2 rp",1,0,490,490,"Ambiguous","Match"
"6396",8,21,"spillover2","rp",70,"spillover2 rp",4,0,422,422,"Unambiguous","Mismatch"
"6398",8,16,"spillover2","rp",70,"spillover2 rp",3,0,466,466,"Unambiguous","Match"
"6400",8,9,"spillover2","rp",70,"spillover2 rp",4,0,1544,1544,"Unambiguous","Mismatch"
"6402",8,13,"spillover2","rp",70,"spillover2 rp",4,0,1066,1066,"Unambiguous","Mismatch"
"6404",8,4,"spillover2","rp",70,"spillover2 rp",3,0,720,720,"Unambiguous","Match"
"6406",8,17,"spillover2","rp",70,"spillover2 rp",4,0,532,532,"Unambiguous","Mismatch"
"6408",8,14,"spillover2","rp",70,"spillover2 rp",1,0,554,554,"Ambiguous","Match"
"6410",8,12,"spillover2","rp",70,"spillover2 rp",3,0,1078,1078,"Unambiguous","Match"
"6412",8,15,"spillover2","rp",70,"spillover2 rp",2,0,256,256,"Ambiguous","Mismatch"
"6414",8,8,"spillover2","rp",70,"spillover2 rp",3,0,554,554,"Unambiguous","Match"
"6416",8,6,"spillover2","rp",70,"spillover2 rp",1,0,414,414,"Ambiguous","Match"
"6418",8,20,"spillover2","rp",70,"spillover2 rp",3,0,370,370,"Unambiguous","Match"
"6420",8,2,"spillover2","rp",70,"spillover2 rp",1,0,768,768,"Ambiguous","Match"
"6422",8,11,"spillover2","rp",70,"spillover2 rp",2,0,3550,3550,"Ambiguous","Mismatch"
"6424",8,7,"spillover2","rp",70,"spillover2 rp",2,0,1312,1312,"Ambiguous","Mismatch"
"6426",8,24,"spillover2","rp",70,"spillover2 rp",3,0,794,794,"Unambiguous","Match"
"6428",8,5,"spillover2","rp",70,"spillover2 rp",4,0,1636,1636,"Unambiguous","Mismatch"
"6430",8,18,"spillover2","rp",70,"spillover2 rp",1,0,678,678,"Ambiguous","Match"
"6432",8,23,"spillover2","rp",70,"spillover2 rp",2,0,1122,1122,"Ambiguous","Mismatch"
"6434",8,19,"spillover2","rp",70,"spillover2 rp",2,0,392,392,"Ambiguous","Mismatch"
"6436",8,22,"spillover2","rp",70,"spillover2 rp",1,0,898,898,"Ambiguous","Match"
"6438",8,3,"spillover2","rp",70,"spillover2 rp",2,0,736,736,"Ambiguous","Mismatch"
"7256",9,16,"spillover2","rp",70,"spillover2 rp",4,0,2056,2056,"Unambiguous","Mismatch"
"7258",9,21,"spillover2","rp",70,"spillover2 rp",1,0,2116,2116,"Ambiguous","Match"
"7260",9,5,"spillover2","rp",70,"spillover2 rp",1,0,1356,1356,"Ambiguous","Match"
"7262",9,11,"spillover2","rp",70,"spillover2 rp",3,0,846,846,"Unambiguous","Match"
"7264",9,14,"spillover2","rp",70,"spillover2 rp",2,0,3038,3038,"Ambiguous","Mismatch"
"7266",9,3,"spillover2","rp",70,"spillover2 rp",3,0,4364,4364,"Unambiguous","Match"
"7268",9,2,"spillover2","rp",70,"spillover2 rp",2,0,9826,9826,"Ambiguous","Mismatch"
"7270",9,10,"spillover2","rp",70,"spillover2 rp",2,0,870,870,"Ambiguous","Mismatch"
"7272",9,24,"spillover2","rp",70,"spillover2 rp",4,0,4686,4686,"Unambiguous","Mismatch"
"7274",9,7,"spillover2","rp",70,"spillover2 rp",3,0,3248,3248,"Unambiguous","Match"
"7276",9,20,"spillover2","rp",70,"spillover2 rp",4,0,2874,2874,"Unambiguous","Mismatch"
"7278",9,19,"spillover2","rp",70,"spillover2 rp",3,0,12252,12252,"Unambiguous","Match"
"7280",9,15,"spillover2","rp",70,"spillover2 rp",3,0,1484,1484,"Unambiguous","Match"
"7282",9,1,"spillover2","rp",70,"spillover2 rp",1,0,1458,1458,"Ambiguous","Match"
"7284",9,18,"spillover2","rp",70,"spillover2 rp",2,0,624,624,"Ambiguous","Mismatch"
"7286",9,17,"spillover2","rp",70,"spillover2 rp",1,0,5622,5622,"Ambiguous","Match"
"7288",9,23,"spillover2","rp",70,"spillover2 rp",3,0,2948,2948,"Unambiguous","Match"
"7290",9,9,"spillover2","rp",70,"spillover2 rp",1,0,2520,2520,"Ambiguous","Match"
"7292",9,13,"spillover2","rp",70,"spillover2 rp",1,0,2008,2008,"Ambiguous","Match"
"7294",9,4,"spillover2","rp",70,"spillover2 rp",4,0,2904,2904,"Unambiguous","Mismatch"
"7296",9,22,"spillover2","rp",70,"spillover2 rp",2,0,1282,1282,"Ambiguous","Mismatch"
"7298",9,8,"spillover2","rp",70,"spillover2 rp",4,0,1218,1218,"Unambiguous","Mismatch"
"7300",9,12,"spillover2","rp",70,"spillover2 rp",4,0,2622,2622,"Unambiguous","Mismatch"
"7302",9,6,"spillover2","rp",70,"spillover2 rp",2,0,2646,2646,"Ambiguous","Mismatch"
"8119",10,23,"spillover2","rp",63,"spillover2 rp",4,0,2538,2538,"Unambiguous","Mismatch"
"8121",10,18,"spillover2","rp",63,"spillover2 rp",3,0,2226,2226,"Unambiguous","Match"
"8123",10,19,"spillover2","rp",63,"spillover2 rp",4,0,770,770,"Unambiguous","Mismatch"
"8125",10,16,"spillover2","rp",63,"spillover2 rp",1,0,492,492,"Ambiguous","Match"
"8127",10,17,"spillover2","rp",63,"spillover2 rp",2,0,2822,2822,"Ambiguous","Mismatch"
"8129",10,1,"spillover2","rp",63,"spillover2 rp",2,0,2510,2510,"Ambiguous","Mismatch"
"8131",10,22,"spillover2","rp",63,"spillover2 rp",3,0,2658,2658,"Unambiguous","Match"
"8133",10,20,"spillover2","rp",63,"spillover2 rp",1,0,1508,1508,"Ambiguous","Match"
"8135",10,14,"spillover2","rp",63,"spillover2 rp",3,0,1464,1464,"Unambiguous","Match"
"8137",10,11,"spillover2","rp",63,"spillover2 rp",4,0,2224,2224,"Unambiguous","Mismatch"
"8139",10,15,"spillover2","rp",63,"spillover2 rp",4,0,3112,3112,"Unambiguous","Mismatch"
"8141",10,7,"spillover2","rp",63,"spillover2 rp",4,0,1594,1594,"Unambiguous","Mismatch"
"8143",10,13,"spillover2","rp",63,"spillover2 rp",2,0,366,366,"Ambiguous","Mismatch"
"8145",10,24,"spillover2","rp",63,"spillover2 rp",1,0,342,342,"Ambiguous","Match"
"8147",10,8,"spillover2","rp",63,"spillover2 rp",1,0,1408,1408,"Ambiguous","Match"
"8149",10,3,"spillover2","rp",63,"spillover2 rp",4,0,1076,1076,"Unambiguous","Mismatch"
"8151",10,6,"spillover2","rp",63,"spillover2 rp",3,0,434,434,"Unambiguous","Match"
"8153",10,4,"spillover2","rp",63,"spillover2 rp",1,0,630,630,"Ambiguous","Match"
"8155",10,5,"spillover2","rp",63,"spillover2 rp",2,0,1632,1632,"Ambiguous","Mismatch"
"8157",10,21,"spillover2","rp",63,"spillover2 rp",2,0,450,450,"Ambiguous","Mismatch"
"8159",10,9,"spillover2","rp",63,"spillover2 rp",2,0,624,624,"Ambiguous","Mismatch"
"8161",10,2,"spillover2","rp",63,"spillover2 rp",3,0,2110,2110,"Unambiguous","Match"
"8163",10,12,"spillover2","rp",63,"spillover2 rp",1,0,666,666,"Ambiguous","Match"
"8165",10,10,"spillover2","rp",63,"spillover2 rp",3,0,392,392,"Unambiguous","Match"
"8983",11,3,"spillover2","rp",75,"spillover2 rp",1,0,2206,2206,"Ambiguous","Match"
"8985",11,18,"spillover2","rp",75,"spillover2 rp",4,0,986,986,"Unambiguous","Mismatch"
"8987",11,24,"spillover2","rp",75,"spillover2 rp",2,0,2684,2684,"Ambiguous","Mismatch"
"8989",11,15,"spillover2","rp",75,"spillover2 rp",1,0,742,742,"Ambiguous","Match"
"8991",11,9,"spillover2","rp",75,"spillover2 rp",3,0,904,904,"Unambiguous","Match"
"8993",11,10,"spillover2","rp",75,"spillover2 rp",4,0,672,672,"Unambiguous","Mismatch"
"8995",11,2,"spillover2","rp",75,"spillover2 rp",4,0,2516,2516,"Unambiguous","Mismatch"
"8997",11,19,"spillover2","rp",75,"spillover2 rp",1,0,892,892,"Ambiguous","Match"
"8999",11,12,"spillover2","rp",75,"spillover2 rp",2,0,1364,1364,"Ambiguous","Mismatch"
"9001",11,16,"spillover2","rp",75,"spillover2 rp",2,0,2336,2336,"Ambiguous","Mismatch"
"9003",11,22,"spillover2","rp",75,"spillover2 rp",4,0,1502,1502,"Unambiguous","Mismatch"
"9005",11,21,"spillover2","rp",75,"spillover2 rp",3,0,1680,1680,"Unambiguous","Match"
"9007",11,1,"spillover2","rp",75,"spillover2 rp",3,0,1056,1056,"Unambiguous","Match"
"9009",11,20,"spillover2","rp",75,"spillover2 rp",2,0,1286,1286,"Ambiguous","Mismatch"
"9011",11,14,"spillover2","rp",75,"spillover2 rp",4,0,2996,2996,"Unambiguous","Mismatch"
"9013",11,17,"spillover2","rp",75,"spillover2 rp",3,0,1016,1016,"Unambiguous","Match"
"9015",11,4,"spillover2","rp",75,"spillover2 rp",2,0,2890,2890,"Ambiguous","Mismatch"
"9017",11,11,"spillover2","rp",75,"spillover2 rp",1,0,480,480,"Ambiguous","Match"
"9019",11,6,"spillover2","rp",75,"spillover2 rp",4,0,482,482,"Unambiguous","Mismatch"
"9021",11,8,"spillover2","rp",75,"spillover2 rp",2,0,1032,1032,"Ambiguous","Mismatch"
"9023",11,23,"spillover2","rp",75,"spillover2 rp",1,0,986,986,"Ambiguous","Match"
"9025",11,5,"spillover2","rp",75,"spillover2 rp",3,0,1110,1110,"Unambiguous","Match"
"9027",11,7,"spillover2","rp",75,"spillover2 rp",1,0,2386,2386,"Ambiguous","Match"
"9029",11,13,"spillover2","rp",75,"spillover2 rp",3,0,642,642,"Unambiguous","Match"
"9847",12,14,"spillover2","rp",63,"spillover2 rp",3,0,444,444,"Unambiguous","Match"
"9849",12,7,"spillover2","rp",63,"spillover2 rp",4,0,1512,1512,"Unambiguous","Mismatch"
"9851",12,11,"spillover2","rp",63,"spillover2 rp",4,0,729,729,"Unambiguous","Mismatch"
"9853",12,19,"spillover2","rp",63,"spillover2 rp",4,0,337,337,"Unambiguous","Mismatch"
"9855",12,24,"spillover2","rp",63,"spillover2 rp",1,0,177,177,"Ambiguous","Match"
"9857",12,18,"spillover2","rp",63,"spillover2 rp",3,0,1193,1193,"Unambiguous","Match"
"9859",12,15,"spillover2","rp",63,"spillover2 rp",4,0,317,317,"Unambiguous","Mismatch"
"9861",12,20,"spillover2","rp",63,"spillover2 rp",1,0,6524,6524,"Ambiguous","Match"
"9863",12,22,"spillover2","rp",63,"spillover2 rp",3,0,378,378,"Unambiguous","Match"
"9865",12,23,"spillover2","rp",63,"spillover2 rp",4,0,511,511,"Unambiguous","Mismatch"
"9867",12,2,"spillover2","rp",63,"spillover2 rp",3,0,790,790,"Unambiguous","Match"
"9869",12,6,"spillover2","rp",63,"spillover2 rp",3,0,316,316,"Unambiguous","Match"
"9871",12,3,"spillover2","rp",63,"spillover2 rp",4,0,862,862,"Unambiguous","Mismatch"
"9873",12,4,"spillover2","rp",63,"spillover2 rp",1,0,4664,4664,"Ambiguous","Match"
"9875",12,9,"spillover2","rp",63,"spillover2 rp",2,0,242,242,"Ambiguous","Mismatch"
"9877",12,1,"spillover2","rp",63,"spillover2 rp",2,0,796,796,"Ambiguous","Mismatch"
"9879",12,13,"spillover2","rp",63,"spillover2 rp",2,0,3519,3519,"Ambiguous","Mismatch"
