"","subject","item","region","measure","proficiency","sort","condition","skips","rawdata","nozero","ambiguity","continuation"
"12075",15,41,"spillover1","fp",73,"spillover1 fp",6,0,796,796,"Unambiguous","Consistent"
"12077",15,31,"spillover1","fp",73,"spillover1 fp",8,0,468,468,"Unambiguous","Inconsistent"
"12079",15,47,"spillover1","fp",73,"spillover1 fp",8,0,666,666,"Unambiguous","Inconsistent"
"12080",15,37,"spillover1","fp",73,"spillover1 fp",6,0,640,640,"Unambiguous","Consistent"
"12082",15,27,"spillover1","fp",73,"spillover1 fp",8,0,298,298,"Unambiguous","Inconsistent"
"12083",15,48,"spillover1","fp",73,"spillover1 fp",5,0,1068,1068,"Ambiguous","Consistent"
"12085",15,40,"spillover1","fp",73,"spillover1 fp",5,0,574,574,"Ambiguous","Consistent"
"12087",15,43,"spillover1","fp",73,"spillover1 fp",8,0,1178,1178,"Unambiguous","Inconsistent"
"12089",15,39,"spillover1","fp",73,"spillover1 fp",8,0,718,718,"Unambiguous","Inconsistent"
"12091",15,26,"spillover1","fp",73,"spillover1 fp",7,0,820,820,"Ambiguous","Inconsistent"
"12092",15,44,"spillover1","fp",73,"spillover1 fp",5,0,440,440,"Ambiguous","Consistent"
"12094",15,32,"spillover1","fp",73,"spillover1 fp",5,0,914,914,"Ambiguous","Consistent"
"12848",16,33,"spillover1","fp",69,"spillover1 fp",7,0,594,594,"Ambiguous","Inconsistent"
"12850",16,25,"spillover1","fp",69,"spillover1 fp",7,0,384,384,"Ambiguous","Inconsistent"
"12852",16,36,"spillover1","fp",69,"spillover1 fp",6,0,240,240,"Unambiguous","Consistent"
"12854",16,47,"spillover1","fp",69,"spillover1 fp",5,0,750,750,"Ambiguous","Consistent"
"12856",16,48,"spillover1","fp",69,"spillover1 fp",6,0,680,680,"Unambiguous","Consistent"
"12858",16,30,"spillover1","fp",69,"spillover1 fp",8,0,440,440,"Unambiguous","Inconsistent"
"12860",16,27,"spillover1","fp",69,"spillover1 fp",5,0,1166,1166,"Ambiguous","Consistent"
"12862",16,41,"spillover1","fp",69,"spillover1 fp",7,0,150,150,"Ambiguous","Inconsistent"
"12864",16,46,"spillover1","fp",69,"spillover1 fp",8,0,174,174,"Unambiguous","Inconsistent"
"12866",16,38,"spillover1","fp",69,"spillover1 fp",8,0,556,556,"Unambiguous","Inconsistent"
"12868",16,44,"spillover1","fp",69,"spillover1 fp",6,0,386,386,"Unambiguous","Consistent"
"12870",16,28,"spillover1","fp",69,"spillover1 fp",6,0,536,536,"Unambiguous","Consistent"
"12872",16,31,"spillover1","fp",69,"spillover1 fp",5,0,264,264,"Ambiguous","Consistent"
"12874",16,29,"spillover1","fp",69,"spillover1 fp",7,0,952,952,"Ambiguous","Inconsistent"
"12876",16,37,"spillover1","fp",69,"spillover1 fp",7,0,600,600,"Ambiguous","Inconsistent"
"12878",16,32,"spillover1","fp",69,"spillover1 fp",6,0,558,558,"Unambiguous","Consistent"
"12880",16,43,"spillover1","fp",69,"spillover1 fp",5,0,134,134,"Ambiguous","Consistent"
"12882",16,26,"spillover1","fp",69,"spillover1 fp",8,0,352,352,"Unambiguous","Inconsistent"
"12884",16,34,"spillover1","fp",69,"spillover1 fp",8,0,410,410,"Unambiguous","Inconsistent"
"12886",16,35,"spillover1","fp",69,"spillover1 fp",5,0,588,588,"Ambiguous","Consistent"
"12888",16,42,"spillover1","fp",69,"spillover1 fp",8,0,354,354,"Unambiguous","Inconsistent"
"12890",16,45,"spillover1","fp",69,"spillover1 fp",7,0,538,538,"Ambiguous","Inconsistent"
"12892",16,40,"spillover1","fp",69,"spillover1 fp",6,0,202,202,"Unambiguous","Consistent"
"12894",16,39,"spillover1","fp",69,"spillover1 fp",5,0,556,556,"Ambiguous","Consistent"
"13712",17,35,"spillover1","fp",82,"spillover1 fp",6,0,542,542,"Unambiguous","Consistent"
"13714",17,40,"spillover1","fp",82,"spillover1 fp",7,0,156,156,"Ambiguous","Inconsistent"
"13716",17,42,"spillover1","fp",82,"spillover1 fp",5,0,676,676,"Ambiguous","Consistent"
"13718",17,31,"spillover1","fp",82,"spillover1 fp",6,0,140,140,"Unambiguous","Consistent"
"13720",17,33,"spillover1","fp",82,"spillover1 fp",8,0,700,700,"Unambiguous","Inconsistent"
"13722",17,29,"spillover1","fp",82,"spillover1 fp",8,0,602,602,"Unambiguous","Inconsistent"
"13724",17,28,"spillover1","fp",82,"spillover1 fp",7,0,1714,1714,"Ambiguous","Inconsistent"
"13726",17,41,"spillover1","fp",82,"spillover1 fp",8,0,818,818,"Unambiguous","Inconsistent"
"13728",17,44,"spillover1","fp",82,"spillover1 fp",7,0,344,344,"Ambiguous","Inconsistent"
"13730",17,37,"spillover1","fp",82,"spillover1 fp",8,0,1688,1688,"Unambiguous","Inconsistent"
"13732",17,30,"spillover1","fp",82,"spillover1 fp",5,0,1350,1350,"Ambiguous","Consistent"
"13734",17,38,"spillover1","fp",82,"spillover1 fp",5,0,1358,1358,"Ambiguous","Consistent"
"13736",17,47,"spillover1","fp",82,"spillover1 fp",6,0,1132,1132,"Unambiguous","Consistent"
"13738",17,32,"spillover1","fp",82,"spillover1 fp",7,0,1400,1400,"Ambiguous","Inconsistent"
"13740",17,45,"spillover1","fp",82,"spillover1 fp",8,0,742,742,"Unambiguous","Inconsistent"
"13742",17,39,"spillover1","fp",82,"spillover1 fp",6,0,790,790,"Unambiguous","Consistent"
"13744",17,27,"spillover1","fp",82,"spillover1 fp",6,0,708,708,"Unambiguous","Consistent"
"13746",17,43,"spillover1","fp",82,"spillover1 fp",6,0,998,998,"Unambiguous","Consistent"
"13748",17,48,"spillover1","fp",82,"spillover1 fp",7,0,322,322,"Ambiguous","Inconsistent"
"13750",17,34,"spillover1","fp",82,"spillover1 fp",5,0,212,212,"Ambiguous","Consistent"
"13752",17,25,"spillover1","fp",82,"spillover1 fp",8,0,608,608,"Unambiguous","Inconsistent"
"13754",17,36,"spillover1","fp",82,"spillover1 fp",7,0,144,144,"Ambiguous","Inconsistent"
"13756",17,26,"spillover1","fp",82,"spillover1 fp",5,0,158,158,"Ambiguous","Consistent"
"13758",17,46,"spillover1","fp",82,"spillover1 fp",5,0,206,206,"Ambiguous","Consistent"
"14576",18,47,"spillover1","fp",89,"spillover1 fp",7,0,706,706,"Ambiguous","Inconsistent"
"14578",18,28,"spillover1","fp",89,"spillover1 fp",8,0,666,666,"Unambiguous","Inconsistent"
"14580",18,27,"spillover1","fp",89,"spillover1 fp",7,0,172,172,"Ambiguous","Inconsistent"
"14582",18,38,"spillover1","fp",89,"spillover1 fp",6,0,704,704,"Unambiguous","Consistent"
"14584",18,34,"spillover1","fp",89,"spillover1 fp",6,0,216,216,"Unambiguous","Consistent"
"14586",18,39,"spillover1","fp",89,"spillover1 fp",7,0,188,188,"Ambiguous","Inconsistent"
"14588",18,31,"spillover1","fp",89,"spillover1 fp",7,0,198,198,"Ambiguous","Inconsistent"
"14590",18,37,"spillover1","fp",89,"spillover1 fp",5,0,796,796,"Ambiguous","Consistent"
"14592",18,45,"spillover1","fp",89,"spillover1 fp",5,0,196,196,"Ambiguous","Consistent"
"14594",18,40,"spillover1","fp",89,"spillover1 fp",8,0,448,448,"Unambiguous","Inconsistent"
"14596",18,33,"spillover1","fp",89,"spillover1 fp",5,0,318,318,"Ambiguous","Consistent"
"14598",18,48,"spillover1","fp",89,"spillover1 fp",8,0,252,252,"Unambiguous","Inconsistent"
"14600",18,30,"spillover1","fp",89,"spillover1 fp",6,0,260,260,"Unambiguous","Consistent"
"14602",18,42,"spillover1","fp",89,"spillover1 fp",6,0,230,230,"Unambiguous","Consistent"
"14604",18,25,"spillover1","fp",89,"spillover1 fp",5,0,486,486,"Ambiguous","Consistent"
"14606",18,32,"spillover1","fp",89,"spillover1 fp",8,0,934,934,"Unambiguous","Inconsistent"
"14608",18,44,"spillover1","fp",89,"spillover1 fp",8,0,194,194,"Unambiguous","Inconsistent"
"14610",18,29,"spillover1","fp",89,"spillover1 fp",5,0,472,472,"Ambiguous","Consistent"
"14612",18,41,"spillover1","fp",89,"spillover1 fp",5,0,1112,1112,"Ambiguous","Consistent"
"14614",18,35,"spillover1","fp",89,"spillover1 fp",7,0,286,286,"Ambiguous","Inconsistent"
"14616",18,46,"spillover1","fp",89,"spillover1 fp",6,0,460,460,"Unambiguous","Consistent"
"14618",18,26,"spillover1","fp",89,"spillover1 fp",6,0,410,410,"Unambiguous","Consistent"
"14620",18,36,"spillover1","fp",89,"spillover1 fp",8,0,336,336,"Unambiguous","Inconsistent"
"14622",18,43,"spillover1","fp",89,"spillover1 fp",7,0,2040,2040,"Ambiguous","Inconsistent"
"15439",19,29,"spillover1","fp",53,"spillover1 fp",6,0,408,408,"Unambiguous","Consistent"
"15441",19,45,"spillover1","fp",53,"spillover1 fp",6,0,466,466,"Unambiguous","Consistent"
"15443",19,27,"spillover1","fp",53,"spillover1 fp",8,0,744,744,"Unambiguous","Inconsistent"
"15445",19,46,"spillover1","fp",53,"spillover1 fp",7,0,606,606,"Ambiguous","Inconsistent"
"15447",19,41,"spillover1","fp",53,"spillover1 fp",6,0,476,476,"Unambiguous","Consistent"
"15449",19,30,"spillover1","fp",53,"spillover1 fp",7,0,1278,1278,"Ambiguous","Inconsistent"
"15451",19,47,"spillover1","fp",53,"spillover1 fp",8,0,596,596,"Unambiguous","Inconsistent"
"15453",19,33,"spillover1","fp",53,"spillover1 fp",6,0,368,368,"Unambiguous","Consistent"
"15455",19,39,"spillover1","fp",53,"spillover1 fp",8,0,708,708,"Unambiguous","Inconsistent"
"15457",19,40,"spillover1","fp",53,"spillover1 fp",5,0,1156,1156,"Ambiguous","Consistent"
"15459",19,48,"spillover1","fp",53,"spillover1 fp",5,0,978,978,"Ambiguous","Consistent"
"15461",19,32,"spillover1","fp",53,"spillover1 fp",5,0,1066,1066,"Ambiguous","Consistent"
"15463",19,42,"spillover1","fp",53,"spillover1 fp",7,0,438,438,"Ambiguous","Inconsistent"
"15465",19,31,"spillover1","fp",53,"spillover1 fp",8,0,800,800,"Unambiguous","Inconsistent"
"15467",19,34,"spillover1","fp",53,"spillover1 fp",7,0,414,414,"Ambiguous","Inconsistent"
"15469",19,35,"spillover1","fp",53,"spillover1 fp",8,0,654,654,"Unambiguous","Inconsistent"
"15471",19,37,"spillover1","fp",53,"spillover1 fp",6,0,1170,1170,"Unambiguous","Consistent"
"15473",19,26,"spillover1","fp",53,"spillover1 fp",7,0,1234,1234,"Ambiguous","Inconsistent"
"15475",19,43,"spillover1","fp",53,"spillover1 fp",8,0,666,666,"Unambiguous","Inconsistent"
"15477",19,25,"spillover1","fp",53,"spillover1 fp",6,0,534,534,"Unambiguous","Consistent"
"15479",19,28,"spillover1","fp",53,"spillover1 fp",5,0,1736,1736,"Ambiguous","Consistent"
"15481",19,44,"spillover1","fp",53,"spillover1 fp",5,0,280,280,"Ambiguous","Consistent"
"15483",19,36,"spillover1","fp",53,"spillover1 fp",5,0,474,474,"Ambiguous","Consistent"
"15485",19,38,"spillover1","fp",53,"spillover1 fp",7,0,1022,1022,"Ambiguous","Inconsistent"
"16303",20,41,"spillover1","fp",81,"spillover1 fp",7,0,906,906,"Ambiguous","Inconsistent"
"16305",20,37,"spillover1","fp",81,"spillover1 fp",7,0,158,158,"Ambiguous","Inconsistent"
"16307",20,47,"spillover1","fp",81,"spillover1 fp",5,0,1118,1118,"Ambiguous","Consistent"
"16309",20,25,"spillover1","fp",81,"spillover1 fp",7,0,194,194,"Ambiguous","Inconsistent"
"16311",20,39,"spillover1","fp",81,"spillover1 fp",5,0,142,142,"Ambiguous","Consistent"
"16313",20,40,"spillover1","fp",81,"spillover1 fp",6,0,608,608,"Unambiguous","Consistent"
"16315",20,30,"spillover1","fp",81,"spillover1 fp",8,0,158,158,"Unambiguous","Inconsistent"
"16317",20,34,"spillover1","fp",81,"spillover1 fp",8,0,808,808,"Unambiguous","Inconsistent"
"16319",20,26,"spillover1","fp",81,"spillover1 fp",8,0,96,96,"Unambiguous","Inconsistent"
"16321",20,28,"spillover1","fp",81,"spillover1 fp",6,0,490,490,"Unambiguous","Consistent"
"16323",20,36,"spillover1","fp",81,"spillover1 fp",6,0,440,440,"Unambiguous","Consistent"
"16325",20,45,"spillover1","fp",81,"spillover1 fp",7,0,850,850,"Ambiguous","Inconsistent"
"16327",20,42,"spillover1","fp",81,"spillover1 fp",8,0,546,546,"Unambiguous","Inconsistent"
"16329",20,29,"spillover1","fp",81,"spillover1 fp",7,0,802,802,"Ambiguous","Inconsistent"
"16331",20,44,"spillover1","fp",81,"spillover1 fp",6,0,946,946,"Unambiguous","Consistent"
"16333",20,46,"spillover1","fp",81,"spillover1 fp",8,0,164,164,"Unambiguous","Inconsistent"
"16335",20,32,"spillover1","fp",81,"spillover1 fp",6,0,1294,1294,"Unambiguous","Consistent"
"16337",20,38,"spillover1","fp",81,"spillover1 fp",8,0,594,594,"Unambiguous","Inconsistent"
"16339",20,43,"spillover1","fp",81,"spillover1 fp",5,0,822,822,"Ambiguous","Consistent"
"16341",20,33,"spillover1","fp",81,"spillover1 fp",7,0,874,874,"Ambiguous","Inconsistent"
"16343",20,31,"spillover1","fp",81,"spillover1 fp",5,0,1606,1606,"Ambiguous","Consistent"
"16345",20,35,"spillover1","fp",81,"spillover1 fp",5,0,514,514,"Ambiguous","Consistent"
"16347",20,48,"spillover1","fp",81,"spillover1 fp",6,0,196,196,"Unambiguous","Consistent"
"16349",20,27,"spillover1","fp",81,"spillover1 fp",5,0,1228,1228,"Ambiguous","Consistent"
"17167",21,31,"spillover1","fp",86,"spillover1 fp",6,0,1036,1036,"Unambiguous","Consistent"
"17169",21,37,"spillover1","fp",86,"spillover1 fp",8,0,1320,1320,"Unambiguous","Inconsistent"
"17171",21,36,"spillover1","fp",86,"spillover1 fp",7,0,286,286,"Ambiguous","Inconsistent"
"17173",21,46,"spillover1","fp",86,"spillover1 fp",5,0,800,800,"Ambiguous","Consistent"
"17175",21,28,"spillover1","fp",86,"spillover1 fp",7,0,1646,1646,"Ambiguous","Inconsistent"
"17177",21,34,"spillover1","fp",86,"spillover1 fp",5,0,712,712,"Ambiguous","Consistent"
"17179",21,35,"spillover1","fp",86,"spillover1 fp",6,0,662,662,"Unambiguous","Consistent"
"17181",21,48,"spillover1","fp",86,"spillover1 fp",7,0,160,160,"Ambiguous","Inconsistent"
"17183",21,47,"spillover1","fp",86,"spillover1 fp",6,0,320,320,"Unambiguous","Consistent"
"17185",21,40,"spillover1","fp",86,"spillover1 fp",7,0,438,438,"Ambiguous","Inconsistent"
"17187",21,41,"spillover1","fp",86,"spillover1 fp",8,0,1940,1940,"Unambiguous","Inconsistent"
"17189",21,44,"spillover1","fp",86,"spillover1 fp",7,0,680,680,"Ambiguous","Inconsistent"
"17191",21,43,"spillover1","fp",86,"spillover1 fp",6,0,320,320,"Unambiguous","Consistent"
"17193",21,25,"spillover1","fp",86,"spillover1 fp",8,0,618,618,"Unambiguous","Inconsistent"
"17195",21,39,"spillover1","fp",86,"spillover1 fp",6,0,608,608,"Unambiguous","Consistent"
"17197",21,32,"spillover1","fp",86,"spillover1 fp",7,0,138,138,"Ambiguous","Inconsistent"
"17199",21,27,"spillover1","fp",86,"spillover1 fp",6,0,864,864,"Unambiguous","Consistent"
"17201",21,26,"spillover1","fp",86,"spillover1 fp",5,0,1432,1432,"Ambiguous","Consistent"
"17203",21,45,"spillover1","fp",86,"spillover1 fp",8,0,454,454,"Unambiguous","Inconsistent"
"17205",21,38,"spillover1","fp",86,"spillover1 fp",5,0,264,264,"Ambiguous","Consistent"
"17207",21,33,"spillover1","fp",86,"spillover1 fp",8,0,656,656,"Unambiguous","Inconsistent"
"17209",21,30,"spillover1","fp",86,"spillover1 fp",5,0,738,738,"Ambiguous","Consistent"
"17211",21,29,"spillover1","fp",86,"spillover1 fp",8,0,758,758,"Unambiguous","Inconsistent"
"17213",21,42,"spillover1","fp",86,"spillover1 fp",5,0,1374,1374,"Ambiguous","Consistent"
"18032",22,47,"spillover1","fp",53,"spillover1 fp",7,0,1602,1602,"Ambiguous","Inconsistent"
"18034",22,36,"spillover1","fp",53,"spillover1 fp",8,0,594,594,"Unambiguous","Inconsistent"
"18036",22,25,"spillover1","fp",53,"spillover1 fp",5,0,730,730,"Ambiguous","Consistent"
"18038",22,43,"spillover1","fp",53,"spillover1 fp",7,0,654,654,"Ambiguous","Inconsistent"
"18040",22,27,"spillover1","fp",53,"spillover1 fp",7,0,376,376,"Ambiguous","Inconsistent"
"18042",22,38,"spillover1","fp",53,"spillover1 fp",6,0,604,604,"Unambiguous","Consistent"
"18044",22,35,"spillover1","fp",53,"spillover1 fp",7,0,1288,1288,"Ambiguous","Inconsistent"
"18046",22,40,"spillover1","fp",53,"spillover1 fp",8,0,478,478,"Unambiguous","Inconsistent"
"18048",22,45,"spillover1","fp",53,"spillover1 fp",5,0,892,892,"Ambiguous","Consistent"
"18050",22,39,"spillover1","fp",53,"spillover1 fp",7,0,1436,1436,"Ambiguous","Inconsistent"
"18052",22,28,"spillover1","fp",53,"spillover1 fp",8,0,702,702,"Unambiguous","Inconsistent"
"18054",22,42,"spillover1","fp",53,"spillover1 fp",6,0,310,310,"Unambiguous","Consistent"
"18056",22,37,"spillover1","fp",53,"spillover1 fp",5,0,1152,1152,"Ambiguous","Consistent"
"18058",22,30,"spillover1","fp",53,"spillover1 fp",6,0,558,558,"Unambiguous","Consistent"
"18060",22,31,"spillover1","fp",53,"spillover1 fp",7,0,1080,1080,"Ambiguous","Inconsistent"
"18062",22,32,"spillover1","fp",53,"spillover1 fp",8,0,226,226,"Unambiguous","Inconsistent"
"18064",22,46,"spillover1","fp",53,"spillover1 fp",6,0,446,446,"Unambiguous","Consistent"
"18066",22,34,"spillover1","fp",53,"spillover1 fp",6,0,800,800,"Unambiguous","Consistent"
"18068",22,33,"spillover1","fp",53,"spillover1 fp",5,0,740,740,"Ambiguous","Consistent"
"18070",22,26,"spillover1","fp",53,"spillover1 fp",6,0,664,664,"Unambiguous","Consistent"
"18072",22,29,"spillover1","fp",53,"spillover1 fp",5,0,644,644,"Ambiguous","Consistent"
"18074",22,41,"spillover1","fp",53,"spillover1 fp",5,0,850,850,"Ambiguous","Consistent"
"18076",22,48,"spillover1","fp",53,"spillover1 fp",8,0,162,162,"Unambiguous","Inconsistent"
"18078",22,44,"spillover1","fp",53,"spillover1 fp",8,0,530,530,"Unambiguous","Inconsistent"
"18896",23,34,"spillover1","fp",79,"spillover1 fp",8,0,173,173,"Unambiguous","Inconsistent"
"18898",23,28,"spillover1","fp",79,"spillover1 fp",6,0,151,151,"Unambiguous","Consistent"
"18900",23,43,"spillover1","fp",79,"spillover1 fp",5,0,1005,1005,"Ambiguous","Consistent"
"18902",23,33,"spillover1","fp",79,"spillover1 fp",7,0,1151,1151,"Ambiguous","Inconsistent"
"18904",23,45,"spillover1","fp",79,"spillover1 fp",7,0,785,785,"Ambiguous","Inconsistent"
"18906",23,35,"spillover1","fp",79,"spillover1 fp",5,0,553,553,"Ambiguous","Consistent"
"18908",23,37,"spillover1","fp",79,"spillover1 fp",7,0,1618,1618,"Ambiguous","Inconsistent"
"18910",23,29,"spillover1","fp",79,"spillover1 fp",7,0,194,194,"Ambiguous","Inconsistent"
"18912",23,38,"spillover1","fp",79,"spillover1 fp",8,0,295,295,"Unambiguous","Inconsistent"
"18914",23,32,"spillover1","fp",79,"spillover1 fp",6,0,768,768,"Unambiguous","Consistent"
"18916",23,30,"spillover1","fp",79,"spillover1 fp",8,0,160,160,"Unambiguous","Inconsistent"
"18918",23,44,"spillover1","fp",79,"spillover1 fp",6,0,115,115,"Unambiguous","Consistent"
"18920",23,31,"spillover1","fp",79,"spillover1 fp",5,0,1083,1083,"Ambiguous","Consistent"
"18922",23,41,"spillover1","fp",79,"spillover1 fp",7,0,1206,1206,"Ambiguous","Inconsistent"
"18924",23,26,"spillover1","fp",79,"spillover1 fp",8,0,621,621,"Unambiguous","Inconsistent"
"18926",23,36,"spillover1","fp",79,"spillover1 fp",6,0,431,431,"Unambiguous","Consistent"
"18928",23,47,"spillover1","fp",79,"spillover1 fp",5,0,216,216,"Ambiguous","Consistent"
"18930",23,40,"spillover1","fp",79,"spillover1 fp",6,0,378,378,"Unambiguous","Consistent"
"18932",23,39,"spillover1","fp",79,"spillover1 fp",5,0,491,491,"Ambiguous","Consistent"
"18934",23,46,"spillover1","fp",79,"spillover1 fp",8,0,284,284,"Unambiguous","Inconsistent"
"18936",23,42,"spillover1","fp",79,"spillover1 fp",8,0,510,510,"Unambiguous","Inconsistent"
"18938",23,25,"spillover1","fp",79,"spillover1 fp",7,0,333,333,"Ambiguous","Inconsistent"
"18940",23,48,"spillover1","fp",79,"spillover1 fp",6,0,214,214,"Unambiguous","Consistent"
"18942",23,27,"spillover1","fp",79,"spillover1 fp",5,0,518,518,"Ambiguous","Consistent"
"19759",24,34,"spillover1","fp",86,"spillover1 fp",7,0,1042,1042,"Ambiguous","Inconsistent"
"19760",24,39,"spillover1","fp",86,"spillover1 fp",8,0,1530,1530,"Unambiguous","Inconsistent"
"19762",24,46,"spillover1","fp",86,"spillover1 fp",7,0,848,848,"Ambiguous","Inconsistent"
"19764",24,44,"spillover1","fp",86,"spillover1 fp",5,0,1024,1024,"Ambiguous","Consistent"
"19766",24,30,"spillover1","fp",86,"spillover1 fp",7,0,1006,1006,"Ambiguous","Inconsistent"
"19768",24,40,"spillover1","fp",86,"spillover1 fp",5,0,1198,1198,"Ambiguous","Consistent"
"19770",24,37,"spillover1","fp",86,"spillover1 fp",6,0,646,646,"Unambiguous","Consistent"
"19772",24,31,"spillover1","fp",86,"spillover1 fp",8,0,1214,1214,"Unambiguous","Inconsistent"
"19774",24,26,"spillover1","fp",86,"spillover1 fp",7,0,1330,1330,"Ambiguous","Inconsistent"
"19776",24,42,"spillover1","fp",86,"spillover1 fp",7,0,984,984,"Ambiguous","Inconsistent"
"19778",24,27,"spillover1","fp",86,"spillover1 fp",8,0,614,614,"Unambiguous","Inconsistent"
"19780",24,35,"spillover1","fp",86,"spillover1 fp",8,0,710,710,"Unambiguous","Inconsistent"
"19782",24,48,"spillover1","fp",86,"spillover1 fp",5,0,360,360,"Ambiguous","Consistent"
"19784",24,32,"spillover1","fp",86,"spillover1 fp",5,0,1520,1520,"Ambiguous","Consistent"
"19786",24,36,"spillover1","fp",86,"spillover1 fp",5,0,892,892,"Ambiguous","Consistent"
"19788",24,38,"spillover1","fp",86,"spillover1 fp",7,0,1494,1494,"Ambiguous","Inconsistent"
"19790",24,45,"spillover1","fp",86,"spillover1 fp",6,0,604,604,"Unambiguous","Consistent"
"19792",24,33,"spillover1","fp",86,"spillover1 fp",6,0,942,942,"Unambiguous","Consistent"
"19794",24,28,"spillover1","fp",86,"spillover1 fp",5,0,1530,1530,"Ambiguous","Consistent"
"19796",24,41,"spillover1","fp",86,"spillover1 fp",6,0,1066,1066,"Unambiguous","Consistent"
"19798",24,43,"spillover1","fp",86,"spillover1 fp",8,0,608,608,"Unambiguous","Inconsistent"
"19800",24,25,"spillover1","fp",86,"spillover1 fp",6,0,588,588,"Unambiguous","Consistent"
"19802",24,29,"spillover1","fp",86,"spillover1 fp",6,0,732,732,"Unambiguous","Consistent"
"19804",24,47,"spillover1","fp",86,"spillover1 fp",8,0,908,908,"Unambiguous","Inconsistent"
"20605",25,29,"spillover1","fp",52,"spillover1 fp",7,0,722,722,"Ambiguous","Inconsistent"
"20607",25,43,"spillover1","fp",52,"spillover1 fp",5,0,892,892,"Ambiguous","Consistent"
"20609",25,34,"spillover1","fp",52,"spillover1 fp",8,0,380,380,"Unambiguous","Inconsistent"
"20611",25,46,"spillover1","fp",52,"spillover1 fp",8,0,160,160,"Unambiguous","Inconsistent"
"20613",25,26,"spillover1","fp",52,"spillover1 fp",8,0,616,616,"Unambiguous","Inconsistent"
"20615",25,37,"spillover1","fp",52,"spillover1 fp",7,0,484,484,"Ambiguous","Inconsistent"
"20617",25,45,"spillover1","fp",52,"spillover1 fp",7,0,168,168,"Ambiguous","Inconsistent"
"20619",25,44,"spillover1","fp",52,"spillover1 fp",6,0,292,292,"Unambiguous","Consistent"
"20621",25,35,"spillover1","fp",52,"spillover1 fp",5,0,808,808,"Ambiguous","Consistent"
"20623",25,47,"spillover1","fp",52,"spillover1 fp",5,0,1042,1042,"Ambiguous","Consistent"
"20625",25,27,"spillover1","fp",52,"spillover1 fp",5,0,858,858,"Ambiguous","Consistent"
"20627",25,32,"spillover1","fp",52,"spillover1 fp",6,0,300,300,"Unambiguous","Consistent"
"20629",25,25,"spillover1","fp",52,"spillover1 fp",7,0,524,524,"Ambiguous","Inconsistent"
"20631",25,31,"spillover1","fp",52,"spillover1 fp",5,0,720,720,"Ambiguous","Consistent"
"20633",25,38,"spillover1","fp",52,"spillover1 fp",8,0,472,472,"Unambiguous","Inconsistent"
"20635",25,36,"spillover1","fp",52,"spillover1 fp",6,0,366,366,"Unambiguous","Consistent"
"20637",25,48,"spillover1","fp",52,"spillover1 fp",6,0,568,568,"Unambiguous","Consistent"
"20639",25,40,"spillover1","fp",52,"spillover1 fp",6,0,402,402,"Unambiguous","Consistent"
"20641",25,42,"spillover1","fp",52,"spillover1 fp",8,0,238,238,"Unambiguous","Inconsistent"
"20643",25,28,"spillover1","fp",52,"spillover1 fp",6,0,422,422,"Unambiguous","Consistent"
"20645",25,33,"spillover1","fp",52,"spillover1 fp",7,0,652,652,"Ambiguous","Inconsistent"
"20647",25,41,"spillover1","fp",52,"spillover1 fp",7,0,660,660,"Ambiguous","Inconsistent"
"20649",25,30,"spillover1","fp",52,"spillover1 fp",8,0,528,528,"Unambiguous","Inconsistent"
"20651",25,39,"spillover1","fp",52,"spillover1 fp",5,0,620,620,"Ambiguous","Consistent"
"21469",26,42,"spillover1","fp",83,"spillover1 fp",5,0,634,634,"Ambiguous","Consistent"
"21471",26,37,"spillover1","fp",83,"spillover1 fp",8,0,576,576,"Unambiguous","Inconsistent"
"21473",26,26,"spillover1","fp",83,"spillover1 fp",5,0,816,816,"Ambiguous","Consistent"
"21475",26,33,"spillover1","fp",83,"spillover1 fp",8,0,568,568,"Unambiguous","Inconsistent"
"21477",26,31,"spillover1","fp",83,"spillover1 fp",6,0,778,778,"Unambiguous","Consistent"
"21479",26,47,"spillover1","fp",83,"spillover1 fp",6,0,156,156,"Unambiguous","Consistent"
"21481",26,43,"spillover1","fp",83,"spillover1 fp",6,0,522,522,"Unambiguous","Consistent"
"21483",26,27,"spillover1","fp",83,"spillover1 fp",6,0,488,488,"Unambiguous","Consistent"
"21485",26,38,"spillover1","fp",83,"spillover1 fp",5,0,96,96,"Ambiguous","Consistent"
"21487",26,46,"spillover1","fp",83,"spillover1 fp",5,0,716,716,"Ambiguous","Consistent"
"21489",26,34,"spillover1","fp",83,"spillover1 fp",5,0,560,560,"Ambiguous","Consistent"
"21491",26,45,"spillover1","fp",83,"spillover1 fp",8,0,532,532,"Unambiguous","Inconsistent"
"21493",26,44,"spillover1","fp",83,"spillover1 fp",7,0,754,754,"Ambiguous","Inconsistent"
"21495",26,39,"spillover1","fp",83,"spillover1 fp",6,0,554,554,"Unambiguous","Consistent"
"21497",26,25,"spillover1","fp",83,"spillover1 fp",8,0,474,474,"Unambiguous","Inconsistent"
"21499",26,28,"spillover1","fp",83,"spillover1 fp",7,0,776,776,"Ambiguous","Inconsistent"
"21501",26,35,"spillover1","fp",83,"spillover1 fp",6,0,496,496,"Unambiguous","Consistent"
"21503",26,48,"spillover1","fp",83,"spillover1 fp",7,0,836,836,"Ambiguous","Inconsistent"
"21505",26,41,"spillover1","fp",83,"spillover1 fp",8,0,832,832,"Unambiguous","Inconsistent"
